"",BBK01.OEAH65N,BBK01.OEAH65N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:34,
2002-01,2.406,
2002-04,2.329,
2002-07,2.299,
2002-10,2.345,
2003-01,2.228,
2003-04,2.168,
2003-07,2.087,
2003-10,2.268,
2004-01,2.285,
2004-04,2.130,
2004-07,2.121,
2004-10,2.113,
2005-01,2.203,
2005-04,2.124,
2005-07,2.152,
2005-10,2.164,
2006-01,2.294,
2006-04,2.498,
2006-07,3.000,
2006-10,3.610,
2007-01,4.807,
2007-04,5.810,
2007-07,6.875,
2007-10,8.000,
2008-01,8.961,
2008-04,9.729,
2008-07,10.421,
2008-10,11.419,
2009-01,10.700,
2009-04,8.691,
2009-07,6.605,
2009-10,4.808,
2010-01,3.684,
2010-04,3.153,
2010-07,3.245,
2010-10,3.370,
2011-01,3.848,
2011-04,4.064,
2011-07,4.263,
2011-10,4.671,
2012-01,4.742,
2012-04,4.904,
2012-07,4.739,
2012-10,4.588,
2013-01,4.081,
2013-04,3.691,
2013-07,3.495,
2013-10,3.355,
2014-01,3.168,
2014-04,3.274,
2014-07,2.873,
