"",BBK01.OUM347,BBK01.OUM347_FLAGS
"",Lending to the Federal Government and its special funds / Total / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:55:23,
1999-01,72.110,
1999-02,74.335,
1999-03,70.050,
1999-04,69.749,
1999-05,70.450,
1999-06,69.868,
1999-07,68.310,
1999-08,68.590,
1999-09,68.765,
1999-10,68.655,
1999-11,68.211,
1999-12,66.919,
2000-01,67.276,
2000-02,66.055,
2000-03,65.881,
2000-04,66.177,
2000-05,66.317,
2000-06,65.962,
2000-07,65.990,
2000-08,66.015,
2000-09,64.725,
2000-10,63.387,
2000-11,64.014,
2000-12,63.117,
2001-01,63.121,
2001-02,60.805,
2001-03,59.802,
2001-04,59.814,
2001-05,59.673,
2001-06,59.499,
2001-07,59.264,
2001-08,59.510,
2001-09,57.361,
2001-10,58.832,
2001-11,60.073,
2001-12,56.916,
2002-01,54.399,
2002-02,53.371,
2002-03,52.067,
2002-04,50.166,
2002-05,49.250,
2002-06,48.660,
2002-07,47.848,
2002-08,46.550,
2002-09,47.074,
2002-10,46.573,
2002-11,43.762,
2002-12,41.147,
2003-01,39.690,
2003-02,39.432,
2003-03,36.785,
2003-04,36.931,
2003-05,35.026,
2003-06,35.304,
2003-07,38.083,
2003-08,37.857,
2003-09,37.701,
2003-10,36.629,
2003-11,36.236,
2003-12,36.077,
2004-01,35.423,
2004-02,35.676,
2004-03,37.191,
2004-04,35.646,
2004-05,35.855,
2004-06,35.299,
2004-07,37.685,
2004-08,37.629,
2004-09,37.692,
2004-10,33.431,
2004-11,32.863,
2004-12,31.837,
2005-01,31.889,
2005-02,31.951,
2005-03,33.188,
2005-04,31.585,
2005-05,29.286,
2005-06,28.549,
2005-07,26.897,
2005-08,27.613,
2005-09,25.414,
2005-10,23.413,
2005-11,21.681,
2005-12,22.662,
2006-01,22.382,
2006-02,20.300,
2006-03,19.557,
2006-04,18.843,
2006-05,18.224,
2006-06,18.419,
2006-07,18.217,
2006-08,18.270,
2006-09,18.387,
2006-10,19.674,
2006-11,17.551,
2006-12,18.060,
2007-01,18.250,
2007-02,17.648,
2007-03,15.212,
2007-04,15.330,
2007-05,15.160,
2007-06,15.074,
2007-07,14.169,
2007-08,12.742,
2007-09,11.826,
2007-10,8.143,
2007-11,4.882,
2007-12,5.130,
2008-01,3.463,
2008-02,3.026,
2008-03,3.039,
2008-04,2.814,
2008-05,2.808,
2008-06,2.808,
2008-07,2.683,
2008-08,3.281,
2008-09,2.195,
2008-10,1.928,
2008-11,1.859,
2008-12,2.007,
2009-01,2.004,
2009-02,1.886,
2009-03,1.960,
2009-04,1.732,
2009-05,1.771,
2009-06,1.766,
2009-07,1.788,
2009-08,1.909,
2009-09,1.921,
2009-10,1.876,
2009-11,1.769,
2009-12,1.758,
2010-01,1.991,
2010-02,1.893,
2010-03,1.951,
2010-04,1.742,
2010-05,1.844,
2010-06,2.020,
2010-07,1.769,
2010-08,1.705,
2010-09,1.704,
2010-10,91.367,
2010-11,94.901,
2010-12,69.518,
2011-01,60.958,
2011-02,54.752,
2011-03,43.521,
2011-04,34.500,
2011-05,28.788,
2011-06,26.165,
2011-07,20.426,
2011-08,14.511,
2011-09,12.129,
2011-10,4.263,
2011-11,4.232,
2011-12,4.207,
2012-01,4.207,
2012-02,4.247,
2012-03,3.471,
2012-04,3.470,
2012-05,3.431,
2012-06,3.437,
2012-07,3.364,
2012-08,3.347,
2012-09,3.530,
2012-10,3.394,
2012-11,3.381,
2012-12,3.398,
2013-01,2.296,
2013-02,2.377,
2013-03,1.271,
2013-04,1.270,
2013-05,1.546,
2013-06,1.541,
2013-07,1.541,
2013-08,1.537,
2013-09,1.562,
2013-10,1.562,
2013-11,1.567,
2013-12,1.495,
2014-01,1.433,
2014-02,1.056,
2014-03,1.067,
2014-04,1.072,
2014-05,1.369,
2014-06,1.138,
2014-07,1.164,
2014-08,1.155,
2014-09,1.055,
2014-10,0.921,
2014-11,0.906,
2014-12,0.809,Provisional value
