"",BBK01.QUK816,BBK01.QUK816_FLAGS
"",Consolidated German banks: Loans and advances to foreign banks / Kenya / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:34:33,
2002-03,0.020,
2002-04,0.014,
2002-05,0.013,
2002-06,0.012,
2002-07,0.012,
2002-08,0.014,
2002-09,0.012,
2002-10,0.012,
2002-11,0.011,
2002-12,0.010,
2003-01,0.010,
2003-02,0.011,
2003-03,0.009,
2003-04,0.011,
2003-05,0.015,
2003-06,0.017,
2003-07,0.017,
2003-08,0.021,
2003-09,0.022,
2003-10,0.022,
2003-11,0.019,
2003-12,0.017,
2004-01,0.016,
2004-02,0.017,
2004-03,0.015,
2004-04,0.014,
2004-05,0.016,
2004-06,0.013,
2004-07,0.011,
2004-08,0.012,
2004-09,0.010,
2004-10,0.010,
2004-11,0.009,
2004-12,0.011,
2005-01,0.011,
2005-02,0.009,
2005-03,0.011,
2005-04,0.011,
2005-05,0.017,
2005-06,0.022,
2005-07,0.016,
2005-08,0.014,
2005-09,0.013,
2005-10,0.017,
2005-11,0.023,
2005-12,0.011,
2006-01,0.015,
2006-02,0.014,
2006-03,0.018,
2006-04,0.016,
2006-05,0.009,
2006-06,0.014,
2006-07,0.014,
2006-08,0.012,
2006-09,0.014,
2006-10,0.017,
2006-11,0.013,
2006-12,0.015,
2007-01,0.012,
2007-02,0.011,
2007-03,0.010,
2007-04,0.007,
2007-05,0.008,
2007-06,0.012,
2007-07,0.008,
2007-08,0.007,
2007-09,0.008,
2007-10,0.009,
2007-11,0.014,
2007-12,0.017,
2008-01,0.022,
2008-02,0.025,
2008-03,0.032,
2008-04,0.035,
2008-05,0.034,
2008-06,0.035,
2008-07,0.030,
2008-08,0.022,
2008-09,0.044,
2008-10,0.055,
2008-11,0.053,
2008-12,0.041,
2009-01,0.036,
2009-02,0.035,
2009-03,0.018,
2009-04,0.017,
2009-05,0.015,
2009-06,0.019,
2009-07,0.043,
2009-08,0.101,
2009-09,0.099,
2009-10,0.068,
2009-11,0.070,
2009-12,0.059,
2010-01,0.048,
2010-02,0.049,
2010-03,0.042,
2010-04,0.022,
2010-05,0.057,
2010-06,0.051,
2010-07,0.059,
2010-08,0.066,
2010-09,0.081,
2010-10,0.061,
2010-11,0.014,
2010-12,0.016,
2011-01,0.053,
2011-02,0.061,
2011-03,0.028,
2011-04,0.063,
2011-05,0.065,
2011-06,0.024,
2011-07,0.031,
2011-08,0.104,
2011-09,0.030,
2011-10,0.020,
2011-11,0.026,
2011-12,0.045,
2012-01,0.036,
2012-02,0.031,
2012-03,0.053,
2012-04,0.054,
2012-05,0.049,
2012-06,0.077,
2012-07,0.053,
2012-08,0.056,
2012-09,0.059,
2012-10,0.060,
2012-11,0.031,
2012-12,0.030,
2013-01,0.065,
2013-02,0.068,
2013-03,0.112,
2013-04,0.048,
2013-05,0.048,
2013-06,0.041,
2013-07,0.068,
2013-08,0.063,
2013-09,0.082,
2013-10,0.100,
2013-11,0.159,
2013-12,0.075,
2014-01,0.062,
2014-02,0.081,
2014-03,0.090,
2014-04,0.074,
2014-05,0.069,
2014-06,0.077,
2014-07,0.152,
2014-08,0.123,
2014-09,0.089,
2014-10,0.063,
