"",BBK01.QUK814,BBK01.QUK814_FLAGS
"",Consolidated German banks: Loans and advances to foreign banks / Ghana / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:34:22,
2002-03,0.009,
2002-04,0.008,
2002-05,0.007,
2002-06,0.006,
2002-07,0.007,
2002-08,0.007,
2002-09,0.007,
2002-10,0.007,
2002-11,0.005,
2002-12,0.004,
2003-01,0.004,
2003-02,0.005,
2003-03,0.005,
2003-04,0.005,
2003-05,0.006,
2003-06,0.005,
2003-07,0.006,
2003-08,0.008,
2003-09,0.007,
2003-10,0.010,
2003-11,0.011,
2003-12,0.008,
2004-01,0.006,
2004-02,0.008,
2004-03,0.006,
2004-04,0.007,
2004-05,0.026,
2004-06,0.036,
2004-07,0.028,
2004-08,0.028,
2004-09,0.029,
2004-10,0.017,
2004-11,0.008,
2004-12,0.034,
2005-01,0.011,
2005-02,0.012,
2005-03,0.035,
2005-04,0.036,
2005-05,0.037,
2005-06,0.053,
2005-07,0.039,
2005-08,0.036,
2005-09,0.038,
2005-10,0.008,
2005-11,0.010,
2005-12,0.019,
2006-01,0.023,
2006-02,0.033,
2006-03,0.032,
2006-04,0.039,
2006-05,0.047,
2006-06,0.028,
2006-07,0.033,
2006-08,0.031,
2006-09,0.032,
2006-10,0.063,
2006-11,0.035,
2006-12,0.039,
2007-01,0.038,
2007-02,0.025,
2007-03,0.028,
2007-04,0.031,
2007-05,0.032,
2007-06,0.030,
2007-07,0.056,
2007-08,0.057,
2007-09,0.058,
2007-10,0.058,
2007-11,0.032,
2007-12,0.033,
2008-01,0.015,
2008-02,0.011,
2008-03,0.009,
2008-04,0.010,
2008-05,0.041,
2008-06,0.050,
2008-07,0.040,
2008-08,0.044,
2008-09,0.045,
2008-10,0.051,
2008-11,0.015,
2008-12,0.010,
2009-01,0.010,
2009-02,0.014,
2009-03,0.010,
2009-04,0.017,
2009-05,0.016,
2009-06,0.016,
2009-07,0.016,
2009-08,0.009,
2009-09,0.006,
2009-10,0.024,
2009-11,0.016,
2009-12,0.022,
2010-01,0.021,
2010-02,0.009,
2010-03,0.031,
2010-04,0.020,
2010-05,0.064,
2010-06,0.075,
2010-07,0.036,
2010-08,0.035,
2010-09,0.043,
2010-10,0.043,
2010-11,0.038,
2010-12,0.024,
2011-01,0.024,
2011-02,0.043,
2011-03,0.055,
2011-04,0.071,
2011-05,0.059,
2011-06,0.052,
2011-07,0.049,
2011-08,0.081,
2011-09,0.055,
2011-10,0.051,
2011-11,0.062,
2011-12,0.027,
2012-01,0.025,
2012-02,0.023,
2012-03,0.061,
2012-04,0.028,
2012-05,0.027,
2012-06,0.031,
2012-07,0.028,
2012-08,0.032,
2012-09,0.063,
2012-10,0.049,
2012-11,0.040,
2012-12,0.015,
2013-01,0.033,
2013-02,0.016,
2013-03,0.040,
2013-04,0.034,
2013-05,0.030,
2013-06,0.046,
2013-07,0.054,
2013-08,0.051,
2013-09,0.054,
2013-10,0.057,
2013-11,0.052,
2013-12,0.059,
2014-01,0.056,
2014-02,0.035,
2014-03,0.043,
2014-04,0.057,
2014-05,0.076,
2014-06,0.050,
2014-07,0.043,
2014-08,0.033,
2014-09,0.048,
2014-10,0.062,
