"",BBK01.QU2199,BBK01.QU2199_FLAGS
"",Banks in Germany: Short-term liabilities to non-residents / Bahrain / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:22:53,
1975-12,0.011,
1976-01,0.008,
1976-02,0.002,
1976-03,0.002,
1976-04,0.003,
1976-05,0.005,
1976-06,0.005,
1976-07,0.004,
1976-08,0.007,
1976-09,0.008,
1976-10,0.011,
1976-11,0.010,
1976-12,0.011,
1977-01,0.006,
1977-02,0.011,
1977-03,0.015,
1977-04,0.024,
1977-05,0.027,
1977-06,0.029,
1977-07,0.026,
1977-08,0.020,
1977-09,0.023,
1977-10,0.018,
1977-11,0.014,
1977-12,0.018,
1978-01,0.025,
1978-02,0.025,
1978-03,0.019,
1978-04,0.011,
1978-05,0.017,
1978-06,0.018,
1978-07,0.021,
1978-08,0.014,
1978-09,0.024,
1978-10,0.009,
1978-11,0.036,
1978-12,0.037,
1979-01,0.041,
1979-02,0.038,
1979-03,0.057,
1979-04,0.052,
1979-05,0.029,
1979-06,0.024,
1979-07,0.026,
1979-08,0.023,
1979-09,0.078,
1979-10,0.059,
1979-11,0.046,
1979-12,0.046,
1980-01,0.053,
1980-02,0.047,
1980-03,0.035,
1980-04,0.035,
1980-05,0.027,
1980-06,0.072,
1980-07,0.050,
1980-08,0.024,
1980-09,0.048,
1980-10,0.049,
1980-11,0.078,
1980-12,0.086,
1981-01,0.069,
1981-02,0.041,
1981-03,0.051,
1981-04,0.056,
1981-05,0.064,
1981-06,0.028,
1981-07,0.071,
1981-08,0.110,
1981-09,0.116,
1981-10,0.052,
1981-11,0.043,
1981-12,0.078,
1982-01,0.280,
1982-02,0.044,
1982-03,0.423,
1982-04,0.486,
1982-05,0.472,
1982-06,0.445,
1982-07,0.565,
1982-08,0.567,
1982-09,0.525,
1982-10,0.379,
1982-11,0.241,
1982-12,0.240,
1983-01,0.211,
1983-02,0.141,
1983-03,0.220,
1983-04,0.196,
1983-05,0.081,
1983-06,0.193,
1983-07,0.163,
1983-08,0.156,
1983-09,0.134,
1983-10,0.282,
1983-11,0.193,
1983-12,0.140,
1984-01,0.231,
1984-02,0.056,
1984-03,0.062,
1984-04,0.159,
1984-05,0.318,
1984-06,0.287,
1984-07,0.221,
1984-08,0.329,
1984-09,0.363,
1984-10,0.085,
1984-11,0.078,
1984-12,0.220,
1985-01,0.104,
1985-02,0.127,
1985-03,0.280,
1985-04,0.300,
1985-05,0.190,
1985-06,0.183,
1985-07,0.203,
1985-08,0.235,
1985-09,0.148,
1985-10,0.133,
1985-11,0.195,
1985-12,0.113,
1986-01,0.119,
1986-02,0.166,
1986-03,0.103,
1986-04,0.131,
1986-05,0.121,
1986-06,0.110,
1986-07,0.099,
1986-08,0.081,
1986-09,3.173,
1986-10,3.201,
1986-11,2.379,
1986-12,1.528,
1987-01,0.475,
1987-02,0.489,
1987-03,0.099,
1987-04,0.080,
1987-05,0.100,
1987-06,.,No value available
1987-07,.,No value available
1987-08,.,No value available
1987-09,.,No value available
1987-10,.,No value available
1987-11,.,No value available
1987-12,.,No value available
1988-01,.,No value available
1988-02,.,No value available
1988-03,.,No value available
1988-04,.,No value available
1988-05,.,No value available
1988-06,.,No value available
1988-07,.,No value available
1988-08,.,No value available
1988-09,.,No value available
1988-10,.,No value available
1988-11,.,No value available
1988-12,.,No value available
1989-01,.,No value available
1989-02,.,No value available
1989-03,.,No value available
1989-04,.,No value available
1989-05,.,No value available
1989-06,0.308,
1989-07,0.425,
1989-08,0.546,
1989-09,0.449,
1989-10,0.476,
1989-11,0.439,
1989-12,0.346,
1990-01,0.322,
1990-02,0.711,
1990-03,0.391,
1990-04,0.323,
1990-05,0.334,
1990-06,0.448,
1990-07,0.489,
1990-08,0.448,
1990-09,0.671,
1990-10,0.588,
1990-11,0.593,
1990-12,0.273,
1991-01,0.091,
1991-02,0.101,
1991-03,0.104,
1991-04,0.141,
1991-05,0.057,
1991-06,0.312,
1991-07,0.370,
1991-08,0.314,
1991-09,0.194,
1991-10,0.282,
1991-11,0.755,
1991-12,0.651,
1992-01,0.450,
1992-02,0.474,
1992-03,0.436,
1992-04,0.349,
1992-05,0.252,
1992-06,0.232,
1992-07,0.686,
1992-08,0.911,
1992-09,0.729,
1992-10,0.563,
1992-11,0.531,
1992-12,0.559,
1993-01,0.377,
1993-02,0.324,
1993-03,0.351,
1993-04,0.755,
1993-05,0.673,
1993-06,0.805,
1993-07,0.714,
1993-08,0.727,
1993-09,0.396,
1993-10,0.321,
1993-11,0.530,
1993-12,0.176,
1994-01,0.181,
1994-02,0.101,
1994-03,0.331,
1994-04,0.338,
1994-05,0.233,
1994-06,0.341,
1994-07,0.473,
1994-08,0.376,
