"",BBK01.OUL149,BBK01.OUL149_FLAGS
"",Domestic securities / Corporate debt securities (non-MFIs) / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:50:37,
1965-01,0.242,
1965-02,0.243,
1965-03,0.246,
1965-04,0.250,
1965-05,0.256,
1965-06,0.256,
1965-07,0.259,
1965-08,0.261,
1965-09,0.263,
1965-10,0.263,
1965-11,0.264,
1965-12,0.265,
1966-01,0.259,
1966-02,0.256,
1966-03,0.246,
1966-04,0.244,
1966-05,0.246,
1966-06,0.246,
1966-07,0.242,
1966-08,0.244,
1966-09,0.244,
1966-10,0.245,
1966-11,0.246,
1966-12,0.250,
1967-01,0.252,
1967-02,0.255,
1967-03,0.251,
1967-04,0.261,
1967-05,0.267,
1967-06,0.273,
1967-07,0.277,
1967-08,0.281,
1967-09,0.290,
1967-10,0.289,
1967-11,0.292,
1967-12,0.220,
1968-01,0.242,
1968-02,0.250,
1968-03,0.252,
1968-04,0.251,
1968-05,0.268,
1968-06,0.267,
1968-07,0.274,
1968-08,0.279,
1968-09,0.279,
1968-10,0.277,
1968-11,0.284,
1968-12,0.256,
1969-01,0.282,
1969-02,0.302,
1969-03,0.315,
1969-04,0.316,
1969-05,0.315,
1969-06,0.322,
1969-07,0.329,
1969-08,0.330,
1969-09,0.327,
1969-10,0.326,
1969-11,0.324,
1969-12,0.325,
1970-01,0.324,
1970-02,0.319,
1970-03,0.325,
1970-04,0.335,
1970-05,0.335,
1970-06,0.336,
1970-07,0.346,
1970-08,0.347,
1970-09,0.351,
1970-10,0.353,
1970-11,0.356,
1970-12,0.358,
1971-01,0.361,
1971-02,0.371,
1971-03,0.371,
1971-04,0.386,
1971-05,0.388,
1971-06,0.388,
1971-07,0.389,
1971-08,0.391,
1971-09,0.394,
1971-10,0.395,
1971-11,0.400,
1971-12,0.406,
1972-01,0.428,
1972-02,0.444,
1972-03,0.443,
1972-04,0.447,
1972-05,0.458,
1972-06,0.456,
1972-07,0.457,
1972-08,0.460,
1972-09,0.468,
1972-10,0.463,
1972-11,0.463,
1972-12,0.471,
1973-01,0.467,
1973-02,0.466,
1973-03,0.463,
1973-04,0.456,
1973-05,0.458,
1973-06,0.459,
1973-07,0.462,
1973-08,0.467,
1973-09,0.464,
1973-10,0.469,
1973-11,0.473,
1973-12,0.493,
1974-01,0.485,
1974-02,0.500,
1974-03,0.494,
1974-04,0.493,
1974-05,0.491,
1974-06,0.491,
1974-07,0.495,
1974-08,0.511,
1974-09,0.520,
1974-10,0.519,
1974-11,0.542,
1974-12,0.573,
1975-01,0.593,
1975-02,0.619,
1975-03,0.617,
1975-04,0.622,
1975-05,0.652,
1975-06,0.655,
1975-07,0.636,
1975-08,0.623,
1975-09,0.584,
1975-10,0.552,
1975-11,0.539,
1975-12,0.545,
1976-01,0.567,
1976-02,0.587,
1976-03,0.589,
1976-04,0.587,
1976-05,0.583,
1976-06,0.582,
1976-07,0.587,
1976-08,0.608,
1976-09,0.620,
1976-10,0.620,
1976-11,0.612,
1976-12,0.618,
1977-01,0.642,
1977-02,0.650,
1977-03,0.646,
1977-04,0.639,
1977-05,0.671,
1977-06,0.673,
1977-07,0.665,
1977-08,0.692,
1977-09,0.695,
1977-10,0.692,
1977-11,0.692,
1977-12,0.687,
1978-01,0.718,
1978-02,0.711,
1978-03,0.700,
1978-04,0.687,
1978-05,0.678,
1978-06,0.710,
1978-07,0.697,
1978-08,0.693,
1978-09,0.692,
1978-10,0.692,
1978-11,0.709,
1978-12,0.709,
1979-01,0.711,
1979-02,0.708,
1979-03,0.698,
1979-04,0.698,
1979-05,0.699,
1979-06,0.696,
1979-07,0.696,
1979-08,0.705,
1979-09,0.676,
1979-10,0.672,
1979-11,0.673,
1979-12,0.676,
1980-01,0.682,
1980-02,0.689,
1980-03,0.676,
1980-04,0.676,
1980-05,0.671,
1980-06,0.673,
1980-07,0.672,
1980-08,0.668,
1980-09,0.662,
1980-10,0.668,
1980-11,0.691,
1980-12,0.713,
1981-01,0.732,
1981-02,0.761,
1981-03,0.754,
1981-04,0.748,
1981-05,0.765,
1981-06,0.748,
1981-07,0.744,
1981-08,0.740,
1981-09,0.751,
1981-10,0.749,
1981-11,0.745,
1981-12,0.750,
1982-01,0.776,
1982-02,0.791,
1982-03,0.758,
1982-04,0.777,
1982-05,0.785,
1982-06,0.813,
1982-07,0.826,
1982-08,0.825,
1982-09,0.860,
1982-10,0.877,
1982-11,0.861,
1982-12,0.853,
1983-01,0.863,
1983-02,0.852,
1983-03,0.852,
1983-04,0.848,
1983-05,0.836,
1983-06,0.835,
1983-07,0.831,
1983-08,0.835,
1983-09,0.869,
1983-10,0.879,
1983-11,0.870,
1983-12,0.862,
