"",BBK01.PC3775,BBK01.PC3775_FLAGS
"",Lending to letting of movables / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:33:54,
1989-01,.,No value available
1989-04,.,No value available
1989-07,0.153,
1989-10,0.117,
1990-01,0.151,
1990-04,0.128,
1990-07,0.144,
1990-10,0.143,
1991-01,0.164,
1991-04,0.212,
1991-07,0.231,
1991-10,0.225,
1992-01,0.239,
1992-04,0.389,
1992-07,0.288,
1992-10,0.340,
1993-01,0.312,
1993-04,0.301,
1993-07,0.289,
1993-10,0.247,
1994-01,0.292,
1994-04,0.356,
1994-07,0.437,
1994-10,0.373,
1995-01,0.395,
1995-04,0.396,
1995-07,0.371,
1995-10,0.410,
1996-01,0.437,
1996-04,0.442,
1996-07,0.488,
1996-10,0.534,
1997-01,0.517,
1997-04,0.592,
1997-07,0.447,
1997-10,0.480,
1998-01,0.489,
1998-04,0.502,
1998-07,0.476,
1998-10,0.494,
1999-01,2.352,
1999-04,1.816,
1999-07,1.196,
1999-10,1.294,
2000-01,1.378,
2000-04,1.289,
2000-07,1.283,
2000-10,1.033,
2001-01,1.045,
2001-04,2.606,
2001-07,2.843,
2001-10,3.320,
2002-01,2.781,
2002-04,0.782,
2002-07,0.977,
2002-10,0.955,
2003-01,1.051,
2003-04,1.230,
2003-07,1.651,
2003-10,1.217,
2004-01,2.085,
2004-04,1.072,
2004-07,1.216,
2004-10,1.021,
2005-01,2.452,
2005-04,2.660,
2005-07,2.971,
2005-10,3.815,
2006-01,3.751,
2006-04,3.871,
2006-07,4.045,
2006-10,4.142,
2007-01,3.854,
2007-04,4.198,
2007-07,4.457,
2007-10,4.376,
2008-01,3.875,
2008-04,3.640,
2008-07,3.491,
2008-10,3.119,
2009-01,3.116,
2009-04,3.332,
2009-07,3.230,
2009-10,3.117,
2010-01,2.898,
2010-04,2.842,
2010-07,1.717,
2010-10,1.761,
2011-01,1.784,
2011-04,1.854,
2011-07,1.872,
2011-10,1.843,
2012-01,1.874,
2012-04,1.858,
2012-07,1.272,
2012-10,1.244,
2013-01,1.139,
2013-04,1.113,
2013-07,1.061,
2013-10,1.084,
2014-01,1.118,
2014-04,1.186,
2014-07,1.096,
2014-10,2.205,
