"",BBK01.QUY776,BBK01.QUY776_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign banks / Japan / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:38:31,
2002-03,2.192,
2002-04,1.974,
2002-05,1.944,
2002-06,1.862,
2002-07,1.833,
2002-08,1.916,
2002-09,1.874,
2002-10,1.844,
2002-11,1.642,
2002-12,1.568,
2003-01,1.326,
2003-02,1.340,
2003-03,1.340,
2003-04,1.283,
2003-05,1.300,
2003-06,1.330,
2003-07,1.280,
2003-08,1.343,
2003-09,1.360,
2003-10,1.431,
2003-11,1.850,
2003-12,2.209,
2004-01,2.934,
2004-02,2.934,
2004-03,2.695,
2004-04,2.688,
2004-05,2.712,
2004-06,2.446,
2004-07,2.620,
2004-08,3.112,
2004-09,2.690,
2004-10,2.750,
2004-11,1.446,
2004-12,1.302,
2005-01,1.271,
2005-02,1.217,
2005-03,1.164,
2005-04,1.204,
2005-05,1.200,
2005-06,1.109,
2005-07,1.099,
2005-08,1.139,
2005-09,1.159,
2005-10,1.096,
2005-11,1.041,
2005-12,1.109,
2006-01,1.165,
2006-02,1.146,
2006-03,1.167,
2006-04,1.172,
2006-05,1.363,
2006-06,1.555,
2006-07,1.631,
2006-08,1.634,
2006-09,1.734,
2006-10,1.690,
2006-11,1.672,
2006-12,1.644,
2007-01,1.630,
2007-02,1.588,
2007-03,1.587,
2007-04,1.570,
2007-05,1.539,
2007-06,1.479,
2007-07,1.436,
2007-08,1.440,
2007-09,1.444,
2007-10,1.312,
2007-11,1.626,
2007-12,1.147,
2008-01,1.159,
2008-02,1.135,
2008-03,1.116,
2008-04,1.093,
2008-05,1.082,
2008-06,1.024,
2008-07,1.005,
2008-08,1.047,
2008-09,1.052,
2008-10,1.075,
2008-11,1.113,
2008-12,0.884,
2009-01,0.865,
2009-02,0.873,
2009-03,0.830,
2009-04,0.837,
2009-05,0.822,
2009-06,0.821,
2009-07,0.817,
2009-08,0.832,
2009-09,0.822,
2009-10,0.812,
2009-11,0.786,
2009-12,0.788,
2010-01,0.790,
2010-02,0.812,
2010-03,0.682,
2010-04,0.689,
2010-05,0.584,
2010-06,0.540,
2010-07,0.540,
2010-08,0.540,
2010-09,0.735,
2010-10,0.740,
2010-11,0.742,
2010-12,0.742,
2011-01,0.738,
2011-02,0.747,
2011-03,0.716,
2011-04,0.713,
2011-05,0.721,
2011-06,0.713,
2011-07,0.721,
2011-08,0.616,
2011-09,0.699,
2011-10,0.640,
2011-11,0.568,
2011-12,0.583,
2012-01,0.577,
2012-02,0.572,
2012-03,0.573,
2012-04,0.574,
2012-05,0.579,
2012-06,0.546,
2012-07,0.553,
2012-08,0.549,
2012-09,0.542,
2012-10,0.556,
2012-11,0.537,
2012-12,0.550,
2013-01,0.533,
2013-02,0.548,
2013-03,0.546,
2013-04,0.544,
2013-05,0.541,
2013-06,0.534,
2013-07,0.638,
2013-08,0.537,
2013-09,0.549,
2013-10,0.539,
2013-11,0.541,
2013-12,0.541,
2014-01,0.546,
2014-02,0.551,
2014-03,0.542,
2014-04,0.556,
2014-05,0.537,
2014-06,0.361,
2014-07,0.372,
2014-08,0.363,
2014-09,0.383,
2014-10,0.358,
