"",BBK01.TU2017,BBK01.TU2017_FLAGS
"",Foreign branches: Deposits of banks (MFIs) / total,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:16,
1973-06,3.025,
1973-07,3.630,
1973-08,4.596,
1973-09,4.706,
1973-10,5.142,
1973-11,5.463,
1973-12,6.321,
1974-01,6.466,
1974-02,6.186,
1974-03,6.504,
1974-04,6.442,
1974-05,6.768,
1974-06,7.355,
1974-07,7.648,
1974-08,7.967,
1974-09,7.785,
1974-10,7.587,
1974-11,7.593,
1974-12,6.855,
1975-01,6.651,
1975-02,7.411,
1975-03,6.987,
1975-04,7.395,
1975-05,7.017,
1975-06,7.326,
1975-07,8.165,
1975-08,8.860,
1975-09,9.361,
1975-10,8.451,
1975-11,9.061,
1975-12,9.819,
1976-01,9.412,
1976-02,9.996,
1976-03,10.422,
1976-04,10.865,
1976-05,11.350,
1976-06,10.857,
1976-07,11.152,
1976-08,11.326,
1976-09,11.959,
1976-10,12.046,
1976-11,12.191,
1976-12,12.780,
1977-01,13.453,
1977-02,13.941,
1977-03,14.470,
1977-04,14.827,
1977-05,15.396,
1977-06,16.208,
1977-07,16.643,
1977-08,16.135,
1977-09,17.397,
1977-10,17.639,
1977-11,17.037,
1977-12,18.160,
1978-01,17.941,
1978-02,19.088,
1978-03,19.407,
1978-04,19.878,
1978-05,19.187,
1978-06,20.882,
1978-07,21.589,
1978-08,21.857,
1978-09,22.642,
1978-10,21.618,
1978-11,24.164,
1978-12,23.867,
1979-01,26.034,
1979-02,25.427,
1979-03,27.194,
1979-04,27.926,
1979-05,27.044,
1979-06,26.679,
1979-07,25.696,
1979-08,27.800,
1979-09,29.582,
1979-10,28.312,
1979-11,28.620,
1979-12,29.900,
1980-01,31.807,
1980-02,33.475,
1980-03,36.416,
1980-04,32.522,
1980-05,32.119,
1980-06,33.265,
1980-07,34.234,
1980-08,35.040,
1980-09,35.254,
1980-10,35.943,
1980-11,35.438,
1980-12,32.753,
1981-01,36.135,
1981-02,35.036,
1981-03,36.497,
1981-04,36.738,
1981-05,38.903,
1981-06,39.658,
1981-07,40.078,
1981-08,40.415,
1981-09,39.132,
1981-10,38.615,
1981-11,39.019,
1981-12,37.823,
1982-01,41.240,
