"",BBK01.OUN196,BBK01.OUN196_FLAGS
"",Time deposits of domestic government / for up and including 1 year / Special purpose banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:22:30,
1968-12,0.326,
1969-01,0.213,
1969-02,0.222,
1969-03,0.240,
1969-04,0.298,
1969-05,0.284,
1969-06,0.248,
1969-07,0.261,
1969-08,0.265,
1969-09,0.276,
1969-10,0.297,
1969-11,0.294,
1969-12,0.404,
1970-01,0.241,
1970-02,0.225,
1970-03,0.232,
1970-04,0.256,
1970-05,0.264,
1970-06,0.414,
1970-07,0.244,
1970-08,0.239,
1970-09,0.261,
1970-10,0.278,
1970-11,0.303,
1970-12,0.405,
1971-01,0.273,
1971-02,0.273,
1971-03,0.293,
1971-04,0.343,
1971-05,0.345,
1971-06,0.566,
1971-07,0.425,
1971-08,0.431,
1971-09,0.431,
1971-10,0.508,
1971-11,0.484,
1971-12,0.610,
1972-01,0.337,
1972-02,0.320,
1972-03,0.347,
1972-04,0.366,
1972-05,0.364,
1972-06,0.481,
1972-07,0.393,
1972-08,0.465,
1972-09,0.481,
1972-10,0.448,
1972-11,0.463,
1972-12,0.776,
1973-01,0.381,
1973-02,0.398,
1973-03,0.372,
1973-04,0.452,
1973-05,0.469,
1973-06,0.687,
1973-07,0.516,
1973-08,0.542,
1973-09,0.561,
1973-10,0.586,
1973-11,0.591,
1973-12,0.840,
1974-01,0.492,
1974-02,0.508,
1974-03,0.510,
1974-04,0.547,
1974-05,0.559,
1974-06,0.773,
1974-07,0.566,
1974-08,0.586,
1974-09,0.647,
1974-10,0.668,
1974-11,0.669,
1974-12,0.818,
1975-01,0.453,
1975-02,0.520,
1975-03,0.556,
1975-04,0.516,
1975-05,0.507,
1975-06,0.718,
1975-07,0.603,
1975-08,0.516,
1975-09,0.563,
1975-10,0.583,
1975-11,0.548,
1975-12,1.423,
1976-01,1.456,
1976-02,0.445,
1976-03,0.490,
1976-04,0.441,
1976-05,0.471,
1976-06,0.767,
1976-07,0.604,
1976-08,0.513,
1976-09,0.487,
1976-10,0.483,
1976-11,0.476,
1976-12,0.641,
1977-01,0.432,
1977-02,0.436,
1977-03,0.464,
1977-04,0.434,
1977-05,0.423,
1977-06,0.582,
1977-07,0.538,
