"",BBK01.TUD450,BBK01.TUD450_FLAGS
"",Capital and reserves / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:36,
1980-01,38913,
1980-02,39034,
1980-03,39448,
1980-04,39739,
1980-05,40127,
1980-06,40679,
1980-07,40865,
1980-08,40941,
1980-09,41039,
1980-10,41118,
1980-11,41266,
1980-12,41595,
1981-01,41794,
1981-02,42043,
1981-03,42423,
1981-04,43076,
1981-05,43554,
1981-06,44139,
1981-07,44614,
1981-08,44677,
1981-09,44813,
1981-10,44878,
1981-11,44921,
1981-12,45269,
1982-01,45478,
1982-02,45582,
1982-03,46087,
1982-04,46392,
1982-05,46931,
1982-06,47346,
1982-07,48108,
1982-08,48164,
1982-09,48247,
1982-10,48558,
1982-11,48709,
1982-12,48878,
1983-01,49256,
1983-02,49507,
1983-03,50026,
1983-04,50398,
1983-05,50919,
1983-06,51432,
1983-07,51831,
1983-08,51887,
1983-09,51992,
1983-10,52128,
1983-11,52284,
1983-12,52522,
1984-01,52809,
1984-02,53155,
1984-03,54011,
1984-04,54461,
1984-05,55107,
1984-06,55747,
1984-07,56110,
1984-08,56251,
1984-09,56351,
1984-10,56421,
1984-11,56471,
1984-12,56887,
1985-01,57085,
1985-02,57666,
1985-03,58519,
1985-04,58874,
1985-05,59570,
1985-06,60143,
1985-07,60815,
1985-08,60909,
1985-09,61146,
1985-10,61829,
1985-11,61904,
1985-12,63383,
1986-01,65447,
1986-02,65820,
1986-03,66652,
1986-04,67683,
1986-05,68481,
1986-06,69023,
1986-07,69463,
1986-08,69565,
1986-09,69682,
1986-10,70009,
1986-11,70126,
1986-12,70567,
1987-01,70788,
1987-02,70938,
1987-03,71817,
1987-04,72249,
1987-05,73378,
1987-06,73910,
1987-07,74319,
1987-08,74416,
1987-09,74625,
1987-10,74903,
1987-11,75106,
1987-12,75374,
1988-01,75645,
1988-02,75777,
1988-03,76325,
1988-04,76583,
1988-05,77129,
1988-06,77718,
1988-07,78083,
1988-08,78308,
1988-09,78453,
1988-10,79033,
1988-11,79218,
1988-12,79552,
1989-01,79770,
1989-02,80591,
1989-03,81500,
1989-04,82101,
1989-05,82796,
1989-06,83492,
1989-07,83942,
1989-08,84085,
1989-09,84914,
1989-10,86202,
1989-11,86692,
1989-12,87582,
1990-01,87876,
1990-02,88371,
1990-03,90138,
1990-04,90649,
1990-05,91195,
1990-06,104524,
1990-07,105931,
1990-08,106290,
1990-09,106842,
1990-10,107187,
1990-11,107913,
1990-12,107157,
1991-01,106760,
1991-02,107037,
1991-03,109240,
1991-04,110151,
1991-05,110780,
1991-06,112321,
1991-07,112688,
1991-08,113014,
1991-09,115549,
1991-10,116143,
1991-11,116441,
1991-12,117174,
1992-01,119548,
1992-02,121132,
1992-03,123031,
1992-04,123595,
1992-05,124325,
1992-06,126409,
1992-07,127306,
1992-08,127561,
1992-09,127980,
1992-10,128358,
1992-11,128840,
1992-12,131190,
1993-01,131776,
1993-02,133311,
1993-03,135525,
1993-04,136064,
1993-05,137329,
1993-06,138929,
1993-07,139241,
1993-08,138598,
1993-09,139462,
1993-10,140176,
1993-11,141052,
1993-12,142295,
1994-01,145797,
1994-02,149127,
1994-03,150686,
1994-04,151492,
1994-05,152690,
1994-06,154075,
1994-07,155032,
1994-08,155452,
1994-09,156303,
1994-10,154886,
1994-11,155315,
1994-12,156042,
1995-01,156243,
1995-02,157363,
1995-03,156257,
1995-04,157024,
1995-05,159040,
1995-06,161178,
1995-07,161911,
1995-08,162358,
1995-09,163156,
1995-10,163923,
1995-11,164742,
1995-12,166172,
1996-01,167300,
1996-02,168570,
1996-03,170384,
1996-04,171462,
1996-05,172893,
1996-06,174770,
1996-07,175409,
1996-08,175827,
1996-09,176439,
1996-10,177120,
1996-11,178101,
1996-12,178975,
1997-01,180001,
1997-02,181562,
1997-03,182496,
1997-04,183597,
1997-05,184780,
1997-06,187954,
1997-07,190272,
1997-08,191756,
1997-09,193609,
1997-10,195083,
1997-11,196690,
1997-12,198908,
1998-01,199599,
1998-02,202110,
1998-03,203474,
1998-04,204455,
1998-05,206310,
1998-06,208316,
1998-07,208946,
1998-08,208654,
1998-09,208484,
1998-10,209707,
1998-11,210815,
1998-12,218224,
1999-01,223236,
1999-02,227691,
1999-03,231058,
1999-04,236185,
1999-05,241461,
1999-06,242775,
1999-07,244115,
1999-08,246667,
1999-09,251500,
1999-10,255126,
1999-11,259161,
1999-12,262620,
2000-01,264108,
2000-02,267169,
2000-03,270510,
2000-04,272733,
2000-05,274071,
2000-06,280742,
2000-07,283138,
2000-08,286829,
2000-09,288173,
2000-10,291545,
2000-11,292246,
2000-12,298132,
2001-01,297655,
2001-02,299573,
2001-03,302514,
2001-04,301794,
2001-05,304745,
2001-06,307177,
2001-07,310258,
2001-08,312583,
2001-09,314192,
2001-10,318245,
2001-11,321277,
2001-12,319770,
2002-01,320571,
2002-02,322811,
2002-03,323917,
2002-04,325754,
2002-05,329021,
2002-06,331165,
2002-07,336960,
2002-08,341346,
2002-09,344333,
2002-10,343231,
2002-11,342520,
2002-12,342487,
2003-01,350030,
2003-02,353560,
2003-03,352582,
2003-04,351114,
2003-05,350414,
2003-06,347617,
2003-07,347560,
2003-08,343436,
2003-09,340439,
2003-10,344555,
2003-11,342888,
2003-12,340137,
2004-01,336720,
2004-02,332139,
2004-03,330115,
2004-04,333717,
2004-05,336339,
2004-06,337490,
2004-07,339410,
2004-08,336893,
2004-09,335067,
2004-10,335460,
2004-11,332259,
2004-12,329332,
2005-01,333085,
2005-02,332716,
2005-03,334633,
2005-04,341024,
2005-05,343819,
2005-06,343940,
2005-07,346170,
2005-08,343965,
2005-09,344201,
2005-10,346769,
2005-11,348629,
2005-12,346856,
2006-01,369704,
2006-02,377306,
2006-03,384065,
2006-04,384657,
2006-05,386489,
2006-06,387233,
2006-07,387943,
2006-08,387195,
2006-09,387965,
2006-10,389142,
2006-11,391655,
2006-12,389627,
2007-01,393036,
2007-02,399739,
2007-03,405448,
2007-04,410719,
2007-05,416794,
2007-06,417766,
2007-07,425948,
2007-08,423257,
2007-09,426519,
2007-10,427669,
2007-11,427452,
2007-12,428205,
2008-01,430795,
2008-02,431764,
2008-03,447449,
2008-04,442769,
2008-05,444506,
2008-06,442621,
2008-07,443631,
2008-08,448649,
2008-09,445313,
2008-10,453939,
2008-11,448189,
2008-12,461658,
2009-01,462342,
2009-02,441503,
2009-03,447898,
2009-04,430216,
2009-05,425409,
2009-06,441816,
2009-07,441517,
2009-08,443554,
2009-09,442822,
2009-10,439351,
2009-11,440552,
2009-12,454811,
2010-01,441807,
2010-02,441609,
2010-03,445768,
2010-04,448037,
2010-05,447019,
2010-06,443418,
2010-07,439858,
2010-08,438120,
2010-09,433625,
2010-10,440103,
2010-11,452827,
2010-12,452647,
2011-01,454334,
2011-02,460217,
2011-03,460741,
2011-04,456848,
2011-05,460716,
2011-06,449492,
2011-07,453161,
2011-08,458742,
2011-09,459363,
2011-10,462718,
2011-11,466626,
2011-12,468122,
2012-01,468929,
2012-02,471804,
2012-03,476881,
2012-04,477246,
2012-05,482474,
2012-06,489372,
2012-07,497026,
2012-08,492507,
2012-09,487849,
2012-10,488109,
2012-11,490621,
2012-12,487304,
2013-01,489780,
2013-02,499825,
2013-03,502913,
2013-04,502655,
2013-05,506609,
2013-06,517206,
2013-07,518332,
2013-08,522569,
2013-09,521321,
2013-10,520507,
2013-11,515195,
2013-12,503047,
2014-01,517460,
2014-02,514550,
2014-03,511470,
2014-04,508328,
2014-05,516765,
2014-06,531791,
2014-07,537723,
2014-08,550264,
2014-09,550151,
2014-10,545305,
2014-11,540131,
2014-12,535488,
2015-01,543824,
