"",BBK01.OEAH02L,BBK01.OEAH02L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:04,
2002-01,93.090,
2002-04,106.746,
2002-07,111.924,
2002-10,109.687,
2003-01,123.636,
2003-04,133.222,
2003-07,132.229,
2003-10,120.968,
2004-01,162.881,
2004-04,171.029,
2004-07,176.501,
2004-10,146.119,
2005-01,185.176,
2005-04,187.979,
2005-07,189.994,
2005-10,183.669,
2006-01,208.652,
2006-04,215.710,
2006-07,202.742,
2006-10,200.178,
2007-01,202.325,
2007-04,222.324,
2007-07,212.774,
2007-10,190.219,
2008-01,212.668,
2008-04,201.518,
2008-07,199.103,
2008-10,187.521,
2009-01,211.805,
2009-04,221.586,
2009-07,207.216,
2009-10,204.512,
2010-01,209.739,
2010-04,222.739,
2010-07,217.149,
2010-10,211.948,
2011-01,226.265,
2011-04,231.462,
2011-07,238.891,
2011-10,229.973,
2012-01,244.530,
2012-04,238.709,
2012-07,253.620,
2012-10,260.651,
2013-01,277.661,
2013-04,289.445,
2013-07,291.559,
2013-10,294.930,
2014-01,297.044,
2014-04,307.225,
2014-07,316.247,
