"",BBK01.CEL60N,BBK01.CEL60N_FLAGS
"","Insurance, pension and standardised guarantees                            debtor: Total            creditor: Rest of the world",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:51:04,
1999-01,1.0,
1999-04,0.6,
1999-07,0.6,
1999-10,-1.1,
2000-01,1.0,
2000-04,0.4,
2000-07,0.4,
2000-10,0.7,
2001-01,1.2,
2001-04,0.6,
2001-07,1.1,
2001-10,-2.0,
2002-01,2.0,
2002-04,0.5,
2002-07,0.6,
2002-10,-0.6,
2003-01,0.6,
2003-04,0.6,
2003-07,0.4,
2003-10,7.6,
2004-01,1.1,
2004-04,0.2,
2004-07,0.6,
2004-10,3.6,
2005-01,1.5,
2005-04,0.4,
2005-07,1.2,
2005-10,9.6,
2006-01,-1.6,
2006-04,-1.6,
2006-07,-1.7,
2006-10,3.9,
2007-01,-3.0,
2007-04,-3.0,
2007-07,-3.0,
2007-10,1.4,
2008-01,0.4,
2008-04,0.3,
2008-07,0.2,
2008-10,-0.8,
2009-01,1.0,
2009-04,0.8,
2009-07,0.7,
2009-10,0.3,
2010-01,1.3,
2010-04,1.3,
2010-07,1.3,
2010-10,2.0,
2011-01,1.6,
2011-04,1.7,
2011-07,1.7,
2011-10,2.6,
2012-01,0.8,
2012-04,0.8,
2012-07,0.8,
2012-10,0.8,
2013-01,1.8,
2013-04,0.1,
2013-07,-0.2,
2013-10,-0.3,
2014-01,-1.9,
2014-04,0.1,
2014-07,0.2,
