"",BBK01.OUP351,BBK01.OUP351_FLAGS
"",Lending to the federal states / Total / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:56:26,
1999-01,4.059,
1999-02,4.190,
1999-03,4.402,
1999-04,4.733,
1999-05,3.912,
1999-06,3.731,
1999-07,3.867,
1999-08,3.852,
1999-09,3.846,
1999-10,4.210,
1999-11,4.742,
1999-12,5.134,
2000-01,4.866,
2000-02,4.933,
2000-03,4.981,
2000-04,5.141,
2000-05,4.690,
2000-06,4.598,
2000-07,4.850,
2000-08,4.555,
2000-09,4.425,
2000-10,5.004,
2000-11,5.061,
2000-12,5.490,
2001-01,15.782,
2001-02,16.532,
2001-03,15.930,
2001-04,15.678,
2001-05,15.929,
2001-06,15.480,
2001-07,14.748,
2001-08,15.865,
2001-09,15.918,
2001-10,15.973,
2001-11,15.916,
2001-12,16.117,
2002-01,16.104,
2002-02,16.110,
2002-03,15.867,
2002-04,16.116,
2002-05,37.012,
2002-06,36.209,
2002-07,38.341,
2002-08,38.613,
2002-09,37.848,
2002-10,38.259,
2002-11,38.326,
2002-12,38.673,
2003-01,39.130,
2003-02,37.137,
2003-03,36.936,
2003-04,36.917,
2003-05,38.957,
2003-06,36.811,
2003-07,36.796,
2003-08,36.114,
2003-09,36.134,
2003-10,35.746,
2003-11,35.501,
2003-12,35.629,
2004-01,35.034,
2004-02,34.601,
2004-03,34.073,
2004-04,34.218,
2004-05,34.552,
2004-06,33.841,
2004-07,33.275,
2004-08,33.403,
2004-09,33.947,
2004-10,34.201,
2004-11,34.558,
2004-12,34.407,
2005-01,34.253,
2005-02,35.700,
2005-03,35.797,
2005-04,35.105,
2005-05,34.473,
2005-06,34.613,
2005-07,34.395,
2005-08,34.936,
2005-09,33.673,
2005-10,33.472,
2005-11,33.393,
2005-12,42.184,
2006-01,41.028,
2006-02,40.891,
2006-03,41.212,
2006-04,41.772,
2006-05,42.025,
2006-06,41.662,
2006-07,41.903,
2006-08,41.972,
2006-09,41.753,
2006-10,41.626,
2006-11,42.012,
2006-12,41.485,
2007-01,39.618,
2007-02,39.544,
2007-03,39.634,
2007-04,39.847,
2007-05,39.973,
2007-06,37.847,
2007-07,37.626,
2007-08,36.980,
2007-09,36.132,
2007-10,36.504,
2007-11,36.945,
2007-12,38.404,
2008-01,39.591,
2008-02,39.673,
2008-03,33.260,
2008-04,33.748,
2008-05,33.612,
2008-06,33.393,
2008-07,34.938,
2008-08,35.513,
2008-09,36.968,
2008-10,38.095,
2008-11,38.292,
2008-12,37.485,
2009-01,38.026,
2009-02,39.458,
2009-03,39.101,
2009-04,38.951,
2009-05,36.831,
2009-06,37.395,
2009-07,38.531,
2009-08,38.165,
2009-09,38.289,
2009-10,37.481,
2009-11,39.982,
2009-12,37.316,
2010-01,37.792,
2010-02,37.279,
2010-03,37.660,
2010-04,39.064,
2010-05,39.287,
2010-06,39.544,
2010-07,41.485,
2010-08,41.027,
2010-09,40.684,
2010-10,41.611,
2010-11,42.946,
2010-12,42.111,
2011-01,43.972,
2011-02,43.565,
2011-03,43.934,
2011-04,44.216,
2011-05,42.438,
2011-06,42.243,
2011-07,43.140,
2011-08,42.051,
2011-09,42.225,
2011-10,41.168,
2011-11,41.751,
2011-12,42.406,
2012-01,42.756,
2012-02,40.967,
2012-03,41.373,
2012-04,42.024,
2012-05,41.723,
2012-06,41.542,
2012-07,41.406,
2012-08,41.775,
2012-09,40.974,
2012-10,41.627,
2012-11,42.149,
2012-12,41.514,
2013-01,40.789,
2013-02,40.033,
2013-03,39.357,
2013-04,32.372,
2013-05,32.783,
2013-06,32.805,
2013-07,33.230,
2013-08,32.511,
2013-09,33.599,
2013-10,34.449,
2013-11,34.964,
2013-12,35.782,
2014-01,35.044,
2014-02,35.064,
2014-03,35.940,
2014-04,36.462,
2014-05,36.792,
2014-06,35.964,
2014-07,36.082,
2014-08,36.432,
2014-09,37.290,
2014-10,37.342,
2014-11,36.641,
2014-12,37.505,Provisional value
