"",BBK01.OUC231,BBK01.OUC231_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic self-employed persons / Time deposits / for up to and including 1 year / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:33:04,
1968-12,0.927,
1969-01,0.944,
1969-02,0.944,
1969-03,0.931,
1969-04,0.960,
1969-05,1.147,
1969-06,1.042,
1969-07,1.001,
1969-08,0.980,
1969-09,1.099,
1969-10,1.142,
1969-11,1.030,
1969-12,1.021,
1970-01,0.968,
1970-02,1.000,
1970-03,0.962,
1970-04,1.032,
1970-05,1.042,
1970-06,1.078,
1970-07,1.154,
1970-08,1.146,
1970-09,1.057,
1970-10,1.124,
1970-11,1.151,
1970-12,1.111,
1971-01,1.087,
1971-02,1.070,
1971-03,1.042,
1971-04,1.044,
1971-05,0.985,
1971-06,0.950,
1971-07,0.966,
1971-08,1.002,
1971-09,1.014,
1971-10,1.045,
1971-11,1.103,
1971-12,1.150,
1972-01,1.180,
1972-02,1.148,
1972-03,1.018,
1972-04,1.005,
1972-05,1.021,
1972-06,1.040,
1972-07,1.071,
1972-08,1.061,
1972-09,0.983,
1972-10,1.019,
1972-11,1.045,
1972-12,1.210,
1973-01,1.278,
1973-02,1.296,
1973-03,1.266,
1973-04,1.306,
1973-05,1.468,
1973-06,1.537,
1973-07,1.766,
1973-08,1.908,
1973-09,1.916,
1973-10,2.069,
1973-11,2.034,
1973-12,2.036,
1974-01,2.047,
1974-02,2.067,
1974-03,1.993,
1974-04,2.035,
1974-05,1.944,
1974-06,1.862,
1974-07,1.875,
1974-08,1.926,
1974-09,1.907,
1974-10,2.017,
1974-11,2.048,
1974-12,2.015,
1975-01,1.787,
1975-02,1.689,
1975-03,1.524,
1975-04,1.413,
1975-05,1.272,
1975-06,1.126,
1975-07,1.160,
1975-08,1.181,
1975-09,1.073,
1975-10,1.169,
1975-11,1.127,
1975-12,1.116,
1976-01,1.106,
1976-02,1.133,
1976-03,0.988,
1976-04,0.970,
1976-05,0.942,
1976-06,0.910,
1976-07,0.919,
1976-08,1.018,
1976-09,1.011,
1976-10,1.085,
1976-11,1.102,
1976-12,1.152,
1977-01,1.114,
1977-02,1.131,
1977-03,1.128,
1977-04,1.128,
1977-05,1.123,
1977-06,1.086,
1977-07,1.123,
1977-08,1.156,
1977-09,1.151,
1977-10,1.181,
1977-11,1.238,
1977-12,1.377,
1978-01,1.202,
