"",BBK01.OUD382,BBK01.OUD382_FLAGS
"",Securities (excluding money market paper) issued by foreign general government / Regional banks and other commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:01:04,
1999-01,3.057,
1999-02,3.056,
1999-03,3.153,
1999-04,3.485,
1999-05,3.292,
1999-06,2.739,
1999-07,2.096,
1999-08,2.633,
1999-09,2.538,
1999-10,2.417,
1999-11,2.302,
1999-12,2.243,
2000-01,2.425,
2000-02,2.603,
2000-03,2.816,
2000-04,2.686,
2000-05,12.443,
2000-06,12.528,
2000-07,12.413,
2000-08,12.295,
2000-09,12.118,
2000-10,12.129,
2000-11,11.822,
2000-12,12.018,
2001-01,11.800,
2001-02,11.726,
2001-03,11.997,
2001-04,11.993,
2001-05,11.875,
2001-06,11.556,
2001-07,11.544,
2001-08,11.370,
2001-09,12.067,
2001-10,11.976,
2001-11,12.261,
2001-12,11.912,
2002-01,12.074,
2002-02,12.663,
2002-03,12.471,
2002-04,13.290,
2002-05,14.073,
2002-06,14.149,
2002-07,18.941,
2002-08,19.330,
2002-09,20.008,
2002-10,17.574,
2002-11,17.125,
2002-12,17.300,
2003-01,17.735,
2003-02,18.500,
2003-03,20.582,
2003-04,21.552,
2003-05,19.087,
2003-06,19.968,
2003-07,18.695,
2003-08,17.783,
2003-09,18.781,
2003-10,17.460,
2003-11,16.424,
2003-12,17.598,
2004-01,18.029,
2004-02,18.673,
2004-03,21.976,
2004-04,23.820,
2004-05,23.265,
2004-06,22.878,
2004-07,21.948,
2004-08,22.218,
2004-09,21.510,
2004-10,20.138,
2004-11,19.294,
2004-12,10.562,
2005-01,10.916,
2005-02,11.508,
2005-03,11.286,
2005-04,10.918,
2005-05,11.024,
2005-06,10.780,
2005-07,11.207,
2005-08,10.277,
2005-09,10.266,
2005-10,10.883,
2005-11,11.046,
2005-12,12.114,
2006-01,12.090,
2006-02,12.085,
2006-03,12.851,
2006-04,12.580,
2006-05,12.376,
2006-06,12.599,
2006-07,10.916,
2006-08,10.790,
2006-09,10.318,
2006-10,10.109,
2006-11,10.188,
2006-12,10.284,
2007-01,10.369,
2007-02,10.190,
2007-03,10.062,
2007-04,9.426,
2007-05,9.584,
2007-06,9.357,
2007-07,9.257,
2007-08,9.107,
2007-09,9.327,
2007-10,9.016,
2007-11,9.243,
2007-12,9.460,
2008-01,9.017,
2008-02,9.188,
2008-03,9.487,
2008-04,9.376,
2008-05,9.339,
2008-06,9.410,
2008-07,9.189,
2008-08,9.355,
2008-09,9.354,
2008-10,8.929,
2008-11,8.926,
2008-12,9.004,
2009-01,8.828,
2009-02,8.583,
2009-03,7.940,
2009-04,7.849,
2009-05,7.784,
2009-06,7.912,
2009-07,7.812,
2009-08,7.863,
2009-09,7.878,
2009-10,7.991,
2009-11,7.723,
2009-12,9.349,
2010-01,9.519,
2010-02,9.500,
2010-03,10.069,
2010-04,10.508,
2010-05,10.061,
2010-06,9.881,
2010-07,9.712,
2010-08,9.744,
2010-09,9.574,
2010-10,9.470,
2010-11,9.988,
2010-12,9.976,
2011-01,9.851,
2011-02,10.006,
2011-03,10.518,
2011-04,10.476,
2011-05,10.360,
2011-06,10.316,
2011-07,9.889,
2011-08,8.705,
2011-09,9.232,
2011-10,9.132,
2011-11,9.246,
2011-12,8.799,
2012-01,9.380,
2012-02,10.373,
2012-03,9.879,
2012-04,10.129,
2012-05,10.966,
2012-06,10.927,
2012-07,10.710,
2012-08,10.843,
2012-09,10.907,
2012-10,11.063,
2012-11,11.308,
2012-12,11.232,
2013-01,11.542,
2013-02,11.423,
2013-03,11.660,
2013-04,11.661,
2013-05,11.920,
2013-06,11.987,
2013-07,12.181,
2013-08,12.226,
2013-09,12.361,
2013-10,12.266,
2013-11,12.367,
2013-12,12.350,
2014-01,12.522,
2014-02,12.931,
2014-03,12.912,
2014-04,13.083,
2014-05,13.112,
2014-06,13.676,
2014-07,13.665,
2014-08,13.603,
2014-09,14.263,
2014-10,14.148,
2014-11,14.351,
2014-12,14.707,Provisional value
