"",BBK01.OEHB01V,BBK01.OEHB01V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:42:39,
2002-01,13.896,
2002-04,13.957,
2002-07,14.006,
2002-10,13.998,
2003-01,13.936,
2003-04,14.082,
2003-07,14.125,
2003-10,14.126,
2004-01,13.829,
2004-04,13.789,
2004-07,13.684,
2004-10,13.595,
2005-01,13.395,
2005-04,13.330,
2005-07,13.313,
2005-10,13.328,
2006-01,13.311,
2006-04,13.356,
2006-07,13.319,
2006-10,13.266,
2007-01,13.247,
2007-04,13.182,
2007-07,13.170,
2007-10,13.244,
2008-01,13.102,
2008-04,13.144,
2008-07,13.350,
2008-10,13.378,
2009-01,13.461,
2009-04,13.807,
2009-07,13.869,
2009-10,13.912,
2010-01,14.084,
2010-04,14.236,
2010-07,14.437,
2010-10,14.534,
2011-01,14.574,
2011-04,14.794,
2011-07,15.195,
2011-10,15.324,
2012-01,15.469,
2012-04,15.587,
2012-07,15.833,
2012-10,15.986,
2013-01,15.995,
2013-04,16.087,
2013-07,16.214,
2013-10,16.363,
2014-01,16.370,
2014-04,16.599,
2014-07,16.763,
