"",BBNZ1.Q.DE.N.G.0108.A,BBNZ1.Q.DE.N.G.0108.A_FLAGS
"",Germany / National accounts / Use of GDP / Domestic demand / At current prices,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-24 08:20:43,
1991-01,373.883,
1991-04,395.521,
1991-07,402.708,
1991-10,415.822,
1992-01,408.041,
1992-04,419.335,
1992-07,431.952,
1992-10,444.852,
1993-01,414.412,
1993-04,432.002,
1993-07,448.379,
1993-10,452.629,
1994-01,436.368,
1994-04,446.874,
1994-07,466.488,
1994-10,476.953,
1995-01,452.940,
1995-04,467.303,
1995-07,482.823,
1995-10,486.104,
1996-01,457.450,
1996-04,471.332,
1996-07,488.220,
1996-10,491.903,
1997-01,462.766,
1997-04,482.964,
1997-07,495.913,
1997-10,499.738,
1998-01,478.215,
1998-04,488.677,
1998-07,509.069,
1998-10,512.570,
1999-01,490.915,
1999-04,501.483,
1999-07,524.459,
1999-10,530.230,
2000-01,508.341,
2000-04,518.496,
2000-07,539.838,
2000-10,541.130,
2001-01,521.053,
2001-04,529.337,
2001-07,545.101,
2001-10,542.876,
2002-01,509.963,
2002-04,520.550,
2002-07,541.465,
2002-10,537.643,
2003-01,518.589,
2003-04,525.548,
2003-07,547.789,
2003-10,543.795,
2004-01,520.139,
2004-04,527.561,
2004-07,554.762,
2004-10,550.699,
2005-01,518.015,
2005-04,540.813,
2005-07,561.808,
2005-10,560.916,
2006-01,546.587,
2006-04,558.243,
2006-07,583.279,
2006-10,575.500,
2007-01,569.396,
2007-04,574.326,
2007-07,603.343,
2007-10,596.192,
2008-01,584.698,
2008-04,595.103,
2008-07,623.533,
2008-10,601.875,
2009-01,573.097,
2009-04,571.287,
2009-07,601.280,
2009-10,589.832,
2010-01,585.006,
2010-04,601.398,
2010-07,631.398,
2010-10,624.867,
2011-01,625.583,
2011-04,633.648,
2011-07,661.570,
2011-10,647.852,
2012-01,639.061,
2012-04,633.734,
2012-07,661.909,
2012-10,653.450,
2013-01,641.000,
2013-04,649.915,
2013-07,686.510,
2013-10,668.805,
2014-01,666.157,
2014-04,667.250,
2014-07,698.032,
2014-10,682.917,
