"",BBFB1.M.N.DE.W1.S121.S1.T.A.FA.O.F2.T._T.N.N,BBFB1.M.N.DE.W1.S121.S1.T.A.FA.O.F2.T._T.N.N_FLAGS
2007-03,2236.416,
2007-04,-11856.442,
2007-05,16139.687,
2007-06,-7626.034,
2007-07,2990.267,
2007-08,23541.762,
2007-09,3332.903,
2007-10,17992.891,
2007-11,7151.245,
2007-12,-1556.493,
2008-01,22638.057,
2008-02,16218.257,
2008-03,-22893.104,
2008-04,2650.940,
2008-05,2095.912,
2008-06,3775.646,
2008-07,-1294.419,
2008-08,13844.644,
2008-09,-8128.117,
2008-10,-29762.104,
2008-11,23182.061,
2008-12,22272.247,
2009-01,17129.656,
2009-02,13612.932,
2009-03,4375.396,
2009-04,95.329,
2009-05,-12111.045,
2009-06,31387.742,
2009-07,-9095.968,
2009-08,-2237.691,
2009-09,19315.892,
2009-10,-24693.564,
2009-11,6437.795,
2009-12,17156.463,
2010-01,-176.088,
2010-02,19421.807,
2010-03,9935.692,
2010-04,6259.714,
2010-05,41787.687,
2010-06,-6047.878,
2010-07,21806.533,
2010-08,11374.606,
2010-09,27381.536,
2010-10,-23317.239,
2010-11,12782.721,
2010-12,26108.550,
2011-01,-22924.876,
2011-02,18065.453,
2011-03,2534.020,
2011-04,-14121.768,
2011-05,14533.593,
2011-06,12898.869,
2011-07,7122.794,
2011-08,46761.727,
2011-09,59188.238,
2011-10,15903.462,
2011-11,29649.245,
2011-12,-31853.589,
2012-01,34821.821,
2012-02,48914.249,
2012-03,68545.067,
2012-04,28590.570,
2012-05,54385.081,
2012-06,29999.590,
2012-07,-1360.911,
2012-08,24243.314,
2012-09,-55990.648,
2012-10,23893.530,
2012-11,-4228.411,
2012-12,-59450.204,
2013-01,-38736.496,
2013-02,-4365.066,
2013-03,-23851.484,
2013-04,19143.332,
2013-05,-18676.806,
2013-06,-13712.234,
2013-07,955.140,
2013-08,-2840.804,
2013-09,-3260.402,
2013-10,-8871.048,
2013-11,-17008.016,
2013-12,-34287.949,
2014-01,-10286.435,
2014-02,-1124.767,Provisional value
2014-03,-29157.076,Provisional value
2014-04,7613.779,Provisional value
2014-05,-10826.097,Provisional value
2014-06,-5045.183,Provisional value
2014-07,-18268.128,Provisional value
2014-08,20754.316,Provisional value
2014-09,15616.616,
2014-10,-11211.885,
2014-11,-841.336,
2014-12,-7020.720,Provisional value
