"",BBK01.DU7503,BBK01.DU7503_FLAGS
"","Pay rates, overall economy, on an hourly basis, Germany",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-11 13:06:06,
1991-01,51.2,
1991-02,51.4,
1991-03,52.0,
1991-04,54.1,
1991-05,54.4,
1991-06,54.4,
1991-07,72.5,
1991-08,55.3,
1991-09,55.4,
1991-10,55.6,
1991-11,93.2,
1991-12,55.7,
1992-01,57.3,
1992-02,57.4,
1992-03,57.5,
1992-04,60.0,
1992-05,61.1,
1992-06,61.1,
1992-07,81.9,
1992-08,61.3,
1992-09,61.4,
1992-10,61.5,
1992-11,104.5,
1992-12,61.9,
1993-01,62.6,
1993-02,62.8,
1993-03,62.9,
1993-04,64.0,
1993-05,64.6,
1993-06,65.1,
1993-07,87.8,
1993-08,65.5,
1993-09,65.6,
1993-10,65.6,
1993-11,112.4,
1993-12,65.8,
1994-01,65.7,
1994-02,65.8,
1994-03,65.8,
1994-04,66.1,
1994-05,66.3,
1994-06,66.6,
1994-07,89.1,
1994-08,67.1,
1994-09,67.3,
1994-10,67.6,
1994-11,114.3,
1994-12,67.6,
1995-01,68.4,
1995-02,68.6,
1995-03,68.9,
1995-04,70.1,
1995-05,70.1,
1995-06,70.2,
1995-07,93.9,
1995-08,70.4,
1995-09,70.5,
1995-10,70.9,
1995-11,120.6,
1995-12,71.2,
1996-01,71.2,
1996-02,71.3,
1996-03,71.4,
1996-04,71.5,
1996-05,71.9,
1996-06,72.0,
1996-07,96.6,
1996-08,72.2,
1996-09,72.2,
1996-10,72.3,
1996-11,122.5,
1996-12,72.3,
1997-01,72.6,
1997-02,72.6,
1997-03,72.7,
1997-04,72.7,
1997-05,72.8,
1997-06,72.8,
1997-07,97.7,
1997-08,73.2,
1997-09,73.2,
1997-10,73.3,
1997-11,123.4,
1997-12,73.4,
1998-01,73.8,
1998-02,73.8,
1998-03,73.9,
1998-04,74.3,
1998-05,74.5,
1998-06,74.4,
1998-07,99.7,
1998-08,74.6,
1998-09,74.7,
1998-10,74.8,
1998-11,125.4,
1998-12,74.8,
1999-01,75.8,
1999-02,75.9,
1999-03,76.0,
1999-04,76.4,
1999-05,76.8,
1999-06,76.8,
1999-07,102.5,
1999-08,77.0,
1999-09,77.0,
1999-10,77.0,
1999-11,127.8,
1999-12,77.1,
2000-01,77.1,
2000-02,77.2,
2000-03,77.7,
2000-04,78.4,
2000-05,78.5,
2000-06,78.5,
2000-07,104.4,
2000-08,78.7,
2000-09,78.8,
2000-10,78.8,
2000-11,130.1,
2000-12,79.0,
2001-01,79.2,
2001-02,79.2,
2001-03,79.2,
2001-04,79.6,
2001-05,80.2,
2001-06,80.0,
2001-07,106.2,
2001-08,80.2,
2001-09,80.5,
2001-10,80.6,
2001-11,132.6,
2001-12,80.6,
2002-01,81.0,
2002-02,81.0,
2002-03,81.1,
2002-04,81.4,
2002-05,82.5,
2002-06,82.2,
2002-07,109.3,
2002-08,82.3,
2002-09,82.4,
2002-10,82.5,
2002-11,136.1,
2002-12,83.1,
2003-01,82.9,
2003-02,82.9,
2003-03,84.0,
2003-04,83.8,
2003-05,83.8,
2003-06,83.9,
2003-07,110.8,
2003-08,84.1,
2003-09,84.3,
2003-10,83.9,
2003-11,136.2,
2003-12,84.2,
2004-01,84.1,
2004-02,84.1,
2004-03,84.7,
2004-04,84.8,
2004-05,84.9,
2004-06,84.6,
2004-07,110.7,
2004-08,85.0,
2004-09,85.0,
2004-10,85.7,
2004-11,134.5,
2004-12,85.2,
2005-01,85.0,
2005-02,85.1,
2005-03,85.9,
2005-04,86.0,
2005-05,85.3,
2005-06,85.3,
2005-07,111.3,
2005-08,85.7,
2005-09,85.8,
2005-10,86.5,
2005-11,134.6,
2005-12,85.9,
2006-01,85.7,
2006-02,86.3,
2006-03,86.1,
2006-04,87.8,
2006-05,86.4,
2006-06,86.1,
2006-07,111.1,
2006-08,86.2,
2006-09,86.3,
2006-10,86.5,
2006-11,136.0,
2006-12,88.7,
2007-01,86.8,
2007-02,86.3,
2007-03,86.3,
2007-04,88.5,
2007-05,89.2,
2007-06,87.4,
2007-07,112.1,
2007-08,87.6,
2007-09,88.1,
2007-10,87.6,
2007-11,137.0,
2007-12,90.1,
2008-01,88.6,
2008-02,88.7,
2008-03,88.8,
2008-04,90.2,
2008-05,90.0,
2008-06,89.8,
2008-07,114.8,
2008-08,91.3,
2008-09,90.3,
2008-10,90.1,
2008-11,140.3,
2008-12,94.9,
2009-01,91.5,
2009-02,90.7,
2009-03,91.2,
2009-04,92.3,
2009-05,92.3,
2009-06,92.0,
2009-07,116.8,
2009-08,91.9,
2009-09,92.9,
2009-10,92.3,
2009-11,142.8,
2009-12,94.2,
2010-01,92.7,
2010-02,92.8,
2010-03,93.0,
2010-04,94.4,
2010-05,94.1,
2010-06,94.0,
2010-07,118.0,
2010-08,93.5,
2010-09,93.5,
2010-10,93.6,
2010-11,144.3,
2010-12,96.2,
2011-01,95.0,
2011-02,93.8,
2011-03,94.3,
2011-04,96.2,
2011-05,95.4,
2011-06,94.9,
2011-07,120.0,
2011-08,95.6,
2011-09,95.5,
2011-10,95.5,
2011-11,147.3,
2011-12,97.7,
2012-01,96.3,
2012-02,96.2,
2012-03,96.7,
2012-04,97.9,
2012-05,98.8,
2012-06,97.7,
2012-07,123.6,
2012-08,98.1,
2012-09,98.2,
2012-10,98.3,
2012-11,151.6,
2012-12,100.8,
2013-01,99.1,
