"",BBK01.TU2009,BBK01.TU2009_FLAGS
"",Foreign branches: Lending to non-banks (non-MFIs) / total,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:09,
1973-06,0.794,
1973-07,0.846,
1973-08,0.980,
1973-09,0.951,
1973-10,1.036,
1973-11,1.223,
1973-12,1.358,
1974-01,1.405,
1974-02,1.375,
1974-03,1.498,
1974-04,1.695,
1974-05,1.620,
1974-06,1.957,
1974-07,2.178,
1974-08,2.280,
1974-09,2.236,
1974-10,2.279,
1974-11,2.414,
1974-12,2.591,
1975-01,2.597,
1975-02,2.639,
1975-03,2.666,
1975-04,2.813,
1975-05,2.806,
1975-06,3.006,
1975-07,3.347,
1975-08,3.525,
1975-09,4.041,
1975-10,4.086,
1975-11,4.181,
1975-12,4.485,
1976-01,4.278,
1976-02,4.488,
1976-03,4.539,
1976-04,4.656,
1976-05,4.795,
1976-06,4.877,
1976-07,5.015,
1976-08,5.172,
1976-09,5.135,
1976-10,5.441,
1976-11,5.522,
1976-12,5.601,
1977-01,5.842,
1977-02,6.008,
1977-03,6.414,
1977-04,6.466,
1977-05,6.748,
1977-06,6.974,
1977-07,6.685,
1977-08,7.295,
1977-09,7.702,
1977-10,7.883,
1977-11,8.135,
1977-12,8.718,
1978-01,8.693,
1978-02,8.624,
1978-03,8.863,
1978-04,9.022,
1978-05,9.525,
1978-06,9.873,
1978-07,10.060,
1978-08,10.114,
1978-09,10.297,
1978-10,9.791,
1978-11,10.845,
1978-12,10.589,
1979-01,10.845,
1979-02,10.924,
1979-03,11.455,
1979-04,11.463,
1979-05,11.721,
1979-06,11.517,
1979-07,12.013,
1979-08,12.100,
1979-09,12.142,
1979-10,12.223,
1979-11,12.735,
1979-12,13.713,
1980-01,14.508,
1980-02,14.771,
1980-03,16.080,
1980-04,15.779,
1980-05,16.434,
1980-06,16.340,
1980-07,16.701,
1980-08,17.262,
1980-09,17.852,
1980-10,18.998,
1980-11,19.457,
1980-12,19.908,
1981-01,21.088,
1981-02,20.596,
1981-03,20.879,
1981-04,21.798,
1981-05,22.468,
1981-06,23.248,
1981-07,24.069,
1981-08,24.502,
1981-09,23.922,
1981-10,24.126,
1981-11,25.570,
1981-12,25.711,
1982-01,25.916,
1982-02,26.956,
1982-03,26.994,
1982-04,26.754,
1982-05,27.421,
1982-06,28.747,
1982-07,28.880,
1982-08,29.079,
1982-09,30.193,
1982-10,30.620,
1982-11,30.159,
1982-12,29.748,
1983-01,29.937,
1983-02,30.040,
1983-03,30.241,
1983-04,30.188,
1983-05,30.950,
