"",BBDE1.M.DE.Y.AEB5.N2C300000.F.V.I10.A,BBDE1.M.DE.Y.AEB5.N2C300000.F.V.I10.A_FLAGS
"",Orders received from abroad / At current prices / Germany / 30 Manufacture of other transport equipment / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:57,
1991-01,15.8,
1991-02,44.2,
1991-03,37.2,
1991-04,11.6,
1991-05,24.9,
1991-06,25.1,
1991-07,48.3,
1991-08,22.6,
1991-09,23.7,
1991-10,15.7,
1991-11,12.4,
1991-12,49.6,
1992-01,13.6,
1992-02,15.1,
1992-03,20.2,
1992-04,23.7,
1992-05,9.5,
1992-06,16.5,
1992-07,10.2,
1992-08,16.9,
1992-09,14.6,
1992-10,10.8,
1992-11,33.1,
1992-12,37.0,
1993-01,15.2,
1993-02,13.3,
1993-03,11.9,
1993-04,13.7,
1993-05,43.1,
1993-06,25.5,
1993-07,11.9,
1993-08,18.8,
1993-09,16.0,
1993-10,26.4,
1993-11,21.8,
1993-12,52.0,
1994-01,18.0,
1994-02,14.0,
1994-03,25.2,
1994-04,31.3,
1994-05,12.6,
1994-06,13.8,
1994-07,23.1,
1994-08,14.1,
1994-09,25.3,
1994-10,7.7,
1994-11,34.0,
1994-12,28.0,
1995-01,12.4,
1995-02,14.2,
1995-03,32.6,
1995-04,14.8,
1995-05,15.9,
1995-06,24.9,
1995-07,21.5,
1995-08,25.5,
1995-09,16.7,
1995-10,13.7,
1995-11,33.1,
1995-12,44.4,
1996-01,13.4,
1996-02,24.7,
1996-03,41.8,
1996-04,25.0,
1996-05,21.3,
1996-06,14.0,
1996-07,39.8,
1996-08,22.8,
1996-09,21.8,
1996-10,15.7,
1996-11,15.3,
1996-12,18.5,
1997-01,17.5,
1997-02,24.2,
1997-03,26.5,
1997-04,47.3,
1997-05,26.2,
1997-06,18.6,
1997-07,23.0,
1997-08,49.0,
1997-09,39.1,
1997-10,42.7,
1997-11,17.4,
1997-12,62.2,
1998-01,20.9,
1998-02,39.7,
1998-03,71.9,
1998-04,47.7,
1998-05,59.7,
1998-06,36.4,
