"",BBDE1.M.DE.Y.AEB5.N2C300000.F.V.I10.A,BBDE1.M.DE.Y.AEB5.N2C300000.F.V.I10.A_FLAGS
1998-07,31.6,
1998-08,26.4,
1998-09,47.5,
1998-10,54.0,
1998-11,21.2,
1998-12,37.6,
1999-01,22.9,
1999-02,40.0,
1999-03,29.1,
1999-04,38.0,
1999-05,13.0,
1999-06,43.3,
1999-07,23.4,
1999-08,48.4,
1999-09,54.0,
1999-10,21.1,
1999-11,40.4,
1999-12,51.0,
2000-01,23.0,
2000-02,33.4,
2000-03,76.5,
2000-04,50.4,
2000-05,34.5,
2000-06,44.3,
2000-07,50.5,
2000-08,28.3,
2000-09,28.8,
2000-10,49.2,
2000-11,67.4,
2000-12,105.9,
2001-01,54.1,
2001-02,58.7,
2001-03,34.7,
2001-04,33.2,
2001-05,38.3,
2001-06,78.5,
2001-07,38.0,
2001-08,26.2,
2001-09,23.9,
2001-10,18.5,
2001-11,37.2,
2001-12,37.5,
2002-01,31.0,
2002-02,31.9,
2002-03,50.8,
2002-04,32.0,
2002-05,92.2,
2002-06,56.4,
2002-07,50.2,
2002-08,35.2,
2002-09,29.6,
2002-10,46.0,
2002-11,37.4,
2002-12,34.8,
2003-01,41.2,
2003-02,30.7,
2003-03,41.2,
2003-04,51.1,
2003-05,25.7,
2003-06,74.2,
2003-07,31.7,
2003-08,48.2,
2003-09,52.6,
2003-10,38.3,
2003-11,34.9,
2003-12,42.5,
2004-01,45.5,
2004-02,25.1,
2004-03,23.9,
2004-04,33.5,
2004-05,35.8,
2004-06,40.1,
2004-07,38.0,
2004-08,36.2,
2004-09,76.0,
2004-10,67.0,
2004-11,38.6,
2004-12,81.2,
2005-01,54.0,
2005-02,53.4,
2005-03,68.0,
2005-04,49.4,
2005-05,66.0,
2005-06,39.2,
2005-07,95.7,
2005-08,48.4,
2005-09,88.3,
2005-10,62.8,
2005-11,77.9,
2005-12,102.3,
2006-01,56.2,
2006-02,89.6,
2006-03,56.0,
2006-04,65.4,
2006-05,50.7,
2006-06,40.7,
2006-07,106.0,
2006-08,133.3,
2006-09,49.7,
2006-10,42.5,
2006-11,52.4,
2006-12,84.9,
2007-01,44.5,
2007-02,70.8,
2007-03,56.5,
2007-04,106.1,
2007-05,95.3,
2007-06,154.8,
2007-07,46.6,
2007-08,83.1,
2007-09,95.7,
2007-10,113.4,
2007-11,167.8,
2007-12,96.9,
2008-01,128.8,
2008-02,140.5,
2008-03,106.0,
2008-04,98.6,
2008-05,164.5,
2008-06,57.2,
2008-07,144.1,
2008-08,93.3,
2008-09,51.7,
2008-10,66.7,
2008-11,84.7,
2008-12,98.6,
2009-01,59.1,
2009-02,72.9,
2009-03,77.4,
2009-04,64.4,
2009-05,63.5,
2009-06,61.2,
2009-07,70.4,
2009-08,45.2,
2009-09,81.9,
2009-10,39.7,
2009-11,56.4,
2009-12,46.7,
2010-01,73.6,
2010-02,41.3,
2010-03,110.8,
2010-04,63.1,
2010-05,71.2,
2010-06,152.6,
2010-07,84.0,
2010-08,160.8,
2010-09,94.9,
2010-10,86.5,
2010-11,143.4,
2010-12,93.8,
2011-01,113.7,
2011-02,130.5,
2011-03,85.4,
2011-04,182.4,
2011-05,102.1,
2011-06,230.8,
2011-07,114.7,
2011-08,154.0,
2011-09,77.8,
2011-10,154.3,
2011-11,86.1,
2011-12,135.3,
2012-01,73.7,
2012-02,84.0,
2012-03,166.2,
2012-04,99.6,
2012-05,104.8,
2012-06,102.9,
2012-07,85.1,
2012-08,112.8,
2012-09,58.3,
2012-10,184.2,
2012-11,96.0,
2012-12,99.8,
2013-01,126.7,
2013-02,160.6,
2013-03,150.4,
2013-04,121.3,
2013-05,75.0,
2013-06,215.7,
2013-07,175.1,
2013-08,65.1,
2013-09,234.2,
2013-10,225.2,
2013-11,190.0,
2013-12,170.9,
2014-01,142.9,
2014-02,200.4,
2014-03,94.0,
2014-04,230.2,
2014-05,278.2,
2014-06,84.8,
2014-07,277.2,
2014-08,113.3,
2014-09,122.3,
2014-10,114.7,
2014-11,130.8,
2014-12,173.0,Provisional value
