"",BBK01.OUH309,BBK01.OUH309_FLAGS
"",Time deposits of the federal states / Total / Savings banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:24:22,
1999-01,0.184,
1999-02,0.211,
1999-03,0.261,
1999-04,0.227,
1999-05,0.285,
1999-06,0.244,
1999-07,0.264,
1999-08,0.282,
1999-09,0.314,
1999-10,0.293,
1999-11,0.229,
1999-12,0.235,
2000-01,0.234,
2000-02,0.232,
2000-03,0.217,
2000-04,0.212,
2000-05,0.220,
2000-06,0.229,
2000-07,0.231,
2000-08,0.247,
2000-09,0.291,
2000-10,0.234,
2000-11,0.229,
2000-12,0.236,
2001-01,0.225,
2001-02,0.206,
2001-03,0.202,
2001-04,0.179,
2001-05,0.189,
2001-06,0.173,
2001-07,0.169,
2001-08,0.169,
2001-09,0.182,
2001-10,0.178,
2001-11,0.152,
2001-12,0.272,
2002-01,0.161,
2002-02,0.173,
2002-03,0.202,
2002-04,0.214,
2002-05,0.257,
2002-06,0.306,
2002-07,0.295,
2002-08,0.313,
2002-09,0.310,
2002-10,0.345,
2002-11,0.359,
2002-12,0.398,
2003-01,0.296,
2003-02,0.210,
2003-03,0.196,
2003-04,0.199,
2003-05,0.175,
2003-06,0.176,
2003-07,0.179,
2003-08,0.197,
2003-09,0.321,
2003-10,0.266,
2003-11,0.201,
2003-12,0.316,
2004-01,0.195,
2004-02,0.194,
2004-03,0.194,
2004-04,0.172,
2004-05,0.173,
2004-06,0.192,
2004-07,0.173,
2004-08,0.176,
2004-09,0.231,
2004-10,0.159,
2004-11,0.146,
2004-12,0.163,
2005-01,0.144,
2005-02,0.116,
2005-03,0.159,
2005-04,0.118,
2005-05,0.126,
2005-06,0.160,
2005-07,0.185,
2005-08,0.171,
2005-09,0.194,
2005-10,0.175,
2005-11,0.159,
2005-12,0.225,
2006-01,0.147,
2006-02,0.131,
2006-03,0.163,
2006-04,0.201,
2006-05,0.184,
2006-06,0.157,
2006-07,0.162,
2006-08,0.220,
2006-09,0.177,
2006-10,0.186,
2006-11,0.195,
2006-12,0.186,
2007-01,0.204,
2007-02,0.194,
2007-03,0.355,
2007-04,0.319,
2007-05,0.260,
2007-06,0.247,
2007-07,0.233,
2007-08,0.324,
2007-09,0.377,
2007-10,0.510,
2007-11,0.369,
2007-12,0.407,
2008-01,0.422,
2008-02,0.426,
2008-03,0.500,
2008-04,0.470,
2008-05,0.500,
2008-06,0.475,
2008-07,0.484,
2008-08,0.495,
2008-09,0.539,
2008-10,0.633,
2008-11,0.431,
2008-12,0.515,
2009-01,0.505,
2009-02,0.460,
2009-03,0.266,
2009-04,0.793,
2009-05,0.694,
2009-06,0.175,
2009-07,0.126,
2009-08,0.181,
2009-09,0.148,
2009-10,0.277,
2009-11,0.209,
2009-12,0.239,
2010-01,0.190,
2010-02,0.138,
2010-03,0.128,
2010-04,0.164,
2010-05,0.150,
2010-06,0.228,
2010-07,0.206,
2010-08,0.177,
2010-09,0.166,
2010-10,0.180,
2010-11,0.161,
2010-12,0.215,
2011-01,0.229,
2011-02,0.671,
2011-03,0.179,
2011-04,0.159,
2011-05,0.161,
2011-06,0.174,
2011-07,0.584,
2011-08,0.577,
2011-09,0.584,
2011-10,0.359,
2011-11,0.146,
2011-12,0.143,
2012-01,0.142,
2012-02,0.142,
2012-03,0.151,
2012-04,0.542,
2012-05,0.510,
2012-06,0.609,
2012-07,0.613,
2012-08,0.558,
2012-09,0.971,
2012-10,1.010,
2012-11,0.727,
2012-12,0.714,
2013-01,0.796,
2013-02,0.934,
2013-03,1.181,
2013-04,1.097,
2013-05,0.936,
2013-06,0.711,
2013-07,0.614,
2013-08,0.643,
2013-09,0.699,
2013-10,0.753,
2013-11,0.654,
2013-12,0.894,
2014-01,0.951,
2014-02,0.793,
2014-03,0.895,
2014-04,0.751,
2014-05,0.789,
2014-06,0.773,
2014-07,0.892,
2014-08,1.031,
2014-09,1.095,
2014-10,0.929,
2014-11,0.650,
2014-12,0.790,Provisional value
