"",BBK01.PQB357,BBK01.PQB357_FLAGS
"",Lending to domestic enterprises / Long-term / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:41,
1968-10,3.997,
1969-01,4.192,
1969-04,4.521,
1969-07,4.758,
1969-10,5.213,
1970-01,5.525,
1970-04,5.712,
1970-07,5.886,
1970-10,6.156,
1971-01,6.286,
1971-04,6.555,
1971-07,7.105,
1971-10,7.491,
1972-01,7.884,
1972-04,8.245,
1972-07,8.670,
1972-10,9.356,
1973-01,9.795,
1973-04,10.050,
1973-07,10.240,
1973-10,10.524,
1974-01,10.589,
1974-04,10.644,
1974-07,10.909,
1974-10,11.232,
1975-01,11.417,
1975-04,11.734,
1975-07,12.341,
1975-10,13.145,
1976-01,13.424,
1976-04,13.900,
1976-07,14.389,
1976-10,15.085,
1977-01,15.306,
1977-04,15.690,
1977-07,16.474,
1977-10,16.815,
1978-01,16.984,
1978-04,17.398,
1978-07,18.275,
1978-10,19.221,
1979-01,19.829,
1979-04,20.944,
1979-07,21.700,
1979-10,22.529,
1980-01,22.648,
1980-04,23.088,
1980-07,23.229,
1980-10,24.015,
1981-01,23.513,
1981-04,23.408,
1981-07,23.102,
1981-10,23.215,
1982-01,22.456,
1982-04,22.349,
1982-07,22.372,
1982-10,22.895,
1983-01,21.922,
1983-04,22.610,
1983-07,22.757,
1983-10,23.062,
1984-01,22.514,
1984-04,22.659,
1984-07,22.964,
1984-10,23.923,
1985-01,24.224,
1985-04,24.999,
1985-07,25.804,
1985-10,27.420,
1986-01,27.619,
1986-04,29.223,
1986-07,30.768,
1986-10,33.691,
1987-01,34.216,
1987-04,35.363,
1987-07,36.922,
1987-10,38.545,
1988-01,38.983,
1988-04,39.879,
1988-07,41.224,
1988-10,42.549,
1989-01,43.681,
1989-04,44.544,
1989-07,45.542,
1989-10,47.352,
1990-01,47.891,
1990-04,88.181,
1990-07,87.537,
1990-10,88.905,
1991-01,90.264,
1991-04,92.029,
1991-07,93.535,
1991-10,92.608,
1992-01,95.666,
1992-04,99.582,
1992-07,98.210,
1992-10,95.504,
1993-01,66.845,
1993-04,68.945,
1993-07,71.838,
1993-10,75.124,
1994-01,75.230,
1994-04,77.596,
1994-07,81.749,
1994-10,82.620,
1995-01,83.185,
1995-04,89.440,
1995-07,90.274,
1995-10,94.368,
1996-01,96.810,
1996-04,97.541,
1996-07,99.358,
1996-10,103.838,
1997-01,104.432,
1997-04,105.498,
1997-07,106.650,
1997-10,108.211,
1998-01,108.276,
1998-04,108.975,
1998-07,109.185,
1998-10,112.275,
1999-01,97.497,
1999-04,95.625,
1999-07,97.510,
1999-10,99.790,
2000-01,99.729,
2000-04,105.573,
2000-07,106.063,
2000-10,105.402,
2001-01,105.293,
2001-04,105.247,
2001-07,105.612,
2001-10,104.604,
2002-01,104.884,
2002-04,105.236,
2002-07,105.159,
2002-10,105.523,
2003-01,102.426,
2003-04,101.939,
2003-07,100.209,
2003-10,98.598,
2004-01,99.050,
2004-04,97.820,
2004-07,97.722,
2004-10,95.471,
2005-01,94.576,
2005-04,93.791,
2005-07,92.946,
2005-10,96.510,
2006-01,97.294,
2006-04,98.397,
2006-07,97.383,
2006-10,95.027,
2007-01,95.842,
2007-04,95.057,
2007-07,97.856,
2007-10,102.026,
2008-01,103.067,
2008-04,104.666,
2008-07,105.937,
2008-10,107.096,
2009-01,107.095,
2009-04,106.099,
2009-07,105.479,
2009-10,108.671,
2010-01,108.446,
2010-04,109.025,
2010-07,110.930,
2010-10,112.604,
2011-01,112.327,
2011-04,112.148,
2011-07,113.119,
2011-10,115.388,
2012-01,116.700,
2012-04,121.190,
2012-07,120.767,
2012-10,117.424,
2013-01,118.115,
2013-04,118.273,
2013-07,118.474,
2013-10,118.900,
2014-01,118.525,
2014-04,118.439,
2014-07,120.291,
2014-10,120.842,
