"",BBK01.OEBB01O,BBK01.OEBB01O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:33:46,
2002-01,-29.961,
2002-04,-30.578,
2002-07,-30.891,
2002-10,-30.628,
2003-01,-29.841,
2003-04,-31.939,
2003-07,-31.168,
2003-10,-31.161,
2004-01,-30.803,
2004-04,-33.090,
2004-07,-33.745,
2004-10,-34.652,
2005-01,11.116,
2005-04,10.791,
2005-07,10.720,
2005-10,10.786,
2006-01,10.675,
2006-04,10.261,
2006-07,10.755,
2006-10,10.809,
2007-01,10.885,
2007-04,10.988,
2007-07,10.969,
2007-10,11.058,
2008-01,11.343,
2008-04,11.266,
2008-07,11.497,
2008-10,11.223,
2009-01,11.993,
2009-04,12.447,
2009-07,12.586,
2009-10,12.328,
2010-01,12.096,
2010-04,12.223,
2010-07,13.031,
2010-10,13.069,
2011-01,12.449,
2011-04,12.688,
2011-07,12.451,
2011-10,12.280,
2012-01,12.690,
2012-04,12.647,
2012-07,12.515,
2012-10,12.515,
2013-01,12.523,
2013-04,12.655,
2013-07,12.734,
2013-10,12.472,
2014-01,12.682,
2014-04,12.870,
2014-07,12.949,
