"",BBK01.OUA356,BBK01.OUA356_FLAGS
"",Loans to local government and local government associations / Total / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:57:23,
1999-01,132.716,
1999-02,132.782,
1999-03,132.732,
1999-04,133.445,
1999-05,132.370,
1999-06,133.485,
1999-07,133.992,
1999-08,133.504,
1999-09,134.404,
1999-10,135.307,
1999-11,135.531,
1999-12,135.975,
2000-01,136.230,
2000-02,135.508,
2000-03,135.950,
2000-04,136.541,
2000-05,135.586,
2000-06,137.065,
2000-07,136.481,
2000-08,135.757,
2000-09,136.588,
2000-10,137.810,
2000-11,137.920,
2000-12,139.078,
2001-01,139.980,
2001-02,139.495,
2001-03,140.064,
2001-04,140.440,
2001-05,139.372,
2001-06,140.428,
2001-07,140.265,
2001-08,139.605,
2001-09,140.306,
2001-10,141.920,
2001-11,141.953,
2001-12,142.530,
2002-01,142.999,
2002-02,142.408,
2002-03,142.758,
2002-04,143.756,
2002-05,142.019,
2002-06,142.990,
2002-07,143.295,
2002-08,143.332,
2002-09,144.077,
2002-10,145.100,
2002-11,145.205,
2002-12,146.175,
2003-01,147.248,
2003-02,146.962,
2003-03,148.106,
2003-04,147.902,
2003-05,146.926,
2003-06,148.335,
2003-07,148.755,
2003-08,147.428,
2003-09,149.457,
2003-10,150.730,
2003-11,151.097,
2003-12,152.225,
2004-01,153.570,
2004-02,153.519,
2004-03,154.158,
2004-04,155.455,
2004-05,154.286,
2004-06,155.857,
2004-07,156.398,
2004-08,155.000,
2004-09,156.477,
2004-10,157.856,
2004-11,157.245,
2004-12,158.253,
2005-01,160.657,
2005-02,160.310,
2005-03,161.393,
2005-04,162.279,
2005-05,160.793,
2005-06,162.583,
2005-07,163.272,
2005-08,161.526,
2005-09,163.374,
2005-10,164.912,
2005-11,161.751,
2005-12,163.726,
2006-01,165.327,
2006-02,164.770,
2006-03,165.152,
2006-04,165.379,
2006-05,163.485,
2006-06,164.113,
2006-07,164.438,
2006-08,162.283,
2006-09,163.467,
2006-10,164.078,
2006-11,163.523,
2006-12,163.883,
2007-01,165.269,
2007-02,164.339,
2007-03,164.762,
2007-04,164.949,
2007-05,162.980,
2007-06,163.890,
2007-07,163.444,
2007-08,162.179,
2007-09,162.495,
2007-10,162.674,
2007-11,161.243,
2007-12,160.691,
2008-01,160.900,
2008-02,159.573,
2008-03,159.655,
2008-04,160.447,
2008-05,158.113,
2008-06,158.904,
2008-07,159.174,
2008-08,157.569,
2008-09,158.737,
2008-10,160.109,
2008-11,158.892,
2008-12,158.694,
2009-01,159.915,
2009-02,159.580,
2009-03,159.821,
2009-04,161.052,
2009-05,160.010,
2009-06,160.902,
2009-07,161.813,
2009-08,160.889,
2009-09,161.893,
2009-10,163.823,
2009-11,161.102,
2009-12,161.307,
2010-01,163.754,
2010-02,163.425,
2010-03,164.354,
2010-04,165.877,
2010-05,164.750,
2010-06,166.245,
2010-07,166.783,
2010-08,165.961,
2010-09,167.413,
2010-10,169.239,
2010-11,169.046,
2010-12,168.282,
2011-01,170.758,
2011-02,170.725,
2011-03,171.094,
2011-04,171.780,
2011-05,170.280,
2011-06,171.074,
2011-07,172.204,
2011-08,170.644,
2011-09,171.574,
2011-10,173.092,
2011-11,176.271,
2011-12,175.941,
2012-01,178.397,
2012-02,177.604,
2012-03,174.707,
2012-04,175.257,
2012-05,173.454,
2012-06,174.413,
2012-07,174.951,
2012-08,172.533,
2012-09,173.733,
2012-10,175.028,
2012-11,174.500,
2012-12,174.078,
2013-01,176.475,
2013-02,174.579,
2013-03,175.630,
2013-04,175.939,
2013-05,173.844,
2013-06,174.737,
2013-07,175.143,
2013-08,172.531,
2013-09,173.502,
2013-10,174.925,
2013-11,174.071,
2013-12,172.871,
2014-01,174.981,
2014-02,173.308,
2014-03,173.545,
2014-04,174.182,
2014-05,172.033,
2014-06,171.686,
2014-07,172.743,
2014-08,170.775,
2014-09,171.664,
2014-10,173.471,
2014-11,172.654,
2014-12,173.864,Provisional value
