"",BBK01.OUH406,BBK01.OUH406_FLAGS
"",Balances and loans to foreign banks (MFIs) / long-term / Savings banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:47:02,
1999-01,0.172,
1999-02,0.126,
1999-03,0.140,
1999-04,0.215,
1999-05,0.220,
1999-06,0.208,
1999-07,0.205,
1999-08,0.220,
1999-09,0.221,
1999-10,0.235,
1999-11,0.233,
1999-12,0.195,
2000-01,0.180,
2000-02,0.176,
2000-03,0.182,
2000-04,0.196,
2000-05,0.223,
2000-06,0.205,
2000-07,0.236,
2000-08,0.307,
2000-09,0.345,
2000-10,0.405,
2000-11,0.388,
2000-12,0.393,
2001-01,0.414,
2001-02,0.414,
2001-03,0.404,
2001-04,0.403,
2001-05,0.423,
2001-06,0.437,
2001-07,0.379,
2001-08,0.331,
2001-09,0.330,
2001-10,0.325,
2001-11,0.349,
2001-12,0.344,
2002-01,0.321,
2002-02,0.332,
2002-03,0.322,
2002-04,0.318,
2002-05,0.335,
2002-06,0.314,
2002-07,0.319,
2002-08,0.321,
2002-09,0.336,
2002-10,0.339,
2002-11,0.355,
2002-12,0.354,
2003-01,0.330,
2003-02,0.342,
2003-03,0.330,
2003-04,0.328,
2003-05,0.321,
2003-06,0.323,
2003-07,0.326,
2003-08,0.324,
2003-09,0.318,
2003-10,0.322,
2003-11,0.326,
2003-12,0.318,
2004-01,0.317,
2004-02,0.322,
2004-03,0.311,
2004-04,0.311,
2004-05,0.344,
2004-06,0.325,
2004-07,0.317,
2004-08,0.319,
2004-09,0.299,
2004-10,0.292,
2004-11,0.291,
2004-12,0.310,
2005-01,0.339,
2005-02,0.295,
2005-03,0.336,
2005-04,0.342,
2005-05,0.352,
2005-06,0.453,
2005-07,0.442,
2005-08,0.451,
2005-09,0.475,
2005-10,0.496,
2005-11,0.490,
2005-12,0.566,
2006-01,0.593,
2006-02,0.675,
2006-03,0.708,
2006-04,0.722,
2006-05,0.696,
2006-06,0.681,
2006-07,0.639,
2006-08,0.619,
2006-09,0.655,
2006-10,0.649,
2006-11,0.696,
2006-12,0.702,
2007-01,0.689,
2007-02,0.747,
2007-03,0.677,
2007-04,0.670,
2007-05,0.651,
2007-06,0.636,
2007-07,0.631,
2007-08,0.622,
2007-09,0.622,
2007-10,0.621,
2007-11,0.634,
2007-12,0.604,
2008-01,0.661,
2008-02,0.629,
2008-03,0.620,
2008-04,0.661,
2008-05,0.671,
2008-06,0.650,
2008-07,0.663,
2008-08,0.693,
2008-09,0.710,
2008-10,0.687,
2008-11,0.687,
2008-12,0.681,
2009-01,0.688,
2009-02,0.679,
2009-03,0.671,
2009-04,0.671,
2009-05,0.728,
2009-06,0.663,
2009-07,0.719,
2009-08,0.626,
2009-09,0.653,
2009-10,0.648,
2009-11,0.679,
2009-12,0.683,
2010-01,0.721,
2010-02,0.643,
2010-03,0.640,
2010-04,0.688,
2010-05,0.597,
2010-06,0.646,
2010-07,0.639,
2010-08,0.632,
2010-09,0.580,
2010-10,0.566,
2010-11,0.566,
2010-12,0.563,
2011-01,0.565,
2011-02,0.533,
2011-03,0.528,
2011-04,0.509,
2011-05,0.492,
2011-06,0.492,
2011-07,0.493,
2011-08,0.492,
2011-09,0.497,
2011-10,0.518,
2011-11,0.503,
2011-12,0.533,
2012-01,0.521,
2012-02,0.495,
2012-03,0.500,
2012-04,0.501,
2012-05,0.511,
2012-06,0.512,
2012-07,0.509,
2012-08,0.499,
2012-09,0.504,
2012-10,0.438,
2012-11,0.442,
2012-12,0.444,
2013-01,0.459,
2013-02,0.438,
2013-03,0.460,
2013-04,0.458,
2013-05,0.443,
2013-06,0.462,
2013-07,0.473,
2013-08,0.483,
2013-09,0.486,
2013-10,0.519,
2013-11,0.480,
2013-12,0.482,
2014-01,0.494,
2014-02,0.477,
2014-03,0.471,
2014-04,0.502,
2014-05,0.494,
2014-06,0.493,
2014-07,0.344,
2014-08,0.355,
2014-09,0.361,
2014-10,0.366,
2014-11,0.362,
2014-12,0.365,Provisional value
