"",BBK01.QUV891,BBK01.QUV891_FLAGS
"",Banks in Germany: Long-term loans and advances to foreign banks / Uzbekistan / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:27:35,
2001-12,0.351,
2002-01,0.346,
2002-02,0.343,
2002-03,0.339,
2002-04,0.334,
2002-05,0.327,
2002-06,0.331,
2002-07,0.327,
2002-08,0.320,
2002-09,0.315,
2002-10,0.318,
2002-11,0.321,
2002-12,0.342,
2003-01,0.331,
2003-02,0.301,
2003-03,0.319,
2003-04,0.321,
2003-05,0.331,
2003-06,0.335,
2003-07,0.338,
2003-08,0.332,
2003-09,0.327,
2003-10,0.354,
2003-11,0.358,
2003-12,0.360,
2004-01,0.360,
2004-02,0.347,
2004-03,0.341,
2004-04,0.340,
2004-05,0.344,
2004-06,0.339,
2004-07,0.343,
2004-08,0.336,
2004-09,0.333,
2004-10,0.335,
2004-11,0.325,
2004-12,0.343,
2005-01,0.351,
2005-02,0.352,
2005-03,0.341,
2005-04,0.361,
2005-05,0.357,
2005-06,0.368,
2005-07,0.372,
2005-08,0.368,
2005-09,0.364,
2005-10,0.362,
2005-11,0.367,
2005-12,0.363,
2006-01,0.332,
2006-02,0.332,
2006-03,0.318,
2006-04,0.314,
2006-05,0.316,
2006-06,0.308,
2006-07,0.317,
2006-08,0.316,
2006-09,0.314,
2006-10,0.301,
2006-11,0.299,
2006-12,0.294,
2007-01,0.284,
2007-02,0.281,
2007-03,0.271,
2007-04,0.264,
2007-05,0.261,
2007-06,0.257,
2007-07,0.248,
2007-08,0.243,
2007-09,0.239,
2007-10,0.227,
2007-11,0.222,
2007-12,0.220,
2008-01,0.213,
2008-02,0.211,
2008-03,0.203,
2008-04,0.194,
2008-05,0.192,
2008-06,0.187,
2008-07,0.182,
2008-08,0.179,
2008-09,0.172,
2008-10,0.168,
2008-11,0.164,
2008-12,0.161,
2009-01,0.158,
2009-02,0.153,
2009-03,0.145,
2009-04,0.139,
2009-05,0.136,
2009-06,0.134,
2009-07,0.126,
2009-08,0.124,
2009-09,0.116,
2009-10,0.115,
2009-11,0.113,
2009-12,0.110,
2010-01,0.104,
2010-02,0.103,
2010-03,0.097,
2010-04,0.093,
2010-05,0.091,
2010-06,0.088,
2010-07,0.083,
2010-08,0.080,
2010-09,0.076,
2010-10,0.074,
2010-11,0.071,
2010-12,0.068,
2011-01,0.067,
2011-02,0.063,
2011-03,0.060,
2011-04,0.059,
2011-05,0.057,
2011-06,0.054,
2011-07,0.053,
2011-08,0.055,
2011-09,0.051,
2011-10,0.051,
2011-11,0.050,
2011-12,0.047,
2012-01,0.044,
2012-02,0.046,
2012-03,0.043,
2012-04,0.045,
2012-05,0.048,
2012-06,0.048,
2012-07,0.062,
2012-08,0.065,
2012-09,0.062,
2012-10,0.062,
2012-11,0.061,
2012-12,0.060,
2013-01,0.059,
2013-02,0.057,
2013-03,0.056,
2013-04,0.054,
2013-05,0.051,
2013-06,0.050,
2013-07,0.048,
2013-08,0.048,
2013-09,0.046,
2013-10,0.044,
2013-11,0.043,
2013-12,0.086,
2014-01,0.086,
2014-02,0.085,
2014-03,0.084,
2014-04,0.083,
2014-05,0.081,
2014-06,0.081,
2014-07,0.084,
2014-08,0.084,
2014-09,0.084,
2014-10,0.083,
2014-11,0.082,
2014-12,0.085,
