"",BBK01.QX7086,BBK01.QX7086_FLAGS
"","Foreign branches: Claims on non-residents, total / China, Taiwan / Euro",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:51:21,
1995-01,0.174,
1995-02,0.177,
1995-03,0.233,
1995-04,0.240,
1995-05,0.245,
1995-06,0.257,
1995-07,0.277,
1995-08,0.229,
1995-09,0.191,
1995-10,0.169,
1995-11,0.170,
1995-12,0.141,
1996-01,0.149,
1996-02,0.137,
1996-03,0.159,
1996-04,0.160,
1996-05,0.134,
1996-06,0.157,
1996-07,0.186,
1996-08,0.195,
1996-09,0.191,
1996-10,0.169,
1996-11,0.151,
1996-12,0.198,
1997-01,0.150,
1997-02,0.132,
1997-03,0.135,
1997-04,0.112,
1997-05,0.118,
1997-06,0.096,
1997-07,0.069,
1997-08,0.070,
1997-09,0.093,
1997-10,0.129,
1997-11,0.170,
1997-12,0.165,
1998-01,0.155,
1998-02,0.110,
1998-03,0.121,
1998-04,0.183,
1998-05,0.156,
1998-06,0.134,
1998-07,0.146,
1998-08,0.161,
1998-09,0.173,
1998-10,0.144,
1998-11,0.062,
1998-12,0.052,
1999-01,0.025,
1999-02,0.012,
1999-03,0.010,
1999-04,0.005,
1999-05,0.006,
1999-06,0.004,
1999-07,0.017,
1999-08,0.012,
1999-09,0.011,
1999-10,0.014,
1999-11,0.007,
1999-12,0.008,
2000-01,0.001,
2000-02,0.002,
2000-03,0.001,
2000-04,-,Nothing exists
2000-05,0.008,
2000-06,0.009,
2000-07,0.027,
2000-08,0.018,
2000-09,0.010,
2000-10,0.016,
2000-11,-,Nothing exists
2000-12,.,No value available
2001-01,.,No value available
2001-02,.,No value available
2001-03,0.003,
2001-04,0.041,
2001-05,0.005,
2001-06,0.017,
2001-07,0.036,
2001-08,0.032,
2001-09,0.016,
2001-10,0.006,
2001-11,0.019,
2001-12,0.004,
2002-01,0.041,
2002-02,0.027,
2002-03,0.017,
2002-04,0.031,
2002-05,0.039,
2002-06,0.042,
2002-07,0.019,
2002-08,0.036,
2002-09,0.034,
2002-10,0.024,
2002-11,0.020,
2002-12,0.041,
2003-01,0.031,
2003-02,0.030,
2003-03,0.028,
2003-04,0.040,
2003-05,0.057,
2003-06,0.042,
2003-07,0.040,
2003-08,0.019,
2003-09,0.056,
2003-10,0.018,
2003-11,0.014,
2003-12,0.020,
2004-01,0.028,
2004-02,0.013,
2004-03,0.007,
2004-04,0.004,
2004-05,0.004,
2004-06,0.004,
2004-07,0.007,
2004-08,0.018,
2004-09,0.017,
2004-10,0.041,
2004-11,0.050,
2004-12,0.036,
2005-01,0.024,
2005-02,0.010,
2005-03,0.027,
2005-04,0.011,
2005-05,0.007,
2005-06,0.021,
2005-07,0.006,
2005-08,0.024,
2005-09,0.017,
2005-10,0.049,
2005-11,0.065,
2005-12,0.046,
2006-01,0.008,
2006-02,0.026,
2006-03,0.024,
2006-04,0.007,
2006-05,0.037,
2006-06,0.025,
2006-07,0.071,
2006-08,0.030,
2006-09,0.043,
2006-10,0.036,
2006-11,0.032,
2006-12,0.019,
2007-01,0.014,
2007-02,0.039,
2007-03,0.088,
2007-04,0.084,
2007-05,0.103,
2007-06,0.110,
2007-07,0.078,
2007-08,0.069,
2007-09,0.034,
2007-10,0.021,
2007-11,0.019,
2007-12,0.007,
2008-01,0.005,
2008-02,0.067,
2008-03,0.065,
2008-04,0.068,
2008-05,0.005,
2008-06,0.028,
2008-07,0.035,
2008-08,0.022,
2008-09,0.013,
2008-10,0.012,
2008-11,0.011,
2008-12,0.010,
2009-01,0.008,
2009-02,0.005,
2009-03,0.005,
2009-04,0.005,
2009-05,0.042,
2009-06,0.033,
2009-07,0.034,
2009-08,0.036,
2009-09,0.036,
2009-10,0.036,
2009-11,0.036,
2009-12,0.006,
2010-01,0.007,
2010-02,0.007,
2010-03,0.008,
2010-04,0.006,
2010-05,0.010,
2010-06,0.016,
2010-07,0.015,
2010-08,0.019,
2010-09,0.044,
2010-10,0.009,
2010-11,0.009,
2010-12,0.051,
2011-01,0.012,
2011-02,0.006,
2011-03,0.004,
2011-04,0.007,
2011-05,0.006,
2011-06,0.006,
2011-07,0.008,
2011-08,0.002,
2011-09,0.003,
2011-10,0.003,
2011-11,0.003,
2011-12,0.008,
2012-01,0.013,
2012-02,0.013,
2012-03,0.012,
2012-04,0.011,
2012-05,0.010,
2012-06,0.011,
2012-07,0.008,
2012-08,0.024,
2012-09,0.004,
2012-10,0.017,
2012-11,0.018,
2012-12,0.009,
2013-01,0.016,
2013-02,0.016,
2013-03,0.018,
2013-04,0.029,
2013-05,0.032,
2013-06,0.293,
2013-07,0.286,
2013-08,0.274,
2013-09,0.274,
2013-10,0.314,
2013-11,0.303,
2013-12,0.212,
2014-01,0.205,
2014-02,0.162,
2014-03,0.163,
2014-04,0.073,
2014-05,0.061,
2014-06,0.061,
2014-07,0.062,
2014-08,0.059,
2014-09,0.070,
2014-10,0.048,
2014-11,0.010,
