"",BBSF2.M.1.S.I1250.IMM01.I.F.ANZ.DE.00000.000000.Z01.00,BBSF2.M.1.S.I1250.IMM01.I.F.ANZ.DE.00000.000000.Z01.00_FLAGS
"",Special investors funds / Real estate funds / Number / Insurance corporations / Distribution and cumulative funds,
unit,Stück (hypothetically euro-based),
unit multiplier,one,
last update,2014-12-29 10:51:49,
1993-01,.,No value available
1993-02,.,No value available
1993-03,.,No value available
1993-04,4,
1993-05,4,
1993-06,4,
1993-07,4,
1993-08,4,
1993-09,4,
1993-10,4,
1993-11,4,
1993-12,4,
1994-01,4,
1994-02,4,
1994-03,4,
1994-04,4,
1994-05,4,
1994-06,4,
1994-07,4,
1994-08,4,
1994-09,4,
1994-10,4,
1994-11,4,
1994-12,4,
1995-01,4,
1995-02,4,
1995-03,4,
1995-04,7,
1995-05,7,
1995-06,7,
1995-07,7,
1995-08,7,
1995-09,7,
1995-10,7,
1995-11,7,
1995-12,7,
1996-01,7,
1996-02,7,
1996-03,7,
1996-04,8,
1996-05,8,
1996-06,8,
1996-07,8,
1996-08,8,
1996-09,8,
1996-10,8,
1996-11,8,
1996-12,8,
1997-01,8,
1997-02,8,
1997-03,8,
1997-04,8,
1997-05,8,
1997-06,10,
1997-07,10,
1997-08,10,
1997-09,11,
1997-10,11,
1997-11,11,
1997-12,12,
1998-01,13,
1998-02,13,
1998-03,13,
1998-04,13,
1998-05,13,
1998-06,13,
1998-07,13,
1998-08,13,
1998-09,13,
1998-10,13,
1998-11,15,
1998-12,17,
1999-01,17,
1999-02,17,
1999-03,17,
1999-04,17,
1999-05,17,
1999-06,17,
1999-07,17,
1999-08,17,
1999-09,18,
1999-10,20,
1999-11,21,
1999-12,23,
2000-01,24,
2000-02,24,
2000-03,24,
2000-04,25,
2000-05,26,
2000-06,26,
2000-07,27,
2000-08,28,
2000-09,29,
2000-10,31,
2000-11,32,
2000-12,33,
2001-01,34,
2001-02,34,
2001-03,34,
2001-04,34,
2001-05,34,
2001-06,34,
2001-07,34,
2001-08,35,
2001-09,35,
2001-10,35,
2001-11,37,
2001-12,39,
2002-01,38,
2002-02,41,
2002-03,43,
2002-04,44,
2002-05,44,
2002-06,45,
2002-07,45,
2002-08,46,
2002-09,46,
2002-10,46,
2002-11,46,
2002-12,47,
2003-01,47,
2003-02,47,
2003-03,48,
2003-04,48,
2003-05,48,
2003-06,52,
2003-07,53,
2003-08,53,
2003-09,53,
2003-10,53,
2003-11,54,
2003-12,55,
2004-01,54,
2004-02,50,
2004-03,51,
2004-04,51,
2004-05,51,
2004-06,52,
2004-07,54,
2004-08,53,
2004-09,54,
2004-10,54,
2004-11,54,
2004-12,56,
2005-01,57,
2005-02,57,
2005-03,58,
2005-04,60,
2005-05,61,
2005-06,62,
2005-07,62,
2005-08,61,
2005-09,55,
2005-10,54,
2005-11,55,
2005-12,55,
2006-01,55,
2006-02,55,
2006-03,55,
2006-04,55,
2006-05,56,
2006-06,56,
2006-07,55,
2006-08,55,
2006-09,56,
2006-10,56,
2006-11,56,
2006-12,57,
2007-01,57,
2007-02,57,
2007-03,58,
2007-04,58,
2007-05,59,
2007-06,59,
2007-07,58,
2007-08,58,
2007-09,58,
2007-10,59,
2007-11,59,
2007-12,59,
2008-01,59,
2008-02,58,
2008-03,59,
2008-04,59,
2008-05,59,
2008-06,59,
2008-07,58,
2008-08,58,
2008-09,59,
2008-10,59,
2008-11,61,
2008-12,61,
2009-01,61,
2009-02,61,
2009-03,61,
2009-04,61,
2009-05,61,
2009-06,61,
2009-07,61,
2009-08,59,
2009-09,59,
2009-10,59,
2009-11,59,
2009-12,58,
2010-01,60,
2010-02,60,
2010-03,60,
2010-04,61,
2010-05,61,
2010-06,62,
2010-07,61,
2010-08,61,
2010-09,61,
2010-10,61,
2010-11,61,
2010-12,60,
2011-01,61,
2011-02,61,
2011-03,61,
2011-04,61,
2011-05,62,
2011-06,63,
2011-07,63,
2011-08,63,
2011-09,60,
2011-10,60,
2011-11,59,
2011-12,60,
2012-01,63,
2012-02,63,
2012-03,63,
2012-04,63,
2012-05,63,
2012-06,63,
2012-07,64,
2012-08,65,
2012-09,77,
2012-10,89,
2012-11,89,
2012-12,89,
2013-01,89,
2013-02,89,
2013-03,89,
2013-04,78,
2013-05,77,
2013-06,78,
2013-07,79,
2013-08,78,
2013-09,76,
2013-10,76,
2013-11,75,
2013-12,75,
2014-01,75,
2014-02,75,
2014-03,75,
2014-04,76,
2014-05,76,
2014-06,76,
2014-07,74,
2014-08,75,
2014-09,75,
2014-10,76,
2014-11,76,
