"",BBK01.OUL349,BBK01.OUL349_FLAGS
"",Loans to the Federal Government and its special funds for up to and including one year / Credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:55:33,
1999-01,0.420,
1999-02,0.526,
1999-03,0.001,
1999-04,0.001,
1999-05,0.001,
1999-06,0.053,
1999-07,0.016,
1999-08,0.014,
1999-09,0.011,
1999-10,0.105,
1999-11,0.106,
1999-12,0.053,
2000-01,0.103,
2000-02,0.006,
2000-03,0.029,
2000-04,0.005,
2000-05,0.006,
2000-06,0.006,
2000-07,0.007,
2000-08,0.009,
2000-09,0.011,
2000-10,0.006,
2000-11,0.014,
2000-12,0.056,
2001-01,0.004,
2001-02,0.004,
2001-03,0.005,
2001-04,0.009,
2001-05,0.005,
2001-06,0.006,
2001-07,0.004,
2001-08,0.004,
2001-09,0.003,
2001-10,0.003,
2001-11,0.018,
2001-12,0.049,
2002-01,0.011,
2002-02,0.011,
2002-03,0.012,
2002-04,0.010,
2002-05,0.010,
2002-06,0.009,
2002-07,0.005,
2002-08,0.006,
2002-09,0.008,
2002-10,0.007,
2002-11,0.071,
2002-12,0.094,
2003-01,0.006,
2003-02,0.006,
2003-03,0.008,
2003-04,0.006,
2003-05,-,Nothing exists
2003-06,-,Nothing exists
2003-07,-,Nothing exists
2003-08,-,Nothing exists
2003-09,0.001,
2003-10,0.001,
2003-11,0.027,
2003-12,0.031,
2004-01,0.006,
2004-02,0.006,
2004-03,0.008,
2004-04,0.010,
2004-05,0.009,
2004-06,0.006,
2004-07,0.056,
2004-08,0.016,
2004-09,0.042,
2004-10,0.064,
2004-11,0.132,
2004-12,0.075,
2005-01,0.018,
2005-02,0.013,
2005-03,0.079,
2005-04,0.122,
2005-05,0.059,
2005-06,0.073,
2005-07,0.077,
2005-08,0.011,
2005-09,0.068,
2005-10,0.067,
2005-11,0.012,
2005-12,0.134,
2006-01,0.130,
2006-02,0.076,
2006-03,0.066,
2006-04,0.065,
2006-05,0.059,
2006-06,0.061,
2006-07,0.064,
2006-08,0.062,
2006-09,0.067,
2006-10,0.068,
2006-11,0.065,
2006-12,0.160,
2007-01,0.152,
2007-02,0.083,
2007-03,0.021,
2007-04,0.069,
2007-05,0.065,
2007-06,0.087,
2007-07,0.068,
2007-08,0.065,
2007-09,0.018,
2007-10,0.017,
2007-11,0.016,
2007-12,0.112,
2008-01,0.031,
2008-02,0.023,
2008-03,0.013,
2008-04,0.013,
2008-05,0.009,
2008-06,0.014,
2008-07,0.011,
2008-08,0.060,
2008-09,0.011,
2008-10,0.009,
2008-11,0.011,
2008-12,0.073,
2009-01,0.047,
2009-02,0.015,
2009-03,0.010,
2009-04,0.008,
2009-05,0.006,
2009-06,0.007,
2009-07,0.008,
2009-08,0.006,
2009-09,0.008,
2009-10,0.009,
2009-11,0.008,
2009-12,0.014,
2010-01,0.012,
2010-02,0.013,
2010-03,0.015,
2010-04,0.008,
2010-05,0.003,
2010-06,0.005,
2010-07,0.008,
2010-08,0.005,
2010-09,0.010,
2010-10,0.010,
2010-11,0.007,
2010-12,0.003,
2011-01,0.007,
2011-02,0.006,
2011-03,0.007,
2011-04,0.008,
2011-05,0.005,
2011-06,0.056,
2011-07,0.007,
2011-08,0.005,
2011-09,0.009,
2011-10,0.010,
2011-11,0.008,
2011-12,0.006,
2012-01,0.007,
2012-02,0.007,
2012-03,0.007,
2012-04,0.006,
2012-05,0.007,
2012-06,0.006,
2012-07,0.008,
2012-08,0.008,
2012-09,0.007,
2012-10,0.008,
2012-11,0.004,
2012-12,0.005,
2013-01,0.007,
2013-02,0.009,
2013-03,0.010,
2013-04,0.009,
2013-05,0.011,
2013-06,0.006,
2013-07,0.007,
2013-08,0.006,
2013-09,0.007,
2013-10,0.011,
2013-11,0.009,
2013-12,0.008,
2014-01,0.011,
2014-02,0.009,
2014-03,0.012,
2014-04,0.014,
2014-05,0.012,
2014-06,0.023,
2014-07,0.011,
2014-08,0.009,
2014-09,0.020,
2014-10,0.018,
2014-11,0.019,
2014-12,0.023,Provisional value
