"",BBK01.TXI358,BBK01.TXI358_FLAGS
"",LENDING TO ENTERPISES AND HOUSEHOLDS / LOANS / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:22,
1980-01,571003,
1980-02,575534,
1980-03,581812,
1980-04,586635,
1980-05,590796,
1980-06,598316,
1980-07,599692,
1980-08,601669,
1980-09,607510,
1980-10,612356,
1980-11,619664,
1980-12,632601,
1981-01,631441,
1981-02,637916,
1981-03,642318,
1981-04,644638,
1981-05,647393,
1981-06,655726,
1981-07,656824,
1981-08,659868,
1981-09,665168,
1981-10,668008,
1981-11,669775,
1981-12,679999,
1982-01,677389,
1982-02,678238,
1982-03,680368,
1982-04,681318,
1982-05,683077,
1982-06,690353,
1982-07,693227,
1982-08,695106,
1982-09,700031,
1982-10,703770,
1982-11,704266,
1982-12,716028,
1983-01,710794,
1983-02,712151,
1983-03,714947,
1983-04,717850,
1983-05,721137,
1983-06,730987,
1983-07,733000,
1983-08,736583,
1983-09,744147,
1983-10,747749,
1983-11,751660,
1983-12,764735,
1984-01,759875,
1984-02,762589,
1984-03,767218,
1984-04,769515,
1984-05,773465,
1984-06,780891,
1984-07,783118,
1984-08,786403,
1984-09,793975,
1984-10,797031,
1984-11,800353,
1984-12,811364,
1985-01,807971,
1985-02,812127,
1985-03,817932,
1985-04,818724,
1985-05,820942,
1985-06,829013,
1985-07,827921,
1985-08,829646,
1985-09,833880,
1985-10,838086,
1985-11,843046,
1985-12,864189,
1986-01,858911,
1986-02,861419,
1986-03,866277,
1986-04,867796,
1986-05,870755,
1986-06,878546,
1986-07,879047,
1986-08,881697,
1986-09,885797,
1986-10,887105,
1986-11,890488,
1986-12,898786,
1987-01,896134,
1987-02,894802,
1987-03,896703,
1987-04,897320,
1987-05,898423,
1987-06,904012,
1987-07,904974,
1987-08,908097,
1987-09,915083,
1987-10,918109,
1987-11,918052,
1987-12,924283,
1988-01,922013,
1988-02,922519,
1988-03,927523,
1988-04,928011,
1988-05,930567,
1988-06,940436,
1988-07,941357,
1988-08,944114,
1988-09,950745,
1988-10,952309,
1988-11,955445,
1988-12,967449,
1989-01,964600,
1989-02,968708,
1989-03,973618,
1989-04,977634,
1989-05,982231,
1989-06,992720,
1989-07,994202,
1989-08,997394,
1989-09,1007837,
1989-10,1011612,
1989-11,1018974,
1989-12,1034769,
1990-01,1036741,
1990-02,1043650,
1990-03,1050554,
1990-04,1053577,
1990-05,1057038,
1990-06,1158667,
1990-07,1161930,
1990-08,1167305,
1990-09,1180884,
1990-10,1185079,
1990-11,1190451,
1990-12,1212309,
1991-01,1213180,
1991-02,1215561,
1991-03,1229308,
1991-04,1234639,
1991-05,1243775,
1991-06,1259735,
1991-07,1268093,
1991-08,1273342,
1991-09,1284766,
1991-10,1296145,
1991-11,1309766,
1991-12,1333899,
1992-01,1338640,
1992-02,1344824,
1992-03,1355400,
1992-04,1367363,
1992-05,1375744,
1992-06,1392201,
1992-07,1397863,
1992-08,1406079,
1992-09,1413805,
1992-10,1424414,
1992-11,1434009,
1992-12,1436759,
1993-01,1432699,
1993-02,1438932,
1993-03,1447834,
1993-04,1451249,
1993-05,1458813,
1993-06,1471804,
1993-07,1479681,
1993-08,1483237,
1993-09,1497984,
1993-10,1509396,
1993-11,1516934,
1993-12,1546549,
1994-01,1545817,
1994-02,1548400,
1994-03,1560354,
1994-04,1564732,
1994-05,1569416,
1994-06,1585092,
1994-07,1592557,
1994-08,1599972,
1994-09,1612516,
1994-10,1619851,
1994-11,1632070,
1994-12,1627332,
1995-01,1597596,
1995-02,1605170,
1995-03,1610790,
1995-04,1618800,
1995-05,1624323,
1995-06,1640256,
1995-07,1641692,
1995-08,1651419,
1995-09,1665699,
1995-10,1672688,
1995-11,1685301,
1995-12,1706679,
1996-01,1705820,
1996-02,1713519,
1996-03,1722308,
1996-04,1730023,
1996-05,1738039,
1996-06,1750303,
1996-07,1753564,
1996-08,1763483,
1996-09,1773833,
1996-10,1781369,
1996-11,1791698,
1996-12,1830327,
1997-01,1823298,
1997-02,1831576,
1997-03,1839647,
1997-04,1845384,
1997-05,1855195,
1997-06,1872075,
1997-07,1872733,
1997-08,1879838,
1997-09,1890687,
1997-10,1897999,
1997-11,1907238,
1997-12,1933706,
1998-01,1928511,
1998-02,1935144,
1998-03,1943798,
1998-04,1953227,
1998-05,1961929,
1998-06,1968785,
1998-07,1974264,
1998-08,1983262,
1998-09,1998234,
1998-10,2006699,
1998-11,2018110,
1998-12,2056653,
1999-01,2010436,
1999-02,2016007,
1999-03,2024964,
1999-04,2029738,
1999-05,2038168,
1999-06,2060145,
1999-07,2066230,
1999-08,2071496,
1999-09,2085244,
1999-10,2095673,
1999-11,2109621,
1999-12,2129308,
2000-01,2136182,
2000-02,2144510,
2000-03,2156540,
2000-04,2167619,
2000-05,2174892,
2000-06,2180929,
2000-07,2181707,
2000-08,2192450,
