"",BBK01.OEAB04H,BBK01.OEAB04H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:32,
2002-01,420.815,
2002-04,417.375,
2002-07,416.878,
2002-10,415.810,
2003-01,411.560,
2003-04,409.199,
2003-07,406.066,
2003-10,412.030,
2004-01,405.531,
2004-04,403.400,
2004-07,400.407,
2004-10,393.968,
2005-01,396.131,
2005-04,392.763,
2005-07,391.549,
2005-10,390.160,
2006-01,388.974,
2006-04,384.992,
2006-07,384.079,
2006-10,380.604,
2007-01,377.607,
2007-04,374.627,
2007-07,372.014,
2007-10,363.544,
2008-01,369.674,
2008-04,368.116,
2008-07,368.395,
2008-10,364.200,
2009-01,360.479,
2009-04,330.904,
2009-07,348.491,
2009-10,349.784,
2010-01,346.628,
2010-04,350.775,
2010-07,349.778,
2010-10,349.224,
2011-01,344.320,
2011-04,346.613,
2011-07,349.710,
2011-10,352.385,
2012-01,352.148,
2012-04,356.216,
2012-07,357.128,
2012-10,355.831,
2013-01,355.908,
2013-04,356.267,
2013-07,352.362,
2013-10,348.920,
2014-01,348.844,
2014-04,349.327,
2014-07,352.930,
