"",BBK01.PQD351,BBK01.PQD351_FLAGS
"",Lending to domestic enterprises and resident individuals / Short-term / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:19:47,
1958-10,3.383,
1959-01,-,Nothing exists
1959-04,3.355,
1959-07,-,Nothing exists
1959-10,3.754,
1960-01,-,Nothing exists
1960-04,4.001,
1960-07,-,Nothing exists
1960-10,4.497,
1961-01,-,Nothing exists
1961-04,4.859,
1961-07,-,Nothing exists
1961-10,5.310,
1962-01,-,Nothing exists
1962-04,5.649,
1962-07,-,Nothing exists
1962-10,5.856,
1963-01,-,Nothing exists
1963-04,5.945,
1963-07,-,Nothing exists
1963-10,6.264,
1964-01,-,Nothing exists
1964-04,6.471,
1964-07,-,Nothing exists
1964-10,6.926,
1965-01,6.966,
1965-04,7.307,
1965-07,7.436,
1965-10,7.736,
1966-01,7.755,
1966-04,8.092,
1966-07,8.093,
1966-10,8.213,
1967-01,7.775,
1967-04,7.885,
1967-07,8.130,
1967-10,8.590,
1968-01,8.108,
1968-04,8.422,
1968-07,8.757,
1968-10,8.821,
1969-01,8.823,
1969-04,9.142,
1969-07,9.529,
1969-10,10.945,
1970-01,10.944,
1970-04,11.652,
1970-07,11.905,
1970-10,12.691,
1971-01,12.732,
1971-04,13.218,
1971-07,13.960,
1971-10,14.700,
1972-01,15.111,
1972-04,16.044,
1972-07,16.495,
1972-10,17.519,
1973-01,16.818,
1973-04,17.277,
1973-07,17.370,
1973-10,18.125,
1974-01,18.088,
1974-04,18.716,
1974-07,18.456,
1974-10,18.960,
1975-01,18.420,
1975-04,17.808,
1975-07,17.446,
1975-10,18.148,
1976-01,17.135,
1976-04,17.731,
1976-07,18.361,
1976-10,18.864,
1977-01,18.458,
1977-04,18.596,
1977-07,18.971,
1977-10,20.040,
1978-01,18.597,
1978-04,19.302,
1978-07,19.799,
1978-10,20.248,
1979-01,19.651,
1979-04,21.271,
1979-07,21.199,
1979-10,22.857,
1980-01,21.606,
1980-04,22.453,
1980-07,22.326,
1980-10,24.629,
1981-01,24.754,
1981-04,24.944,
1981-07,25.276,
1981-10,26.187,
1982-01,25.645,
1982-04,26.674,
1982-07,27.038,
1982-10,28.051,
1983-01,26.825,
1983-04,27.716,
1983-07,28.294,
1983-10,28.751,
1984-01,28.363,
1984-04,29.248,
1984-07,29.677,
1984-10,31.059,
1985-01,30.381,
1985-04,31.453,
1985-07,30.489,
1985-10,31.619,
1986-01,31.156,
1986-04,31.524,
1986-07,30.789,
1986-10,35.098,
1987-01,34.256,
1987-04,33.374,
1987-07,32.654,
1987-10,32.979,
1988-01,32.865,
1988-04,33.413,
1988-07,32.891,
1988-10,34.473,
1989-01,34.246,
1989-04,36.016,
1989-07,36.745,
1989-10,38.023,
1990-01,39.915,
1990-04,74.783,
1990-07,82.229,
1990-10,83.856,
1991-01,81.100,
1991-04,82.756,
1991-07,78.786,
1991-10,77.794,
1992-01,75.464,
1992-04,76.207,
1992-07,75.746,
1992-10,67.955,
1993-01,55.777,
1993-04,55.844,
1993-07,54.292,
1993-10,54.649,
1994-01,53.518,
1994-04,53.049,
1994-07,53.163,
1994-10,55.968,
1995-01,55.580,
1995-04,55.975,
1995-07,55.905,
1995-10,56.663,
1996-01,58.497,
1996-04,59.494,
1996-07,58.737,
1996-10,61.086,
1997-01,59.589,
1997-04,59.140,
1997-07,58.945,
1997-10,60.612,
1998-01,57.302,
1998-04,59.016,
1998-07,58.929,
1998-10,60.285,
1999-01,50.546,
1999-04,51.962,
1999-07,54.456,
1999-10,55.886,
2000-01,57.351,
2000-04,59.195,
2000-07,58.596,
2000-10,60.826,
2001-01,60.030,
2001-04,60.930,
2001-07,59.745,
2001-10,61.989,
2002-01,61.310,
2002-04,60.235,
2002-07,59.359,
2002-10,59.829,
2003-01,59.064,
2003-04,59.693,
2003-07,56.880,
2003-10,54.358,
2004-01,52.811,
2004-04,52.772,
2004-07,53.037,
2004-10,46.112,
2005-01,47.401,
2005-04,46.438,
2005-07,43.032,
2005-10,40.162,
2006-01,42.376,
2006-04,42.392,
2006-07,39.959,
2006-10,39.353,
2007-01,41.928,
2007-04,45.737,
2007-07,42.290,
2007-10,43.733,
2008-01,48.654,
2008-04,47.614,
2008-07,51.909,
2008-10,61.445,
2009-01,73.459,
2009-04,66.074,
2009-07,56.747,
2009-10,51.755,
2010-01,43.669,
2010-04,48.369,
2010-07,42.476,
2010-10,40.039,
2011-01,46.967,
2011-04,45.198,
2011-07,51.619,
2011-10,45.633,
2012-01,45.293,
2012-04,43.928,
2012-07,42.505,
2012-10,44.060,
2013-01,46.097,
2013-04,46.914,
2013-07,40.351,
2013-10,39.292,
2014-01,40.539,
2014-04,41.102,
2014-07,41.895,
2014-10,40.898,
