"",BBK01.WU0027,BBK01.WU0027_FLAGS
"",Gross sales of domestic debt securities at nominal value / Debt securities issued by special purpose credit institutions,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-11 10:15:16,
1948-01,-,Nothing exists
1948-02,-,Nothing exists
1948-03,-,Nothing exists
1948-04,-,Nothing exists
1948-05,-,Nothing exists
1948-06,-,Nothing exists
1948-07,-,Nothing exists
1948-08,-,Nothing exists
1948-09,-,Nothing exists
1948-10,-,Nothing exists
1948-11,-,Nothing exists
1948-12,-,Nothing exists
1949-01,-,Nothing exists
1949-02,-,Nothing exists
1949-03,-,Nothing exists
1949-04,-,Nothing exists
1949-05,-,Nothing exists
1949-06,-,Nothing exists
1949-07,-,Nothing exists
1949-08,-,Nothing exists
1949-09,1,
1949-10,0,
1949-11,1,
1949-12,9,
1950-01,37,
1950-02,1,
1950-03,1,
1950-04,1,
1950-05,1,
1950-06,1,
1950-07,1,
1950-08,7,
1950-09,1,
1950-10,1,
1950-11,1,
1950-12,1,
1951-01,0,
1951-02,1,
1951-03,0,
1951-04,0,
1951-05,0,
1951-06,0,
1951-07,0,
1951-08,1,
1951-09,0,
1951-10,0,
1951-11,-,Nothing exists
1951-12,0,
1952-01,0,
1952-02,0,
1952-03,0,
1952-04,0,
1952-05,0,
1952-06,0,
1952-07,0,
1952-08,0,
1952-09,0,
1952-10,0,
1952-11,1,
1952-12,110,
1953-01,3,
1953-02,4,
1953-03,0,
1953-04,1,
1953-05,10,
1953-06,7,
1953-07,45,
1953-08,6,
1953-09,1,
1953-10,26,
1953-11,11,
1953-12,3,
1954-01,0,
1954-02,102,
1954-03,0,
1954-04,0,
1954-05,0,
1954-06,0,
1954-07,0,
1954-08,10,
1954-09,0,
1954-10,2,
1954-11,10,
1954-12,11,
1955-01,9,
1955-02,8,
1955-03,11,
1955-04,1,
1955-05,-,Nothing exists
1955-06,81,
1955-07,143,
1955-08,-,Nothing exists
1955-09,3,
1955-10,2,
1955-11,2,
1955-12,1,
1956-01,0,
1956-02,1,
1956-03,0,
1956-04,3,
1956-05,1,
1956-06,0,
1956-07,-,Nothing exists
1956-08,0,
1956-09,1,
1956-10,0,
1956-11,-,Nothing exists
1956-12,2,
1957-01,16,
1957-02,6,
1957-03,2,
1957-04,2,
1957-05,16,
1957-06,3,
1957-07,21,
1957-08,24,
1957-09,2,
1957-10,5,
1957-11,29,
1957-12,12,
1958-01,2,
1958-02,3,
1958-03,12,
1958-04,76,
1958-05,4,
1958-06,52,
1958-07,23,
1958-08,50,
1958-09,7,
1958-10,36,
1958-11,3,
1958-12,2,
1959-01,185,
1959-02,1,
1959-03,68,
1959-04,42,
1959-05,126,
1959-06,9,
1959-07,72,
1959-08,29,
1959-09,56,
1959-10,3,
1959-11,32,
1959-12,59,
1960-01,48,
1960-02,18,
1960-03,66,
1960-04,17,
1960-05,29,
1960-06,10,
1960-07,15,
1960-08,5,
1960-09,13,
1960-10,1,
1960-11,33,
1960-12,3,
1961-01,90,
1961-02,30,
1961-03,112,
1961-04,46,
1961-05,47,
1961-06,37,
1961-07,18,
1961-08,49,
1961-09,2,
1961-10,27,
1961-11,43,
1961-12,37,
1962-01,99,
1962-02,31,
1962-03,2,
1962-04,24,
1962-05,141,
1962-06,47,
1962-07,72,
1962-08,11,
1962-09,103,
1962-10,13,
1962-11,26,
1962-12,7,
1963-01,252,
1963-02,10,
1963-03,43,
1963-04,24,
1963-05,75,
1963-06,28,
1963-07,83,
1963-08,151,
1963-09,57,
1963-10,83,
1963-11,83,
1963-12,62,
1964-01,215,
1964-02,109,
1964-03,62,
1964-04,31,
1964-05,7,
1964-06,8,
1964-07,114,
1964-08,85,
1964-09,135,
1964-10,17,
1964-11,12,
1964-12,114,
1965-01,66,
1965-02,128,
1965-03,50,
1965-04,40,
1965-05,32,
1965-06,7,
1965-07,156,
1965-08,21,
1965-09,33,
1965-10,12,
1965-11,50,
1965-12,39,
1966-01,126,
1966-02,46,
1966-03,35,
1966-04,15,
1966-05,12,
1966-06,14,
1966-07,23,
1966-08,32,
1966-09,66,
1966-10,37,
1966-11,7,
1966-12,85,
1967-01,22,
1967-02,88,
1967-03,15,
1967-04,2,
1967-05,77,
1967-06,77,
1967-07,27,
1967-08,34,
1967-09,60,
1967-10,132,
1967-11,93,
1967-12,66,
1968-01,135,
1968-02,65,
1968-03,73,
1968-04,52,
1968-05,55,
1968-06,73,
1968-07,47,
1968-08,57,
1968-09,4,
1968-10,122,
1968-11,37,
1968-12,150,
1969-01,30,
1969-02,152,
1969-03,47,
1969-04,21,
1969-05,69,
1969-06,51,
1969-07,3,
1969-08,112,
1969-09,79,
1969-10,56,
1969-11,81,
1969-12,26,
1970-01,38,
1970-02,120,
1970-03,107,
1970-04,78,
1970-05,59,
1970-06,45,
1970-07,56,
1970-08,3,
1970-09,87,
1970-10,200,
1970-11,53,
1970-12,119,
1971-01,21,
1971-02,21,
1971-03,103,
1971-04,50,
1971-05,57,
1971-06,50,
1971-07,149,
1971-08,83,
1971-09,49,
1971-10,131,
1971-11,206,
1971-12,48,
1972-01,35,
1972-02,135,
1972-03,225,
1972-04,64,
1972-05,210,
1972-06,216,
1972-07,184,
1972-08,133,
1972-09,46,
1972-10,59,
1972-11,80,
1972-12,145,
1973-01,132,
1973-02,284,
1973-03,90,
1973-04,115,
1973-05,89,
1973-06,171,
1973-07,70,
1973-08,97,
1973-09,30,
1973-10,262,
1973-11,91,
1973-12,76,
1974-01,108,
1974-02,27,
1974-03,120,
1974-04,65,
1974-05,116,
1974-06,77,
1974-07,59,
1974-08,201,
1974-09,43,
1974-10,108,
1974-11,221,
1974-12,22,
1975-01,104,
1975-02,348,
1975-03,224,
1975-04,86,
1975-05,228,
1975-06,201,
1975-07,272,
1975-08,111,
1975-09,141,
1975-10,164,
1975-11,84,
1975-12,86,
1976-01,134,
1976-02,295,
1976-03,188,
1976-04,229,
1976-05,145,
1976-06,232,
1976-07,291,
1976-08,206,
1976-09,185,
1976-10,173,
1976-11,50,
1976-12,74,
1977-01,171,
1977-02,157,
1977-03,177,
1977-04,50,
1977-05,81,
1977-06,187,
1977-07,315,
1977-08,138,
1977-09,71,
1977-10,107,
1977-11,207,
1977-12,142,
1978-01,198,
1978-02,256,
1978-03,483,
1978-04,167,
1978-05,220,
1978-06,298,
1978-07,238,
1978-08,150,
1978-09,206,
1978-10,64,
1978-11,195,
1978-12,356,
1979-01,117,
1979-02,206,
1979-03,414,
1979-04,357,
1979-05,151,
1979-06,175,
1979-07,267,
1979-08,230,
1979-09,187,
1979-10,218,
1979-11,290,
1979-12,227,
1980-01,295,
1980-02,156,
1980-03,429,
1980-04,868,
1980-05,332,
1980-06,188,
1980-07,254,
1980-08,79,
1980-09,146,
1980-10,270,
1980-11,329,
1980-12,232,
1981-01,369,
1981-02,605,
1981-03,649,
1981-04,479,
1981-05,398,
1981-06,274,
1981-07,628,
1981-08,271,
1981-09,323,
1981-10,509,
1981-11,280,
1981-12,383,
1982-01,393,
1982-02,490,
1982-03,544,
1982-04,821,
1982-05,429,
1982-06,522,
1982-07,608,
1982-08,413,
1982-09,451,
1982-10,934,
1982-11,761,
1982-12,598,
1983-01,547,
1983-02,529,
1983-03,988,
1983-04,1367,
1983-05,1858,
1983-06,1079,
1983-07,507,
1983-08,366,
1983-09,607,
1983-10,349,
1983-11,419,
1983-12,588,
1984-01,635,
1984-02,382,
1984-03,542,
1984-04,786,
1984-05,274,
1984-06,737,
1984-07,638,
1984-08,686,
1984-09,718,
1984-10,737,
1984-11,726,
1984-12,787,
1985-01,491,
1985-02,648,
1985-03,1216,
1985-04,604,
1985-05,629,
1985-06,705,
1985-07,1055,
1985-08,1151,
1985-09,919,
1985-10,1030,
1985-11,1100,
1985-12,617,
1986-01,1242,
1986-02,1232,
1986-03,575,
1986-04,1294,
1986-05,489,
1986-06,877,
1986-07,990,
1986-08,673,
1986-09,913,
1986-10,688,
1986-11,855,
1986-12,1130,
1987-01,1927,
1987-02,693,
1987-03,522,
1987-04,1087,
1987-05,1244,
1987-06,815,
1987-07,570,
1987-08,380,
1987-09,589,
1987-10,235,
1987-11,614,
1987-12,814,
1988-01,481,
1988-02,549,
1988-03,861,
1988-04,432,
1988-05,501,
1988-06,309,
1988-07,386,
1988-08,381,
1988-09,487,
1988-10,718,
1988-11,397,
1988-12,998,
1989-01,629,
1989-02,449,
1989-03,1052,
1989-04,577,
1989-05,522,
1989-06,1116,
1989-07,601,
1989-08,735,
1989-09,1172,
1989-10,2146,
1989-11,1318,
1989-12,2577,
1990-01,1800,
1990-02,1929,
1990-03,1724,
1990-04,1229,
1990-05,1157,
1990-06,752,
1990-07,1489,
1990-08,3826,
1990-09,6666,
1990-10,12668,
1990-11,4838,
1990-12,7814,
1991-01,4659,
1991-02,3397,
1991-03,3726,
1991-04,4209,
