"",BBK01.OUE325,BBK01.OUE325_FLAGS
"",Deposits and borrowing from foreign enterprises and households / Total / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:54,
1999-01,4.610,
1999-02,4.666,
1999-03,4.224,
1999-04,4.767,
1999-05,4.654,
1999-06,4.876,
1999-07,4.994,
1999-08,4.878,
1999-09,5.261,
1999-10,5.324,
1999-11,5.375,
1999-12,5.458,
2000-01,5.312,
2000-02,5.575,
2000-03,5.044,
2000-04,5.713,
2000-05,5.391,
2000-06,5.411,
2000-07,6.155,
2000-08,6.330,
2000-09,4.225,
2000-10,4.776,
2000-11,4.385,
2000-12,4.993,
2001-01,4.664,
2001-02,5.275,
2001-03,5.512,
2001-04,6.176,
2001-05,6.536,
2001-06,6.513,
2001-07,5.527,
2001-08,5.295,
2001-09,6.338,
2001-10,6.318,
2001-11,7.532,
2001-12,7.392,
2002-01,7.191,
2002-02,8.188,
2002-03,8.635,
2002-04,9.127,
2002-05,5.806,
2002-06,6.369,
2002-07,5.664,
2002-08,5.412,
2002-09,5.761,
2002-10,5.962,
2002-11,6.677,
2002-12,7.963,
2003-01,5.744,
2003-02,5.703,
2003-03,5.850,
2003-04,5.551,
2003-05,5.904,
2003-06,5.455,
2003-07,6.211,
2003-08,6.147,
2003-09,6.141,
2003-10,5.641,
2003-11,5.275,
2003-12,5.496,
2004-01,5.208,
2004-02,5.564,
2004-03,5.499,
2004-04,5.940,
2004-05,6.223,
2004-06,5.871,
2004-07,5.342,
2004-08,5.148,
2004-09,5.639,
2004-10,5.461,
2004-11,5.321,
2004-12,4.893,
2005-01,5.469,
2005-02,4.731,
2005-03,4.966,
2005-04,4.902,
2005-05,5.413,
2005-06,5.561,
2005-07,5.744,
2005-08,4.994,
2005-09,5.482,
2005-10,5.447,
2005-11,5.435,
2005-12,5.190,
2006-01,5.160,
2006-02,5.005,
2006-03,5.295,
2006-04,8.368,
2006-05,6.066,
2006-06,7.006,
2006-07,7.072,
2006-08,7.109,
2006-09,7.290,
2006-10,7.902,
2006-11,7.046,
2006-12,6.806,
2007-01,6.588,
2007-02,6.946,
2007-03,7.333,
2007-04,8.069,
2007-05,7.691,
2007-06,8.550,
2007-07,8.704,
2007-08,8.430,
2007-09,8.486,
2007-10,8.450,
2007-11,9.013,
2007-12,8.858,
2008-01,8.159,
2008-02,8.364,
2008-03,9.064,
2008-04,9.523,
2008-05,9.661,
2008-06,8.961,
2008-07,9.281,
2008-08,8.903,
2008-09,8.979,
2008-10,9.529,
2008-11,8.412,
2008-12,10.142,
2009-01,9.306,
2009-02,10.855,
2009-03,10.580,
2009-04,11.509,
2009-05,11.128,
2009-06,11.106,
2009-07,12.547,
2009-08,12.511,
2009-09,13.471,
2009-10,13.620,
2009-11,13.621,
2009-12,13.178,
2010-01,14.957,
2010-02,14.151,
2010-03,14.162,
2010-04,15.745,
2010-05,14.003,
2010-06,13.972,
2010-07,14.545,
2010-08,13.934,
2010-09,13.849,
2010-10,13.638,
2010-11,13.728,
2010-12,14.751,
2011-01,14.852,
2011-02,15.149,
2011-03,12.647,
2011-04,12.744,
2011-05,13.515,
2011-06,14.531,
2011-07,14.129,
2011-08,13.452,
2011-09,12.979,
2011-10,12.586,
2011-11,11.563,
2011-12,12.277,
2012-01,11.806,
2012-02,11.926,
2012-03,12.005,
2012-04,11.720,
2012-05,11.796,
2012-06,12.060,
2012-07,11.507,
2012-08,10.996,
2012-09,10.800,
2012-10,11.348,
2012-11,12.487,
2012-12,12.284,
2013-01,12.294,
2013-02,12.798,
2013-03,12.856,
2013-04,13.089,
2013-05,13.231,
2013-06,13.705,
2013-07,14.253,
2013-08,13.702,
2013-09,16.286,
2013-10,14.858,
2013-11,16.081,
2013-12,16.132,
2014-01,15.428,
2014-02,15.297,
2014-03,16.032,
2014-04,15.437,
2014-05,15.919,
2014-06,15.954,
2014-07,16.273,
2014-08,16.279,
2014-09,18.132,
2014-10,17.761,
2014-11,17.892,
2014-12,17.774,Provisional value
