"",BBFB1.Q.N.DE.W03100.S1.S1.T.B.IN1._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.W03100.S1.S1.T.B.IN1._Z._Z._Z._T._X.N_FLAGS
"",Current account / Primary income / Balance / Emerging market economies and developing countries (acc. to Supplement 3),
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:35:31,
1991-01,1012.319,
1991-04,872.501,
1991-07,903.140,
1991-10,948.607,
1992-01,1063.957,
1992-04,1038.169,
1992-07,1298.505,
1992-10,1513.194,
1993-01,1421.011,
1993-04,1361.334,
1993-07,1401.609,
1993-10,1339.252,
1994-01,1169.511,
1994-04,1268.317,
1994-07,1245.458,
1994-10,1276.541,
1995-01,1311.833,
1995-04,1343.937,
1995-07,1454.862,
1995-10,1068.630,
1996-01,1509.434,
1996-04,1413.300,
1996-07,1444.896,
1996-10,1589.247,
1997-01,1069.636,
1997-04,880.263,
1997-07,882.692,
1997-10,953.963,
1998-01,799.439,
1998-04,-403.535,
1998-07,758.158,
1998-10,622.098,
1999-01,377.811,
1999-04,259.780,
1999-07,724.418,
1999-10,1012.319,
2000-01,1454.801,
2000-04,1298.118,
2000-07,1513.027,
2000-10,1695.917,
2001-01,1036.694,
2001-04,653.470,
2001-07,772.907,
2001-10,820.586,
2002-01,995.412,
2002-04,878.856,
2002-07,1120.737,
2002-10,1138.692,
2003-01,1537.063,
2003-04,1169.918,
2003-07,1502.510,
2003-10,1577.280,
2004-01,2801.348,
2004-04,2740.903,
2004-07,3180.532,
2004-10,3476.355,
2005-01,2717.326,
2005-04,2598.893,
2005-07,2789.663,
2005-10,3284.555,
2006-01,3142.453,
2006-04,2863.615,
2006-07,3016.527,
2006-10,2675.509,
2007-01,4325.524,
2007-04,4189.085,
2007-07,3774.318,
2007-10,3386.543,
2008-01,2677.578,
2008-04,2112.839,
2008-07,2629.169,
2008-10,2743.170,
2009-01,2712.045,
2009-04,2295.185,
2009-07,2620.762,
2009-10,2874.388,
2010-01,4387.802,
2010-04,4437.235,
2010-07,4540.526,
2010-10,5024.319,
2011-01,4565.335,
2011-04,4331.936,
2011-07,4618.737,
2011-10,4657.445,
2012-01,4826.797,
2012-04,4518.721,
2012-07,4701.342,
2012-10,4825.015,
2013-01,5793.932,
2013-04,5391.562,
2013-07,5613.187,
2013-10,5909.055,
2014-01,5516.465,Provisional value
2014-04,5312.676,Provisional value
2014-07,6047.861,Provisional value
