"",BBK01.OUU225,BBK01.OUU225_FLAGS
"",Time deposits of domestic banks (MFIs) (exxcluding the Bundesbank) / medium-and longtherm / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:10:44,
1999-01,16.551,
1999-02,16.487,
1999-03,16.457,
1999-04,16.363,
1999-05,16.433,
1999-06,16.771,
1999-07,16.840,
1999-08,16.807,
1999-09,16.748,
1999-10,17.385,
1999-11,18.113,
1999-12,17.773,
2000-01,17.947,
2000-02,18.013,
2000-03,18.193,
2000-04,18.327,
2000-05,18.585,
2000-06,18.505,
2000-07,19.226,
2000-08,19.396,
2000-09,19.827,
2000-10,19.667,
2000-11,19.508,
2000-12,19.082,
2001-01,19.080,
2001-02,19.150,
2001-03,19.423,
2001-04,19.786,
2001-05,19.840,
2001-06,20.092,
2001-07,20.219,
2001-08,20.283,
2001-09,20.249,
2001-10,20.231,
2001-11,20.302,
2001-12,20.553,
2002-01,20.649,
2002-02,20.664,
2002-03,20.688,
2002-04,20.715,
2002-05,20.782,
2002-06,21.247,
2002-07,20.485,
2002-08,21.276,
2002-09,21.386,
2002-10,21.327,
2002-11,21.244,
2002-12,21.389,
2003-01,21.226,
2003-02,21.074,
2003-03,21.168,
2003-04,21.369,
2003-05,21.714,
2003-06,21.207,
2003-07,21.310,
2003-08,21.523,
2003-09,21.929,
2003-10,21.901,
2003-11,21.951,
2003-12,21.961,
2004-01,21.705,
2004-02,21.855,
2004-03,21.657,
2004-04,21.742,
2004-05,21.626,
2004-06,21.402,
2004-07,21.019,
2004-08,20.900,
2004-09,20.721,
2004-10,20.426,
2004-11,20.663,
2004-12,20.395,
2005-01,20.259,
2005-02,20.217,
2005-03,20.102,
2005-04,20.237,
2005-05,20.270,
2005-06,20.388,
2005-07,20.474,
2005-08,20.457,
2005-09,20.178,
2005-10,19.987,
2005-11,19.818,
2005-12,20.373,
2006-01,20.369,
2006-02,20.182,
2006-03,20.046,
2006-04,19.827,
2006-05,19.665,
2006-06,19.523,
2006-07,19.241,
2006-08,19.131,
2006-09,19.060,
2006-10,18.727,
2006-11,18.489,
2006-12,18.024,
2007-01,17.789,
2007-02,17.676,
2007-03,17.559,
2007-04,17.117,
2007-05,17.064,
2007-06,17.009,
2007-07,16.540,
2007-08,16.224,
2007-09,16.116,
2007-10,15.902,
2007-11,15.707,
2007-12,15.483,
2008-01,15.617,
2008-02,15.029,
2008-03,14.774,
2008-04,14.601,
2008-05,14.653,
2008-06,14.634,
2008-07,16.345,
2008-08,16.432,
2008-09,17.268,
2008-10,17.944,
2008-11,17.907,
2008-12,17.731,
2009-01,17.317,
2009-02,17.286,
2009-03,17.167,
2009-04,17.078,
2009-05,17.160,
2009-06,17.117,
2009-07,16.984,
2009-08,16.892,
2009-09,16.831,
2009-10,16.726,
2009-11,16.608,
2009-12,16.829,
2010-01,16.933,
2010-02,17.001,
2010-03,16.992,
2010-04,17.233,
2010-05,17.144,
2010-06,17.232,
2010-07,17.252,
2010-08,17.694,
2010-09,18.401,
2010-10,18.951,
2010-11,19.321,
2010-12,18.651,
2011-01,18.698,
2011-02,18.759,
2011-03,18.935,
2011-04,19.025,
2011-05,19.213,
2011-06,19.315,
2011-07,19.350,
2011-08,18.527,
2011-09,18.574,
2011-10,18.611,
2011-11,18.668,
2011-12,16.760,
2012-01,17.014,
2012-02,17.086,
2012-03,16.948,
2012-04,16.964,
2012-05,17.043,
2012-06,17.058,
2012-07,16.078,
2012-08,16.274,
2012-09,16.107,
2012-10,16.263,
2012-11,16.449,
2012-12,16.317,
2013-01,16.354,
2013-02,16.384,
2013-03,16.041,
2013-04,15.835,
2013-05,15.927,
2013-06,15.522,
2013-07,15.580,
2013-08,16.017,
2013-09,15.067,
2013-10,14.887,
2013-11,14.843,
2013-12,14.486,
2014-01,14.436,
2014-02,14.536,
2014-03,15.254,
2014-04,15.328,
2014-05,15.464,
2014-06,15.041,
2014-07,15.199,
2014-08,15.449,
2014-09,15.375,
2014-10,14.913,
2014-11,14.897,
2014-12,14.668,Provisional value
