"",BBK01.PQN358,BBK01.PQN358_FLAGS
"",Lending to domestic self-employed persons / Total / Banks with special functions,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:59,
1968-10,0.839,
1969-01,0.851,
1969-04,0.857,
1969-07,0.865,
1969-10,0.872,
1970-01,0.882,
1970-04,0.884,
1970-07,0.892,
1970-10,1.644,
1971-01,1.650,
1971-04,1.657,
1971-07,1.681,
1971-10,1.743,
1972-01,1.756,
1972-04,1.761,
1972-07,1.786,
1972-10,1.790,
1973-01,1.816,
1973-04,1.857,
1973-07,1.868,
1973-10,1.883,
1974-01,1.889,
1974-04,1.888,
1974-07,1.889,
1974-10,1.897,
1975-01,1.909,
1975-04,1.897,
1975-07,1.909,
1975-10,1.931,
1976-01,1.948,
1976-04,1.963,
1976-07,1.992,
1976-10,1.986,
1977-01,1.972,
1977-04,1.975,
1977-07,1.980,
1977-10,1.991,
1978-01,1.996,
1978-04,1.988,
1978-07,1.991,
1978-10,1.990,
1979-01,1.992,
1979-04,1.996,
1979-07,2.005,
1979-10,2.016,
1980-01,2.017,
1980-04,2.023,
1980-07,2.036,
1980-10,2.048,
1981-01,2.069,
1981-04,2.075,
1981-07,2.102,
1981-10,2.119,
1982-01,2.126,
1982-04,2.124,
1982-07,2.155,
1982-10,2.205,
1983-01,2.224,
1983-04,2.249,
1983-07,2.282,
1983-10,2.332,
1984-01,2.291,
1984-04,2.104,
1984-07,2.166,
1984-10,2.176,
1985-01,2.216,
1985-04,2.259,
1985-07,2.320,
1985-10,2.366,
1986-01,2.406,
1986-04,2.462,
1986-07,2.505,
1986-10,2.557,
1987-01,2.604,
1987-04,2.630,
1987-07,2.679,
1987-10,2.737,
1988-01,2.794,
1988-04,2.845,
1988-07,2.901,
1988-10,2.938,
1989-01,2.975,
1989-04,3.021,
1989-07,3.124,
1989-10,3.168,
1990-01,3.206,
1990-04,3.353,
1990-07,3.406,
1990-10,3.493,
1991-01,3.643,
1991-04,3.864,
1991-07,4.311,
1991-10,4.851,
1992-01,5.432,
1992-04,5.920,
1992-07,6.491,
1992-10,6.989,
1993-01,7.496,
1993-04,7.827,
1993-07,8.272,
1993-10,8.690,
1994-01,8.960,
1994-04,9.250,
1994-07,9.629,
1994-10,10.395,
1995-01,10.607,
1995-04,10.880,
1995-07,11.328,
1995-10,11.692,
1996-01,11.941,
1996-04,12.253,
1996-07,12.391,
1996-10,12.431,
1997-01,12.468,
1997-04,12.507,
1997-07,12.493,
1997-10,12.396,
1998-01,12.359,
1998-04,12.230,
1998-07,11.939,
1998-10,12.443,
1999-01,11.684,
1999-04,11.439,
1999-07,11.143,
1999-10,10.795,
2000-01,10.480,
2000-04,9.733,
2000-07,9.579,
2000-10,9.302,
2001-01,9.150,
2001-04,8.931,
2001-07,8.793,
2001-10,8.511,
2002-01,7.973,
2002-04,7.668,
2002-07,7.704,
2002-10,7.447,
2003-01,7.070,
2003-04,7.217,
2003-07,7.133,
2003-10,6.882,
2004-01,6.743,
2004-04,6.506,
2004-07,6.641,
2004-10,3.842,
2005-01,3.794,
2005-04,3.723,
2005-07,4.091,
2005-10,3.988,
2006-01,5.768,
2006-04,5.739,
2006-07,5.703,
2006-10,5.702,
2007-01,5.588,
2007-04,5.524,
2007-07,5.508,
2007-10,5.477,
2008-01,5.352,
2008-04,5.287,
2008-07,5.264,
2008-10,5.302,
2009-01,5.203,
2009-04,5.162,
2009-07,5.141,
2009-10,5.096,
2010-01,5.016,
2010-04,4.953,
2010-07,4.909,
2010-10,4.914,
2011-01,4.860,
2011-04,4.785,
2011-07,4.567,
2011-10,4.580,
2012-01,4.519,
2012-04,4.467,
2012-07,4.373,
2012-10,4.276,
2013-01,4.186,
2013-04,4.147,
2013-07,4.139,
2013-10,5.175,
2014-01,5.394,
2014-04,5.306,
2014-07,5.293,
2014-10,5.144,
