"",BBK01.QUW723,BBK01.QUW723_FLAGS
"",Foreign branches: Short-term liabilities to foreign banks / Remaining countries in Asia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:52:18,
2001-12,22.295,
2002-01,24.076,
2002-02,25.625,
2002-03,22.235,
2002-04,21.376,
2002-05,20.631,
2002-06,18.987,
2002-07,17.826,
2002-08,18.976,
2002-09,17.298,
2002-10,17.991,
2002-11,18.561,
2002-12,16.246,
2003-01,16.851,
2003-02,18.978,
2003-03,18.602,
2003-04,20.292,
2003-05,20.741,
2003-06,17.430,
2003-07,16.930,
2003-08,15.944,
2003-09,16.777,
2003-10,14.861,
2003-11,16.342,
2003-12,14.875,
2004-01,17.388,
2004-02,17.584,
2004-03,19.105,
2004-04,17.121,
2004-05,16.404,
2004-06,17.883,
2004-07,18.533,
2004-08,18.105,
2004-09,19.050,
2004-10,18.098,
2004-11,19.306,
2004-12,18.771,
2005-01,14.847,
2005-02,13.898,
2005-03,14.309,
2005-04,15.235,
2005-05,15.992,
2005-06,14.611,
2005-07,14.071,
2005-08,14.794,
2005-09,14.632,
2005-10,19.746,
2005-11,19.522,
2005-12,18.165,
2006-01,16.165,
2006-02,19.679,
2006-03,18.230,
2006-04,17.957,
2006-05,17.511,
2006-06,17.986,
2006-07,19.063,
2006-08,18.807,
2006-09,19.189,
2006-10,23.828,
2006-11,22.610,
2006-12,22.936,
2007-01,23.898,
2007-02,24.850,
2007-03,25.850,
2007-04,27.539,
2007-05,24.868,
2007-06,21.830,
2007-07,24.743,
2007-08,21.457,
2007-09,19.909,
2007-10,22.648,
2007-11,17.189,
2007-12,27.251,
2008-01,24.775,
2008-02,24.739,
2008-03,24.936,
2008-04,23.171,
2008-05,24.960,
2008-06,22.884,
2008-07,21.177,
2008-08,23.899,
2008-09,21.972,
2008-10,25.288,
2008-11,24.158,
2008-12,19.985,
2009-01,25.989,
2009-02,26.187,
2009-03,25.620,
2009-04,26.634,
2009-05,23.576,
2009-06,19.087,
2009-07,22.022,
2009-08,22.619,
2009-09,21.014,
2009-10,25.560,
2009-11,24.966,
2009-12,21.391,
2010-01,27.410,
2010-02,20.767,
2010-03,23.303,
2010-04,23.205,
2010-05,24.321,
2010-06,21.671,
2010-07,23.445,
2010-08,23.568,
2010-09,26.096,
2010-10,28.745,
2010-11,26.023,
2010-12,27.355,
2011-01,23.297,
2011-02,28.500,
2011-03,25.957,
2011-04,26.844,
2011-05,24.994,
2011-06,24.596,
2011-07,28.101,
2011-08,32.439,
2011-09,30.376,
2011-10,31.094,
2011-11,31.567,
2011-12,34.335,
2012-01,42.704,
2012-02,47.583,
2012-03,46.208,
2012-04,47.323,
2012-05,54.399,
2012-06,47.087,
2012-07,45.455,
2012-08,46.197,
2012-09,33.297,
2012-10,36.005,
2012-11,35.585,
2012-12,28.620,
2013-01,28.689,
2013-02,24.978,
2013-03,28.293,
2013-04,30.864,
2013-05,27.662,
2013-06,23.503,
2013-07,25.720,
2013-08,23.203,
2013-09,22.569,
2013-10,29.882,
2013-11,29.410,
2013-12,22.394,
2014-01,23.827,
2014-02,22.834,
2014-03,18.794,
2014-04,19.767,
2014-05,23.492,
2014-06,21.330,
2014-07,22.272,
2014-08,27.530,
2014-09,24.313,
2014-10,27.948,
2014-11,25.370,
