"",BBDE1.M.DE.Y.BAA1.N2C120000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C120000.G.C.I10.A_FLAGS
"",Output in the production sector / Germany / 12.00 Manufacture of tobacco products / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-06 08:29:48,
1991-01,319.8,
1991-02,336.8,
1991-03,305.2,
1991-04,290.5,
1991-05,305.0,
1991-06,306.1,
1991-07,272.5,
1991-08,279.4,
1991-09,275.4,
1991-10,276.7,
1991-11,294.9,
1991-12,284.1,
1992-01,286.0,
1992-02,260.2,
1992-03,266.3,
1992-04,261.8,
1992-05,250.2,
1992-06,251.6,
1992-07,269.1,
1992-08,263.6,
1992-09,256.0,
1992-10,269.3,
1992-11,265.4,
1992-12,255.6,
1993-01,265.6,
1993-02,259.3,
1993-03,253.6,
1993-04,253.3,
1993-05,250.0,
1993-06,241.5,
1993-07,262.0,
1993-08,258.2,
1993-09,263.3,
1993-10,263.6,
1993-11,241.3,
1993-12,245.8,
1994-01,256.0,
1994-02,269.1,
1994-03,267.6,
1994-04,277.4,
1994-05,271.8,
1994-06,273.8,
1994-07,268.2,
1994-08,266.2,
1994-09,274.5,
1994-10,273.4,
1994-11,269.1,
1994-12,269.8,
1995-01,275.4,
1995-02,263.6,
1995-03,265.8,
1995-04,250.2,
1995-05,258.2,
1995-06,256.5,
1995-07,254.7,
1995-08,264.0,
1995-09,251.4,
1995-10,233.6,
1995-11,243.6,
1995-12,250.7,
1996-01,245.6,
1996-02,247.1,
1996-03,285.6,
1996-04,271.1,
1996-05,261.8,
1996-06,276.7,
1996-07,264.2,
1996-08,261.6,
1996-09,269.8,
1996-10,255.8,
1996-11,264.5,
1996-12,272.5,
1997-01,271.1,
1997-02,270.0,
1997-03,284.5,
1997-04,266.0,
1997-05,265.6,
1997-06,265.8,
1997-07,263.3,
1997-08,253.8,
1997-09,268.2,
1997-10,264.3,
1997-11,266.9,
1997-12,298.9,
1998-01,284.5,
1998-02,292.3,
1998-03,272.7,
1998-04,289.2,
1998-05,290.1,
1998-06,266.3,
1998-07,266.9,
1998-08,277.1,
1998-09,278.0,
1998-10,284.0,
1998-11,285.8,
1998-12,292.9,
1999-01,280.3,
1999-02,288.0,
1999-03,275.6,
1999-04,292.9,
1999-05,297.4,
1999-06,311.0,
1999-07,305.0,
1999-08,298.9,
1999-09,293.1,
1999-10,323.4,
1999-11,319.0,
1999-12,292.0,
2000-01,269.8,
2000-02,272.7,
2000-03,301.4,
2000-04,304.3,
2000-05,316.1,
2000-06,309.0,
2000-07,319.6,
2000-08,325.9,
2000-09,304.5,
2000-10,280.7,
2000-11,333.2,
2000-12,319.4,
2001-01,327.8,
2001-02,325.6,
2001-03,313.8,
2001-04,303.6,
2001-05,298.1,
2001-06,300.1,
2001-07,305.0,
2001-08,299.2,
2001-09,313.8,
2001-10,309.9,
2001-11,262.9,
2001-12,260.0,
2002-01,266.3,
2002-02,271.8,
2002-03,273.4,
2002-04,271.2,
2002-05,268.5,
2002-06,262.2,
2002-07,256.0,
2002-08,259.8,
2002-09,270.0,
2002-10,269.6,
2002-11,289.6,
2002-12,246.5,
2003-01,229.3,
2003-02,225.3,
2003-03,228.6,
2003-04,231.1,
2003-05,226.7,
2003-06,224.4,
2003-07,221.1,
2003-08,196.0,
2003-09,212.6,
2003-10,217.8,
2003-11,246.0,
2003-12,197.9,
2004-01,217.5,
2004-02,229.6,
2004-03,202.8,
2004-04,192.2,
2004-05,192.6,
2004-06,196.4,
2004-07,202.2,
2004-08,201.3,
2004-09,197.9,
2004-10,210.4,
2004-11,196.4,
2004-12,181.3,
2005-01,171.7,
2005-02,183.5,
2005-03,182.8,
2005-04,194.0,
2005-05,194.8,
2005-06,199.3,
2005-07,206.8,
2005-08,184.6,
2005-09,156.6,
2005-10,163.3,
2005-11,162.4,
2005-12,170.1,
2006-01,178.4,
2006-02,173.7,
2006-03,176.4,
2006-04,169.9,
2006-05,165.0,
2006-06,168.8,
2006-07,165.0,
2006-08,167.3,
2006-09,172.8,
2006-10,158.2,
2006-11,174.4,
2006-12,187.3,
2007-01,187.3,
2007-02,178.2,
2007-03,171.3,
2007-04,167.9,
2007-05,167.3,
2007-06,168.2,
2007-07,170.2,
2007-08,169.1,
2007-09,169.5,
2007-10,167.0,
2007-11,160.8,
2007-12,113.2,
2008-01,124.6,
2008-02,120.6,
2008-03,123.7,
2008-04,117.9,
2008-05,116.3,
2008-06,115.7,
2008-07,120.5,
2008-08,119.7,
2008-09,117.4,
2008-10,119.7,
2008-11,120.1,
2008-12,131.2,
2009-01,123.5,
2009-02,119.2,
2009-03,118.3,
2009-04,121.9,
2009-05,117.2,
2009-06,114.8,
2009-07,113.7,
2009-08,112.6,
2009-09,116.1,
2009-10,110.8,
2009-11,113.0,
2009-12,121.0,
2010-01,102.4,
2010-02,100.2,
2010-03,100.6,
2010-04,99.2,
2010-05,101.7,
2010-06,97.8,
2010-07,101.1,
2010-08,100.7,
2010-09,96.7,
2010-10,95.1,
2010-11,99.1,
2010-12,96.1,
2011-01,101.1,
2011-02,104.2,
2011-03,109.3,
2011-04,100.5,
2011-05,100.6,
2011-06,97.5,
2011-07,92.8,
2011-08,86.7,
2011-09,85.2,
2011-10,92.1,
2011-11,88.8,
2011-12,89.3,
2012-01,87.7,
2012-02,84.0,
2012-03,82.3,
2012-04,79.5,
2012-05,79.9,
2012-06,80.2,
2012-07,80.4,
2012-08,78.3,
2012-09,80.9,
2012-10,84.8,
2012-11,82.2,
2012-12,81.2,
2013-01,74.7,
2013-02,80.8,
2013-03,82.2,
2013-04,81.9,
2013-05,76.5,
2013-06,74.1,
2013-07,74.8,
2013-08,76.1,
2013-09,75.0,
2013-10,72.9,
2013-11,82.1,
2013-12,74.4,
2014-01,64.6,
2014-02,70.9,
2014-03,70.4,
2014-04,71.9,
2014-05,74.4,
2014-06,74.5,
2014-07,73.2,
2014-08,73.3,
2014-09,75.1,
2014-10,80.1,Provisional value
2014-11,73.7,Provisional value
2014-12,75.2,Provisional value
