"",BBDE1.M.DE.Y.AEB5.A2P320000.F.V.I10.A,BBDE1.M.DE.Y.AEB5.A2P320000.F.V.I10.A_FLAGS
"",Orders received from abroad / At current prices / Germany / Capital goods / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:14,
1991-01,38.7,
1991-02,35.7,
1991-03,38.0,
1991-04,36.7,
1991-05,37.0,
1991-06,37.9,
1991-07,38.5,
1991-08,43.3,
1991-09,37.8,
1991-10,38.3,
1991-11,38.4,
1991-12,42.1,
1992-01,37.7,
1992-02,39.3,
1992-03,39.8,
1992-04,38.0,
1992-05,36.3,
1992-06,35.9,
1992-07,36.0,
1992-08,36.7,
1992-09,36.5,
1992-10,32.0,
1992-11,35.0,
1992-12,35.6,
1993-01,34.2,
1993-02,33.9,
1993-03,33.9,
1993-04,34.0,
1993-05,35.0,
1993-06,34.5,
1993-07,33.5,
1993-08,33.7,
1993-09,37.1,
1993-10,36.3,
1993-11,37.1,
1993-12,39.0,
1994-01,34.1,
1994-02,35.6,
1994-03,39.7,
1994-04,38.7,
1994-05,37.2,
1994-06,40.2,
1994-07,38.0,
1994-08,37.3,
1994-09,40.1,
1994-10,41.2,
1994-11,41.7,
1994-12,42.9,
1995-01,38.5,
1995-02,40.1,
1995-03,40.8,
1995-04,37.4,
1995-05,38.5,
1995-06,38.3,
1995-07,39.6,
1995-08,38.2,
1995-09,39.6,
1995-10,37.6,
1995-11,39.0,
1995-12,41.2,
1996-01,38.2,
1996-02,40.3,
1996-03,42.3,
1996-04,41.9,
1996-05,43.2,
1996-06,40.8,
1996-07,44.0,
1996-08,43.2,
1996-09,41.5,
1996-10,44.8,
1996-11,44.3,
1996-12,43.6,
1997-01,45.6,
1997-02,44.9,
1997-03,47.5,
1997-04,50.1,
1997-05,47.1,
1997-06,48.3,
1997-07,48.2,
1997-08,51.1,
1997-09,52.4,
1997-10,50.2,
1997-11,49.0,
1997-12,51.7,
1998-01,50.6,
1998-02,51.9,
1998-03,54.1,
1998-04,55.2,
1998-05,53.2,
1998-06,51.9,
1998-07,52.7,
1998-08,50.6,
1998-09,53.9,
1998-10,52.0,
1998-11,48.9,
1998-12,56.0,
1999-01,48.9,
1999-02,53.2,
1999-03,52.3,
1999-04,54.7,
1999-05,52.3,
1999-06,56.0,
1999-07,55.5,
1999-08,61.7,
1999-09,60.2,
1999-10,58.1,
1999-11,60.3,
1999-12,60.5,
2000-01,58.7,
2000-02,63.1,
2000-03,67.2,
2000-04,65.3,
2000-05,66.7,
2000-06,67.6,
2000-07,70.4,
2000-08,69.0,
2000-09,69.9,
2000-10,72.7,
2000-11,73.2,
2000-12,76.0,
2001-01,70.1,
2001-02,72.6,
2001-03,70.1,
2001-04,66.9,
2001-05,71.6,
2001-06,73.5,
2001-07,68.9,
2001-08,68.3,
2001-09,67.3,
2001-10,65.7,
2001-11,67.8,
2001-12,71.4,
2002-01,68.8,
2002-02,68.2,
2002-03,72.0,
2002-04,70.4,
2002-05,79.4,
2002-06,73.7,
2002-07,72.1,
2002-08,76.3,
2002-09,72.2,
2002-10,72.6,
2002-11,74.3,
2002-12,68.4,
2003-01,73.5,
2003-02,71.3,
2003-03,71.1,
2003-04,71.8,
2003-05,67.6,
2003-06,73.8,
2003-07,71.1,
2003-08,73.7,
2003-09,73.9,
2003-10,73.6,
2003-11,73.8,
2003-12,77.4,
2004-01,74.2,
2004-02,72.8,
2004-03,77.0,
2004-04,78.8,
2004-05,81.8,
2004-06,79.7,
2004-07,81.1,
2004-08,77.5,
2004-09,81.9,
2004-10,78.3,
2004-11,77.0,
2004-12,86.4,
2005-01,83.1,
2005-02,80.4,
2005-03,84.1,
2005-04,81.8,
2005-05,83.6,
2005-06,86.2,
2005-07,89.7,
2005-08,86.0,
2005-09,92.1,
2005-10,93.9,
2005-11,96.3,
2005-12,93.8,
2006-01,97.5,
2006-02,95.9,
2006-03,94.8,
2006-04,98.4,
2006-05,96.2,
2006-06,93.6,
2006-07,100.1,
2006-08,104.3,
2006-09,96.0,
2006-10,98.6,
2006-11,98.9,
2006-12,101.7,
2007-01,104.1,
2007-02,110.8,
2007-03,106.7,
2007-04,107.6,
2007-05,113.0,
2007-06,120.0,
2007-07,110.2,
2007-08,111.9,
2007-09,110.3,
2007-10,119.3,
2007-11,121.0,
2007-12,118.1,
2008-01,117.1,
2008-02,119.0,
2008-03,114.8,
2008-04,116.1,
2008-05,111.6,
2008-06,102.8,
2008-07,105.0,
2008-08,106.6,
2008-09,95.5,
2008-10,86.5,
2008-11,82.3,
2008-12,74.1,
2009-01,63.4,
2009-02,64.6,
2009-03,70.3,
2009-04,66.8,
2009-05,69.5,
2009-06,74.9,
2009-07,74.4,
2009-08,76.3,
2009-09,84.8,
2009-10,78.1,
2009-11,83.5,
2009-12,82.0,
2010-01,84.5,
2010-02,85.2,
2010-03,91.7,
2010-04,95.3,
2010-05,97.5,
2010-06,102.8,
2010-07,100.6,
2010-08,108.6,
2010-09,103.0,
2010-10,102.3,
2010-11,115.7,
2010-12,108.1,
2011-01,112.4,
2011-02,114.0,
2011-03,107.8,
2011-04,113.0,
2011-05,108.0,
2011-06,123.5,
2011-07,111.1,
2011-08,112.6,
2011-09,106.5,
2011-10,113.8,
2011-11,105.1,
2011-12,109.9,
2012-01,105.0,
2012-02,107.3,
2012-03,115.6,
2012-04,110.8,
2012-05,113.1,
2012-06,110.9,
2012-07,112.4,
2012-08,112.2,
2012-09,108.5,
2012-10,117.8,
2012-11,110.6,
2012-12,113.7,
2013-01,110.9,
