"",BBK01.PC3674,BBK01.PC3674_FLAGS
"",Other loans to domestic employees and other individuals / Long-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:27:08,
1985-10,2.395,
1986-01,2.412,
1986-04,2.471,
1986-07,2.548,
1986-10,2.595,
1987-01,2.623,
1987-04,2.713,
1987-07,2.760,
1987-10,2.792,
1988-01,2.839,
1988-04,2.882,
1988-07,2.954,
1988-10,2.951,
1989-01,2.984,
1989-04,3.074,
1989-07,3.125,
1989-10,3.167,
1990-01,3.276,
1990-04,3.407,
1990-07,3.498,
1990-10,3.483,
1991-01,3.672,
1991-04,3.884,
1991-07,4.087,
1991-10,4.051,
1992-01,4.215,
1992-04,4.293,
1992-07,4.561,
1992-10,5.502,
1993-01,5.566,
1993-04,5.732,
1993-07,5.838,
1993-10,5.757,
1994-01,6.467,
1994-04,6.605,
1994-07,6.817,
1994-10,6.789,
1995-01,6.843,
1995-04,6.942,
1995-07,7.015,
1995-10,7.020,
1996-01,7.324,
1996-04,7.528,
1996-07,7.652,
1996-10,7.790,
1997-01,7.908,
1997-04,8.404,
1997-07,8.119,
1997-10,8.122,
1998-01,8.322,
1998-04,8.398,
1998-07,8.559,
1998-10,8.598,
1999-01,6.068,
1999-04,6.377,
1999-07,6.501,
1999-10,6.628,
2000-01,6.860,
2000-04,7.083,
2000-07,7.354,
2000-10,7.766,
2001-01,8.439,
2001-04,8.986,
2001-07,9.518,
2001-10,9.610,
2002-01,9.755,
2002-04,11.603,
2002-07,12.283,
2002-10,12.162,
2003-01,13.161,
2003-04,13.583,
2003-07,13.670,
2003-10,13.830,
2004-01,14.224,
2004-04,14.872,
2004-07,15.387,
2004-10,15.812,
2005-01,16.251,
2005-04,17.417,
2005-07,17.903,
2005-10,23.104,
2006-01,23.638,
2006-04,24.069,
2006-07,24.533,
2006-10,24.583,
2007-01,24.481,
2007-04,24.887,
2007-07,25.587,
2007-10,25.142,
2008-01,25.332,
2008-04,25.651,
2008-07,25.881,
2008-10,25.894,
2009-01,27.935,
2009-04,28.791,
2009-07,28.031,
2009-10,27.725,
2010-01,27.129,
2010-04,26.453,
2010-07,26.481,
2010-10,26.347,
2011-01,26.683,
2011-04,26.997,
2011-07,27.252,
2011-10,27.390,
2012-01,27.342,
2012-04,27.365,
2012-07,27.561,
2012-10,27.406,
2013-01,27.490,
2013-04,27.729,
2013-07,27.676,
2013-10,27.840,
2014-01,28.361,
2014-04,29.877,
2014-07,29.590,
2014-10,30.064,
