"",BBK01.BQ3414,BBK01.BQ3414_FLAGS
"",Local government debt (Germany as a whole) - bonds,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:52,
1991-01,76.7,
1991-04,76.7,
1991-07,76.7,
1991-10,76.7,
1992-01,76.7,
1992-04,76.7,
1992-07,76.7,
1992-10,76.7,
1993-01,76.7,
1993-04,76.7,
1993-07,-,Nothing exists
1993-10,153.4,
1994-01,204.5,
1994-04,204.5,
1994-07,204.5,
1994-10,255.6,
1995-01,460.2,
1995-04,460.2,
1995-07,460.2,
1995-10,715.8,
1996-01,766.9,
1996-04,859.0,
1996-07,859.0,
1996-10,859.0,
1997-01,859.0,
1997-04,884.5,
1997-07,884.5,
1997-10,884.5,
1998-01,884.5,
1998-04,884.5,
1998-07,884.5,
1998-10,915.2,
1999-01,1015.4,
1999-04,1015.4,
1999-07,1015.4,
1999-10,1015.4,
2000-01,1015.4,
2000-04,1015.4,
2000-07,1015.4,
2000-10,1015.4,
2001-01,1015.4,
2001-04,1015.4,
2001-07,1015.4,
2001-10,913.2,
2002-01,913.2,
2002-04,913.2,
2002-07,913.2,
2002-10,913.2,
2003-01,862.0,
2003-04,862.0,
2003-07,862.0,
2003-10,733.9,
2004-01,862.9,
2004-04,837.7,
2004-07,786.5,
2004-10,811.9,
2005-01,721.6,
2005-04,721.6,
2005-07,721.6,
2005-10,465.9,
2006-01,465.9,
2006-04,260.3,
2006-07,260.3,
2006-10,256.3,
2007-01,256.3,
2007-04,256.3,
2007-07,255.8,
2007-10,255.8,
2008-01,255.8,
2008-04,255.8,
2008-07,255.8,
2008-10,214.2,
2009-01,114.2,
2009-04,114.2,
2009-07,114.2,
2009-10,219.3,
2010-01,505.0,
2010-04,505.0,
2010-07,505.0,
2010-10,375.3,
2011-01,375.3,
2011-04,375.3,
2011-07,375.3,
2011-10,380.9,
2012-01,380.9,
2012-04,380.9,
2012-07,380.9,
2012-10,423.0,
2013-01,423.0,
2013-04,523.0,
2013-07,523.0,
2013-10,645.9,
2014-01,1045.9,Provisional value
2014-04,1045.9,Provisional value
2014-07,1045.9,Provisional value
