"",BBK01.PC3731,BBK01.PC3731_FLAGS
"","Lending to agriculture, hunting and forestry, fishing and fish farming / Foreign banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:32:00,
1985-10,0.075,
1986-01,0.071,
1986-04,0.093,
1986-07,0.093,
1986-10,0.072,
1987-01,0.081,
1987-04,0.078,
1987-07,0.074,
1987-10,0.089,
1988-01,0.089,
1988-04,0.101,
1988-07,0.116,
1988-10,0.137,
1989-01,0.112,
1989-04,0.139,
1989-07,0.113,
1989-10,0.120,
1990-01,0.130,
1990-04,0.120,
1990-07,0.135,
1990-10,0.142,
1991-01,0.198,
1991-04,0.213,
1991-07,0.221,
1991-10,0.280,
1992-01,0.307,
1992-04,0.312,
1992-07,0.354,
1992-10,0.441,
1993-01,0.440,
1993-04,0.360,
1993-07,0.404,
1993-10,0.330,
1994-01,0.315,
1994-04,0.329,
1994-07,0.439,
1994-10,0.582,
1995-01,0.606,
1995-04,0.600,
1995-07,0.639,
1995-10,0.639,
1996-01,0.628,
1996-04,0.638,
1996-07,0.695,
1996-10,0.681,
1997-01,0.677,
1997-04,0.712,
1997-07,0.740,
1997-10,0.745,
1998-01,0.753,
1998-04,0.802,
1998-07,0.860,
1998-10,0.896,
1999-01,0.476,
1999-04,0.506,
1999-07,0.505,
1999-10,0.482,
2000-01,0.478,
2000-04,0.564,
2000-07,0.714,
2000-10,0.672,
2001-01,0.479,
2001-04,0.598,
2001-07,0.704,
2001-10,0.619,
2002-01,0.712,
2002-04,0.756,
2002-07,0.862,
2002-10,0.810,
2003-01,0.818,
2003-04,0.825,
2003-07,0.853,
2003-10,0.849,
2004-01,0.829,
2004-04,0.860,
2004-07,0.920,
2004-10,0.946,
2005-01,0.952,
2005-04,0.976,
2005-07,1.065,
2005-10,1.741,
2006-01,1.795,
2006-04,1.784,
2006-07,1.865,
2006-10,1.892,
2007-01,1.857,
2007-04,1.858,
2007-07,1.926,
2007-10,2.114,
2008-01,2.128,
2008-04,2.116,
2008-07,2.241,
2008-10,2.225,
2009-01,2.167,
2009-04,2.132,
2009-07,2.150,
2009-10,2.187,
2010-01,2.631,
2010-04,2.668,
2010-07,2.761,
2010-10,2.908,
2011-01,2.850,
2011-04,2.895,
2011-07,3.069,
2011-10,3.119,
2012-01,3.119,
2012-04,3.168,
2012-07,3.259,
2012-10,3.291,
2013-01,3.207,
2013-04,3.301,
2013-07,3.372,
2013-10,3.393,
2014-01,3.390,
2014-04,3.447,
2014-07,3.558,
2014-10,3.591,
