"",BBK01.SUD251,BBK01.SUD251_FLAGS
"",New business (volumes) of German banks / Loans to non-financial corporations over EUR 1 million with an initial rate fixation of over 1 and up to 3 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:46,
2010-06,699,
2010-07,875,
2010-08,562,
2010-09,669,
2010-10,870,
2010-11,913,
2010-12,1876,
2011-01,1098,
2011-02,606,
2011-03,1000,
2011-04,1234,
2011-05,507,
2011-06,1250,
2011-07,1030,
2011-08,718,
2011-09,2134,
2011-10,810,
2011-11,511,
2011-12,1343,
2012-01,831,
2012-02,375,
2012-03,793,
2012-04,901,
2012-05,734,
2012-06,1125,
2012-07,1154,
2012-08,667,
2012-09,724,
2012-10,621,
2012-11,694,
2012-12,2506,
2013-01,369,
2013-02,325,
2013-03,867,
2013-04,622,
2013-05,590,
2013-06,1120,
2013-07,764,
2013-08,529,
2013-09,645,
2013-10,892,
2013-11,585,
2013-12,1650,
2014-01,745,
2014-02,429,
2014-03,537,
2014-04,574,
2014-05,680,
2014-06,1085,
2014-07,658,
2014-08,771,
2014-09,857,
2014-10,709,
2014-11,662,
2014-12,1757,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. p = Provisional,
