"",BBK01.OUL166,BBK01.OUL166_FLAGS
"",Savings deposits of domestic enterprises / At three months' notice / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:10:43,
1968-12,0.081,
1969-01,0.065,
1969-02,0.075,
1969-03,0.082,
1969-04,0.077,
1969-05,0.074,
1969-06,0.074,
1969-07,0.076,
1969-08,0.077,
1969-09,0.072,
1969-10,0.067,
1969-11,0.067,
1969-12,0.095,
1970-01,0.080,
1970-02,0.085,
1970-03,0.083,
1970-04,0.077,
1970-05,0.078,
1970-06,0.079,
1970-07,0.069,
1970-08,0.070,
1970-09,0.067,
1970-10,0.062,
1970-11,0.059,
1970-12,0.096,
1971-01,0.087,
1971-02,0.090,
1971-03,0.087,
1971-04,0.090,
1971-05,0.092,
1971-06,0.098,
1971-07,0.107,
1971-08,0.106,
1971-09,0.106,
1971-10,0.101,
1971-11,0.099,
1971-12,0.122,
1972-01,0.197,
1972-02,0.202,
1972-03,0.199,
1972-04,0.199,
1972-05,0.200,
1972-06,0.201,
1972-07,0.203,
1972-08,0.210,
1972-09,0.209,
1972-10,0.207,
1972-11,0.219,
1972-12,0.230,
1973-01,0.240,
1973-02,0.242,
1973-03,0.245,
1973-04,0.245,
1973-05,0.247,
1973-06,0.245,
1973-07,0.240,
1973-08,0.232,
1973-09,0.231,
1973-10,0.234,
1973-11,0.230,
1973-12,0.286,
1974-01,0.301,
1974-02,0.297,
1974-03,0.291,
1974-04,0.281,
1974-05,0.290,
1974-06,0.290,
1974-07,0.295,
1974-08,0.296,
1974-09,0.290,
1974-10,0.282,
1974-11,0.290,
1974-12,0.299,
1975-01,0.291,
1975-02,0.299,
1975-03,0.309,
1975-04,0.323,
1975-05,0.334,
1975-06,0.342,
1975-07,0.345,
1975-08,0.351,
1975-09,0.352,
1975-10,0.364,
1975-11,0.370,
1975-12,0.370,
1976-01,0.371,
1976-02,0.376,
1976-03,0.370,
1976-04,0.377,
1976-05,0.374,
1976-06,0.384,
1976-07,0.387,
1976-08,0.388,
1976-09,0.391,
1976-10,0.396,
1976-11,0.396,
1976-12,0.413,
1977-01,0.426,
1977-02,0.425,
1977-03,0.422,
1977-04,0.422,
1977-05,0.420,
1977-06,0.423,
1977-07,0.440,
1977-08,0.449,
1977-09,0.447,
1977-10,0.444,
1977-11,0.454,
1977-12,0.468,
1978-01,0.480,
1978-02,0.483,
1978-03,0.477,
1978-04,0.475,
1978-05,0.473,
1978-06,0.498,
1978-07,0.508,
1978-08,0.509,
1978-09,0.510,
1978-10,0.518,
1978-11,0.513,
1978-12,0.531,
1979-01,0.545,
1979-02,0.540,
