"",BBK01.PC3695,BBK01.PC3695_FLAGS
"",Mortgage loans to domestic enterprises and resident individuals secured by residential real estate / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:21:15,
1985-10,0.287,
1986-01,0.293,
1986-04,0.301,
1986-07,0.304,
1986-10,0.318,
1987-01,0.313,
1987-04,0.313,
1987-07,0.335,
1987-10,0.344,
1988-01,0.357,
1988-04,0.370,
1988-07,0.397,
1988-10,0.416,
1989-01,0.435,
1989-04,0.466,
1989-07,0.549,
1989-10,0.620,
1990-01,0.670,
1990-04,0.718,
1990-07,0.732,
1990-10,0.752,
1991-01,0.785,
1991-04,0.803,
1991-07,0.836,
1991-10,0.854,
1992-01,0.867,
1992-04,0.919,
1992-07,0.945,
1992-10,2.497,
1993-01,2.479,
1993-04,2.602,
1993-07,2.714,
1993-10,3.142,
1994-01,3.251,
1994-04,3.460,
1994-07,4.508,
1994-10,4.886,
1995-01,5.044,
1995-04,5.105,
1995-07,5.270,
1995-10,5.490,
1996-01,5.606,
1996-04,5.706,
1996-07,5.850,
1996-10,6.070,
1997-01,6.196,
1997-04,6.382,
1997-07,6.482,
1997-10,6.687,
1998-01,6.753,
1998-04,6.870,
1998-07,6.780,
1998-10,7.069,
1999-01,6.944,
1999-04,7.173,
1999-07,7.458,
1999-10,7.833,
2000-01,7.988,
2000-04,8.123,
2000-07,8.253,
2000-10,8.510,
2001-01,8.780,
2001-04,8.743,
2001-07,8.758,
2001-10,8.833,
2002-01,9.011,
2002-04,13.243,
2002-07,15.314,
2002-10,15.574,
2003-01,15.613,
2003-04,15.820,
2003-07,15.972,
2003-10,16.371,
2004-01,16.514,
2004-04,17.091,
2004-07,16.557,
2004-10,18.097,
2005-01,18.630,
2005-04,20.154,
2005-07,24.553,
2005-10,93.498,
2006-01,93.921,
2006-04,93.767,
2006-07,94.696,
2006-10,94.515,
2007-01,94.202,
2007-04,93.394,
2007-07,93.241,
2007-10,97.090,
2008-01,95.324,
2008-04,96.020,
2008-07,95.567,
2008-10,94.802,
2009-01,92.262,
2009-04,91.745,
2009-07,90.666,
2009-10,90.262,
2010-01,89.579,
2010-04,89.544,
2010-07,89.478,
2010-10,89.996,
2011-01,90.186,
2011-04,90.736,
2011-07,91.245,
2011-10,93.160,
2012-01,93.542,
2012-04,94.308,
2012-07,94.644,
2012-10,94.791,
2013-01,94.377,
2013-04,94.098,
2013-07,94.788,
2013-10,95.073,
2014-01,95.228,
2014-04,96.539,
2014-07,96.824,
2014-10,95.787,
