"",BBK01.TVD432,BBK01.TVD432_FLAGS
"",Deposits of non-banks in the euro area / in the home country / Overnight / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:09,
1980-01,0,
1980-02,458,
1980-03,-599,
1980-04,512,
1980-05,1765,
1980-06,1461,
1980-07,-1116,
1980-08,-265,
1980-09,1244,
1980-10,-11,
1980-11,10321,
1980-12,-5034,
1981-01,-4858,
1981-02,145,
1981-03,-2900,
1981-04,-202,
1981-05,2097,
1981-06,2356,
1981-07,-3014,
1981-08,1138,
1981-09,-1608,
1981-10,-316,
1981-11,10244,
1981-12,-5068,
1982-01,-3728,
1982-02,532,
1982-03,-1333,
1982-04,589,
1982-05,2683,
1982-06,2553,
1982-07,-2191,
1982-08,216,
1982-09,26,
1982-10,352,
1982-11,10266,
1982-12,-3715,
1983-01,-1545,
1983-02,1021,
1983-03,-2381,
1983-04,2624,
1983-05,2753,
1983-06,1897,
1983-07,-874,
1983-08,-630,
1983-09,-2090,
1983-10,2262,
1983-11,8496,
1983-12,-4178,
1984-01,-4439,
1984-02,-525,
1984-03,-2524,
1984-04,3805,
1984-05,-464,
1984-06,283,
1984-07,-29,
1984-08,-1932,
1984-09,1212,
1984-10,301,
1984-11,8548,
1984-12,2949,
1985-01,-8922,
1985-02,-275,
1985-03,-2390,
1985-04,1367,
1985-05,690,
1985-06,1866,
1985-07,81,
1985-08,-528,
1985-09,2410,
1985-10,677,
1985-11,8676,
1985-12,1427,
1986-01,-9177,
1986-02,397,
1986-03,807,
1986-04,2168,
1986-05,1220,
1986-06,3330,
1986-07,-1612,
1986-08,-381,
1986-09,2229,
1986-10,-231,
1986-11,11377,
1986-12,-645,
1987-01,-8789,
1987-02,650,
1987-03,-140,
1987-04,1398,
1987-05,3117,
1987-06,4067,
1987-07,-2933,
1987-08,3303,
1987-09,-1929,
1987-10,1259,
1987-11,12821,
1987-12,-6025,
1988-01,-6224,
1988-02,4396,
1988-03,-5095,
1988-04,3651,
1988-05,5077,
1988-06,2411,
1988-07,-1532,
1988-08,40,
1988-09,-2666,
1988-10,3972,
1988-11,11346,
1988-12,-3596,
1989-01,-5327,
1989-02,785,
1989-03,-4480,
1989-04,783,
1989-05,2529,
1989-06,522,
1989-07,2267,
1989-08,-2669,
