"",BBK01.PQA360,BBK01.PQA360_FLAGS
"",Lending to domestic self-employed persons / Medium-term / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:24:11,
1968-10,1.930,
1969-01,1.948,
1969-04,2.031,
1969-07,2.058,
1969-10,2.206,
1970-01,2.278,
1970-04,2.393,
1970-07,2.552,
1970-10,2.713,
1971-01,2.806,
1971-04,2.975,
1971-07,3.196,
1971-10,3.397,
1972-01,3.420,
1972-04,3.622,
1972-07,3.831,
1972-10,4.164,
1973-01,4.417,
1973-04,4.678,
1973-07,4.681,
1973-10,4.725,
1974-01,4.624,
1974-04,4.622,
1974-07,4.668,
1974-10,4.657,
1975-01,4.465,
1975-04,4.476,
1975-07,4.535,
1975-10,4.700,
1976-01,4.738,
1976-04,5.021,
1976-07,5.239,
1976-10,5.555,
1977-01,5.562,
1977-04,5.839,
1977-07,6.023,
1977-10,6.282,
1978-01,6.295,
1978-04,6.567,
1978-07,6.792,
1978-10,7.136,
1979-01,7.165,
1979-04,7.443,
1979-07,7.655,
1979-10,7.915,
1980-01,7.863,
1980-04,8.006,
1980-07,8.110,
1980-10,8.479,
1981-01,8.693,
1981-04,8.900,
1981-07,9.214,
1981-10,9.942,
1982-01,10.095,
1982-04,10.581,
1982-07,11.024,
1982-10,11.603,
1983-01,11.702,
1983-04,11.917,
1983-07,12.252,
1983-10,12.831,
1984-01,12.824,
1984-04,12.952,
1984-07,12.947,
1984-10,12.798,
1985-01,12.541,
1985-04,12.382,
1985-07,12.243,
1985-10,12.483,
1986-01,12.204,
1986-04,12.099,
1986-07,11.941,
1986-10,11.759,
1987-01,11.415,
1987-04,11.326,
1987-07,11.456,
1987-10,11.503,
1988-01,11.351,
1988-04,11.401,
1988-07,11.482,
1988-10,11.667,
1989-01,11.537,
1989-04,11.776,
1989-07,11.751,
1989-10,12.215,
1990-01,12.662,
1990-04,13.037,
1990-07,13.662,
1990-10,14.669,
1991-01,15.125,
1991-04,16.067,
1991-07,16.989,
1991-10,18.028,
1992-01,18.418,
1992-04,19.077,
1992-07,19.805,
1992-10,20.502,
1993-01,20.570,
1993-04,20.907,
1993-07,21.016,
1993-10,20.950,
1994-01,20.377,
1994-04,19.880,
1994-07,19.922,
1994-10,20.524,
1995-01,20.334,
1995-04,20.682,
1995-07,20.716,
1995-10,20.921,
1996-01,20.590,
1996-04,20.569,
1996-07,20.837,
1996-10,21.045,
1997-01,20.853,
1997-04,20.953,
1997-07,20.837,
1997-10,20.561,
1998-01,20.096,
1998-04,19.939,
1998-07,19.928,
1998-10,18.804,
1999-01,36.090,
1999-04,36.452,
1999-07,35.703,
1999-10,33.295,
2000-01,32.982,
2000-04,32.950,
2000-07,33.298,
2000-10,33.132,
2001-01,32.624,
2001-04,32.368,
2001-07,31.732,
2001-10,31.240,
2002-01,30.699,
2002-04,31.649,
2002-07,31.331,
2002-10,31.209,
2003-01,31.418,
2003-04,30.991,
2003-07,30.814,
2003-10,30.378,
2004-01,29.577,
2004-04,30.012,
2004-07,29.976,
2004-10,29.563,
2005-01,29.156,
2005-04,30.460,
2005-07,30.239,
2005-10,29.811,
2006-01,29.302,
2006-04,28.793,
2006-07,28.552,
2006-10,27.706,
2007-01,27.494,
2007-04,27.408,
2007-07,27.521,
2007-10,27.375,
2008-01,27.024,
2008-04,27.076,
2008-07,26.814,
2008-10,26.687,
2009-01,26.474,
2009-04,26.814,
2009-07,27.225,
2009-10,27.604,
2010-01,27.447,
2010-04,27.799,
2010-07,28.022,
2010-10,28.127,
2011-01,28.014,
2011-04,28.238,
2011-07,30.846,
2011-10,31.153,
2012-01,31.327,
2012-04,31.949,
2012-07,32.039,
2012-10,32.212,
2013-01,31.873,
2013-04,31.988,
2013-07,32.240,
2013-10,32.233,
2014-01,32.101,
2014-04,31.699,
2014-07,32.034,
2014-10,32.009,
