"",BBK01.OUZ517,BBK01.OUZ517_FLAGS
"","Balances with central banks, total, Regional institutions of credit cooperatives and Credit cooperatives",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:57:10,
1999-01,8.763,
1999-02,7.204,
1999-03,7.248,
1999-04,7.553,
1999-05,7.507,
1999-06,7.187,
1999-07,7.808,
1999-08,7.852,
1999-09,6.851,
1999-10,7.356,
1999-11,8.479,
1999-12,7.586,
2000-01,7.693,
2000-02,7.647,
2000-03,7.392,
2000-04,8.217,
2000-05,7.262,
2000-06,7.297,
2000-07,7.950,
2000-08,8.148,
2000-09,8.853,
2000-10,8.362,
2000-11,8.435,
2000-12,8.373,
2001-01,8.138,
2001-02,7.932,
2001-03,7.765,
2001-04,8.455,
2001-05,9.171,
2001-06,9.213,
2001-07,8.427,
2001-08,9.095,
2001-09,9.547,
2001-10,7.650,
2001-11,14.181,
2001-12,11.663,
2002-01,9.324,
2002-02,8.925,
2002-03,7.622,
2002-04,7.666,
2002-05,8.543,
2002-06,9.009,
2002-07,8.539,
2002-08,8.341,
2002-09,8.636,
2002-10,8.151,
2002-11,7.757,
2002-12,8.745,
2003-01,8.735,
2003-02,7.847,
2003-03,7.490,
2003-04,8.714,
2003-05,9.631,
2003-06,8.410,
2003-07,9.431,
2003-08,9.338,
2003-09,8.004,
2003-10,9.428,
2003-11,9.058,
2003-12,9.019,
2004-01,9.030,
2004-02,7.686,
2004-03,7.521,
2004-04,8.600,
2004-05,8.224,
2004-06,7.896,
2004-07,8.633,
2004-08,7.982,
2004-09,8.101,
2004-10,7.521,
2004-11,8.758,
2004-12,8.741,
2005-01,7.970,
2005-02,10.120,
2005-03,9.391,
2005-04,8.998,
2005-05,8.972,
2005-06,7.987,
2005-07,9.033,
2005-08,8.938,
2005-09,8.453,
2005-10,8.240,
2005-11,8.764,
2005-12,8.243,
2006-01,9.221,
2006-02,7.995,
2006-03,8.304,
2006-04,8.434,
2006-05,8.764,
2006-06,8.964,
2006-07,8.627,
2006-08,8.053,
2006-09,8.457,
2006-10,9.324,
2006-11,8.813,
2006-12,9.569,
2007-01,8.494,
2007-02,8.416,
2007-03,8.775,
2007-04,9.469,
2007-05,8.887,
2007-06,8.611,
2007-07,8.809,
2007-08,8.952,
2007-09,7.886,
2007-10,7.978,
2007-11,9.415,
2007-12,9.767,
2008-01,9.374,
2008-02,8.681,
2008-03,9.055,
2008-04,9.453,
2008-05,9.841,
2008-06,9.603,
2008-07,8.566,
2008-08,9.817,
2008-09,10.917,
2008-10,8.828,
2008-11,11.401,
2008-12,10.598,
2009-01,10.582,
2009-02,10.108,
2009-03,9.613,
2009-04,9.982,
2009-05,10.665,
2009-06,10.815,
2009-07,9.356,
2009-08,10.016,
2009-09,10.148,
2009-10,11.393,
2009-11,9.813,
2009-12,9.758,
2010-01,10.298,
2010-02,10.165,
2010-03,9.456,
2010-04,10.549,
2010-05,9.862,
2010-06,13.295,
2010-07,10.810,
2010-08,10.034,
2010-09,9.325,
2010-10,11.114,
2010-11,10.135,
2010-12,10.252,
2011-01,10.365,
2011-02,11.053,
2011-03,9.495,
2011-04,10.831,
2011-05,11.321,
2011-06,9.279,
2011-07,10.778,
2011-08,10.604,
2011-09,10.640,
2011-10,10.930,
2011-11,11.274,
2011-12,12.474,
2012-01,6.670,
2012-02,6.604,
2012-03,5.938,
2012-04,6.838,
2012-05,7.288,
2012-06,6.276,
2012-07,8.417,
2012-08,5.871,
2012-09,7.615,
2012-10,10.643,
2012-11,8.246,
2012-12,6.602,
2013-01,7.064,
2013-02,6.130,
2013-03,6.117,
2013-04,6.585,
2013-05,7.958,
2013-06,6.344,
2013-07,7.327,
2013-08,5.893,
2013-09,6.025,
2013-10,5.859,
2013-11,6.555,
2013-12,6.606,
2014-01,7.210,
2014-02,5.878,
2014-03,5.206,
2014-04,7.781,
2014-05,7.206,
2014-06,6.068,
2014-07,6.129,
2014-08,5.265,
2014-09,5.438,
2014-10,6.780,
2014-11,6.192,
