"",BBK01.OEAF35N,BBK01.OEAF35N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:08:50,
2002-01,29.923,
2002-04,30.756,
2002-07,31.470,
2002-10,31.456,
2003-01,30.801,
2003-04,32.047,
2003-07,32.274,
2003-10,32.580,
2004-01,32.274,
2004-04,32.942,
2004-07,33.097,
2004-10,32.179,
2005-01,32.207,
2005-04,33.293,
2005-07,32.421,
2005-10,32.526,
2006-01,31.884,
2006-04,31.906,
2006-07,32.018,
2006-10,31.968,
2007-01,31.825,
2007-04,32.016,
2007-07,32.311,
2007-10,32.329,
2008-01,32.606,
2008-04,32.800,
2008-07,33.234,
2008-10,33.346,
2009-01,32.964,
2009-04,33.325,
2009-07,33.017,
2009-10,36.984,
2010-01,33.211,
2010-04,32.577,
2010-07,32.455,
2010-10,32.576,
2011-01,32.617,
2011-04,32.885,
2011-07,33.432,
2011-10,33.374,
2012-01,33.491,
2012-04,33.202,
2012-07,33.161,
2012-10,32.805,
2013-01,32.658,
2013-04,32.765,
2013-07,32.674,
2013-10,32.855,
2014-01,33.119,
2014-04,33.207,
2014-07,33.379,
