"",BBK01.QUF829,BBK01.QUF829_FLAGS
"","All foreign subsidiaries: Liabilities to non-residents, total / Cyprus / US Dollars",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:16:50,
2004-12,0.113,
2005-01,0.116,
2005-02,0.113,
2005-03,0.182,
2005-04,0.302,
2005-05,0.245,
2005-06,0.220,
2005-07,0.213,
2005-08,0.201,
2005-09,0.148,
2005-10,0.207,
2005-11,0.219,
2005-12,0.210,
2006-01,0.189,
2006-02,0.336,
2006-03,0.193,
2006-04,0.238,
2006-05,0.302,
2006-06,0.257,
2006-07,0.280,
2006-08,0.480,
2006-09,0.201,
2006-10,0.246,
2006-11,0.135,
2006-12,0.233,
2007-01,0.193,
2007-02,0.124,
2007-03,0.103,
2007-04,0.092,
2007-05,0.077,
2007-06,0.085,
2007-07,0.095,
2007-08,0.081,
2007-09,0.096,
2007-10,0.098,
2007-11,0.108,
2007-12,0.155,
2008-01,0.111,
2008-02,0.078,
2008-03,0.075,
2008-04,0.291,
2008-05,0.087,
2008-06,0.075,
2008-07,0.089,
2008-08,0.088,
2008-09,0.165,
2008-10,0.431,
2008-11,0.426,
2008-12,0.693,
2009-01,0.484,
2009-02,0.652,
2009-03,0.138,
2009-04,0.229,
2009-05,0.329,
2009-06,0.102,
2009-07,0.202,
2009-08,0.152,
2009-09,0.124,
2009-10,0.113,
2009-11,0.107,
2009-12,0.076,
2010-01,0.080,
2010-02,0.074,
2010-03,0.074,
2010-04,0.135,
2010-05,0.144,
2010-06,0.204,
2010-07,0.211,
2010-08,0.381,
2010-09,0.579,
2010-10,0.474,
2010-11,0.472,
2010-12,0.157,
2011-01,0.111,
2011-02,0.185,
2011-03,0.192,
2011-04,0.180,
2011-05,0.177,
2011-06,0.193,
2011-07,0.149,
2011-08,0.171,
2011-09,0.216,
2011-10,0.140,
2011-11,0.179,
2011-12,0.189,
2012-01,0.182,
2012-02,0.211,
2012-03,0.210,
2012-04,0.215,
2012-05,0.205,
2012-06,0.202,
2012-07,0.236,
2012-08,0.256,
2012-09,0.309,
2012-10,0.310,
2012-11,0.241,
2012-12,0.326,
2013-01,0.232,
2013-02,0.266,
2013-03,0.550,
2013-04,0.392,
2013-05,0.303,
2013-06,0.306,
2013-07,0.268,
2013-08,0.267,
2013-09,0.231,
2013-10,0.194,
2013-11,0.196,
2013-12,0.153,
2014-01,0.178,
2014-02,0.192,
2014-03,0.240,
2014-04,0.216,
2014-05,0.158,
2014-06,0.231,
2014-07,0.278,
2014-08,0.252,
2014-09,0.190,
2014-10,0.290,
2014-11,0.330,
