"",BBK01.CEF240,BBK01.CEF240_FLAGS
"",Currency and deposits                          debtor: Central bank                                                   creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:02,
1999-01,175.6,
1999-04,176.0,
1999-07,182.7,
1999-10,196.9,
2000-01,192.3,
2000-04,193.6,
2000-07,187.4,
2000-10,196.2,
2001-01,185.8,
2001-04,179.8,
2001-07,176.9,
2001-10,150.1,
2002-01,137.7,
2002-04,149.4,
2002-07,162.6,
2002-10,183.3,
2003-01,190.6,
2003-04,192.3,
2003-07,204.5,
2003-10,221.7,
2004-01,206.7,
2004-04,222.3,
2004-07,235.6,
2004-10,249.5,
2005-01,248.8,
2005-04,255.3,
2005-07,268.2,
2005-10,282.1,
2006-01,276.1,
2006-04,284.5,
2006-07,297.8,
2006-10,308.4,
2007-01,307.6,
2007-04,309.9,
2007-07,324.6,
2007-10,409.2,
2008-01,378.3,
2008-04,370.9,
2008-07,436.0,
2008-10,526.6,
2009-01,450.2,
2009-04,543.1,
2009-07,478.8,
2009-10,479.8,
2010-01,494.9,
2010-04,574.2,
2010-07,492.2,
2010-10,528.7,
2011-01,498.8,
2011-04,494.2,
2011-07,604.3,
2011-10,672.7,
2012-01,836.1,
2012-04,947.1,
2012-07,903.5,
2012-10,850.8,
2013-01,731.4,
2013-04,700.5,
2013-07,688.1,
2013-10,667.3,
2014-01,600.3,
2014-04,584.2,
2014-07,593.3,
