"",BBK01.OUE204,BBK01.OUE204_FLAGS
"",Time deposits of domestic enterprises (non-MFIs) / for up and including 1 year / Branches of foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:18:43,
1968-12,0.092,
1969-01,0.096,
1969-02,0.115,
1969-03,0.123,
1969-04,0.152,
1969-05,0.226,
1969-06,0.287,
1969-07,0.259,
1969-08,0.363,
1969-09,0.538,
1969-10,0.575,
1969-11,0.501,
1969-12,0.302,
1970-01,0.267,
1970-02,0.168,
1970-03,0.155,
1970-04,0.140,
1970-05,0.154,
1970-06,0.120,
1970-07,0.161,
1970-08,0.120,
1970-09,0.116,
1970-10,0.126,
1970-11,0.119,
1970-12,0.168,
1971-01,0.192,
1971-02,0.156,
1971-03,0.110,
1971-04,0.124,
1971-05,0.147,
1971-06,0.174,
1971-07,0.214,
1971-08,0.185,
1971-09,0.206,
1971-10,0.247,
1971-11,0.211,
1971-12,0.131,
1972-01,0.142,
1972-02,0.137,
1972-03,0.191,
1972-04,0.204,
1972-05,0.220,
1972-06,0.238,
1972-07,0.282,
1972-08,0.324,
1972-09,0.314,
1972-10,0.375,
1972-11,0.451,
1972-12,0.324,
1973-01,0.387,
1973-02,0.562,
1973-03,0.626,
1973-04,0.755,
1973-05,0.781,
1973-06,0.721,
1973-07,0.721,
1973-08,0.712,
1973-09,0.723,
1973-10,0.896,
1973-11,0.961,
1973-12,0.711,
1974-01,0.827,
1974-02,0.785,
1974-03,0.680,
1974-04,0.703,
1974-05,0.676,
1974-06,0.606,
1974-07,0.622,
1974-08,0.612,
1974-09,0.547,
1974-10,0.486,
1974-11,0.414,
1974-12,0.357,
1975-01,0.365,
1975-02,0.339,
1975-03,0.394,
1975-04,0.442,
1975-05,0.458,
1975-06,0.369,
1975-07,0.389,
1975-08,0.358,
1975-09,0.355,
1975-10,0.405,
1975-11,0.386,
1975-12,0.288,
1976-01,0.300,
1976-02,0.373,
1976-03,0.460,
1976-04,0.609,
1976-05,0.545,
1976-06,0.469,
1976-07,0.438,
1976-08,0.429,
1976-09,0.339,
1976-10,0.379,
1976-11,0.330,
1976-12,0.324,
1977-01,0.321,
1977-02,0.369,
1977-03,0.389,
1977-04,0.422,
1977-05,0.446,
1977-06,0.417,
1977-07,0.371,
1977-08,0.308,
1977-09,0.212,
1977-10,0.212,
1977-11,0.191,
1977-12,0.206,
1978-01,0.287,
1978-02,0.271,
1978-03,0.262,
1978-04,0.234,
1978-05,0.244,
1978-06,0.180,
1978-07,0.197,
1978-08,0.227,
1978-09,0.212,
1978-10,0.195,
1978-11,0.189,
1978-12,0.186,
1979-01,0.226,
1979-02,0.257,
1979-03,0.246,
1979-04,0.241,
1979-05,0.266,
1979-06,0.213,
1979-07,0.159,
1979-08,0.167,
1979-09,0.190,
1979-10,0.226,
1979-11,0.185,
1979-12,0.190,
1980-01,0.181,
