"",BBK01.WT4166,BBK01.WT4166_FLAGS
"","DE0001137438 / Yields / 0,000 BSA 13",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 12:35:39,
2013-08-21,0.24,
2013-08-22,0.27,
2013-08-23,0.28,
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,0.27,
2013-08-27,0.25,
2013-08-28,0.23,
2013-08-29,0.24,
2013-08-30,0.23,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,0.27,
2013-09-03,0.26,
2013-09-04,0.27,
2013-09-05,0.29,
2013-09-06,0.30,
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,0.26,
2013-09-10,0.26,
2013-09-11,0.26,
2013-09-12,0.23,
2013-09-13,0.23,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,0.21,
2013-09-17,0.21,
2013-09-18,0.22,
2013-09-19,0.19,
2013-09-20,0.19,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,0.20,
2013-09-24,0.18,
2013-09-25,0.19,
2013-09-26,0.19,
2013-09-27,0.19,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,0.17,
2013-10-01,0.17,
2013-10-02,0.16,
2013-10-03,0.17,
2013-10-04,0.16,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,0.16,
2013-10-08,0.17,
2013-10-09,0.16,
2013-10-10,0.18,
2013-10-11,0.18,
2013-10-12,.,No value available
2013-10-13,.,No value available
2013-10-14,0.18,
2013-10-15,0.19,
2013-10-16,0.19,
2013-10-17,0.20,
2013-10-18,0.17,
2013-10-19,.,No value available
2013-10-20,.,No value available
2013-10-21,0.18,
2013-10-22,0.18,
2013-10-23,0.15,
2013-10-24,0.17,
2013-10-25,0.18,
2013-10-26,.,No value available
2013-10-27,.,No value available
2013-10-28,0.19,
2013-10-29,0.18,
2013-10-30,0.17,
2013-10-31,0.14,
2013-11-01,0.10,
2013-11-02,.,No value available
2013-11-03,.,No value available
2013-11-04,0.11,
2013-11-05,0.13,
2013-11-06,0.13,
2013-11-07,0.12,
2013-11-08,0.10,
2013-11-09,.,No value available
2013-11-10,.,No value available
2013-11-11,0.09,
2013-11-12,0.10,
2013-11-13,0.09,
2013-11-14,0.08,
2013-11-15,0.09,
2013-11-16,.,No value available
2013-11-17,.,No value available
2013-11-18,0.10,
2013-11-19,0.10,
2013-11-20,0.10,
2013-11-21,0.09,
2013-11-22,0.10,
2013-11-23,.,No value available
2013-11-24,.,No value available
2013-11-25,0.11,
2013-11-26,0.11,
2013-11-27,0.11,
2013-11-28,0.11,
2013-11-29,0.10,
2013-11-30,.,No value available
2013-12-01,.,No value available
2013-12-02,0.10,
2013-12-03,0.11,
2013-12-04,0.12,
2013-12-05,0.14,
2013-12-06,0.19,
2013-12-07,.,No value available
2013-12-08,.,No value available
2013-12-09,0.19,
2013-12-10,0.20,
2013-12-11,0.20,
2013-12-12,0.22,
2013-12-13,0.23,
