"",BBK01.OEAH31I,BBK01.OEAH31I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:31,
2002-01,20.343,
2002-04,20.343,
2002-07,20.608,
2002-10,19.800,
2003-01,19.729,
2003-04,19.075,
2003-07,18.666,
2003-10,22.131,
2004-01,22.478,
2004-04,23.319,
2004-07,24.430,
2004-10,25.892,
2005-01,28.069,
2005-04,28.329,
2005-07,29.066,
2005-10,29.679,
2006-01,30.765,
2006-04,31.878,
2006-07,33.190,
2006-10,33.431,
2007-01,34.667,
2007-04,35.987,
2007-07,37.061,
2007-10,37.904,
2008-01,39.551,
2008-04,42.922,
2008-07,44.883,
2008-10,41.904,
2009-01,43.953,
2009-04,44.391,
2009-07,42.618,
2009-10,42.672,
2010-01,44.170,
2010-04,39.407,
2010-07,46.379,
2010-10,48.932,
2011-01,50.620,
2011-04,52.577,
2011-07,53.122,
2011-10,49.974,
2012-01,50.497,
2012-04,47.324,
2012-07,50.217,
2012-10,47.744,
2013-01,51.918,
2013-04,49.017,
2013-07,39.822,
2013-10,40.121,
2014-01,40.475,
2014-04,39.779,
2014-07,39.538,
