"",BBK01.WXI013,BBK01.WXI013_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:39:07,
2009-09,3056,
2009-10,2992,
2009-11,3318,
2009-12,3079,
2010-01,3265,
2010-02,2949,
2010-03,3156,
2010-04,3246,
2010-05,4298,
2010-06,3625,
2010-07,2919,
2010-08,3127,
2010-09,2637,
2010-10,2531,
2010-11,4089,
2010-12,2329,
2011-01,2753,
2011-02,2353,
2011-03,2386,
2011-04,2581,
2011-05,2518,
2011-06,2280,
2011-07,2337,
2011-08,3395,
2011-09,3988,
2011-10,3526,
2011-11,3663,
2011-12,3288,
2012-01,3629,
2012-02,3353,
2012-03,3032,
2012-04,3533,
2012-05,5018,
2012-06,6403,
2012-07,4329,
2012-08,3792,
2012-09,3196,
2012-10,2694,
2012-11,4299,
2012-12,4840,
2013-01,5079,
2013-02,5874,
2013-03,5768,
2013-04,5663,
2013-05,5087,
2013-06,5704,
2013-07,5125,
2013-08,5305,
2013-09,4800,
2013-10,4302,
2013-11,3664,
2013-12,2546,
2014-01,3653,
2014-02,2856,
2014-03,2574,
2014-04,2711,
2014-05,2758,
2014-06,3203,
2014-07,3376,
2014-08,3572,
2014-09,4326,
2014-10,3941,
2014-11,4858,
