"",BBK01.PQH354,BBK01.PQH354_FLAGS
"",Lending to domestic enterprises / Total / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:15,
1968-10,10.937,
1969-01,11.331,
1969-04,11.802,
1969-07,12.185,
1969-10,12.918,
1970-01,13.758,
1970-04,14.356,
1970-07,14.471,
1970-10,14.662,
1971-01,14.960,
1971-04,15.451,
1971-07,16.089,
1971-10,16.616,
1972-01,17.023,
1972-04,17.756,
1972-07,18.256,
1972-10,19.178,
1973-01,19.551,
1973-04,20.093,
1973-07,20.184,
1973-10,20.488,
1974-01,20.884,
1974-04,21.466,
1974-07,21.743,
1974-10,22.050,
1975-01,22.341,
1975-04,22.569,
1975-07,22.740,
1975-10,23.218,
1976-01,23.776,
1976-04,24.413,
1976-07,25.264,
1976-10,25.715,
1977-01,26.326,
1977-04,26.960,
1977-07,27.199,
1977-10,27.963,
1978-01,28.355,
1978-04,29.392,
1978-07,30.090,
1978-10,30.975,
1979-01,32.278,
1979-04,33.952,
1979-07,35.202,
1979-10,36.406,
1980-01,37.363,
1980-04,38.710,
1980-07,39.296,
1980-10,40.812,
1981-01,43.023,
1981-04,44.082,
1981-07,44.091,
1981-10,44.030,
1982-01,44.919,
1982-04,45.618,
1982-07,45.657,
1982-10,45.465,
1983-01,45.398,
1983-04,46.086,
1983-07,46.711,
1983-10,47.477,
1984-01,48.339,
1984-04,49.203,
1984-07,49.682,
1984-10,49.844,
1985-01,51.978,
1985-04,52.734,
1985-07,52.009,
1985-10,52.500,
1986-01,53.830,
1986-04,54.049,
1986-07,53.663,
1986-10,53.115,
1987-01,54.107,
1987-04,54.289,
1987-07,54.490,
1987-10,54.077,
1988-01,55.084,
1988-04,55.783,
1988-07,56.681,
1988-10,56.864,
1989-01,58.378,
1989-04,60.046,
1989-07,60.799,
1989-10,61.442,
1990-01,63.145,
1990-04,65.068,
1990-07,65.630,
1990-10,66.993,
1991-01,70.812,
1991-04,74.294,
1991-07,76.540,
1991-10,80.407,
1992-01,80.207,
1992-04,84.110,
1992-07,86.002,
1992-10,87.565,
1993-01,89.691,
1993-04,91.850,
1993-07,93.328,
1993-10,94.003,
1994-01,95.316,
1994-04,98.201,
1994-07,99.157,
1994-10,100.754,
1995-01,103.553,
1995-04,106.450,
1995-07,108.141,
1995-10,108.938,
1996-01,109.749,
1996-04,111.899,
1996-07,112.822,
1996-10,114.319,
1997-01,115.339,
1997-04,117.226,
1997-07,118.897,
1997-10,120.412,
1998-01,121.854,
1998-04,123.764,
1998-07,125.975,
1998-10,127.937,
1999-01,108.274,
1999-04,110.202,
1999-07,113.113,
1999-10,114.745,
2000-01,117.143,
2000-04,120.159,
2000-07,122.107,
2000-10,124.225,
2001-01,127.011,
2001-04,129.225,
2001-07,131.171,
2001-10,132.513,
2002-01,133.743,
2002-04,134.599,
2002-07,135.020,
2002-10,135.345,
2003-01,134.262,
2003-04,134.460,
2003-07,134.180,
2003-10,133.110,
2004-01,132.367,
2004-04,132.735,
2004-07,132.201,
2004-10,131.433,
2005-01,131.222,
2005-04,131.230,
2005-07,130.210,
2005-10,129.964,
2006-01,130.612,
2006-04,131.428,
2006-07,131.304,
2006-10,131.086,
2007-01,131.890,
2007-04,133.586,
2007-07,135.759,
2007-10,138.612,
2008-01,141.615,
2008-04,144.872,
2008-07,149.781,
2008-10,152.316,
2009-01,155.334,
2009-04,158.804,
2009-07,160.116,
2009-10,160.810,
2010-01,163.356,
2010-04,165.576,
2010-07,167.100,
2010-10,168.775,
2011-01,171.688,
2011-04,173.961,
2011-07,175.970,
2011-10,177.513,
2012-01,180.527,
2012-04,183.312,
2012-07,185.849,
2012-10,187.902,
2013-01,190.331,
2013-04,191.956,
2013-07,192.221,
2013-10,192.636,
2014-01,193.618,
2014-04,195.378,
2014-07,196.592,
2014-10,195.714,
