"",BBK01.RU5733,BBK01.RU5733_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Bermuda / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:19:35,
1982-06,0.372,
1982-07,0.370,
1982-08,0.379,
1982-09,0.419,
1982-10,0.416,
1982-11,0.382,
1982-12,0.320,
1983-01,0.340,
1983-02,0.324,
1983-03,0.328,
1983-04,0.352,
1983-05,0.375,
1983-06,0.344,
1983-07,0.335,
1983-08,0.330,
1983-09,0.305,
1983-10,0.396,
1983-11,0.398,
1983-12,0.323,
1984-01,0.323,
1984-02,0.338,
1984-03,0.303,
1984-04,0.299,
1984-05,0.235,
1984-06,0.245,
1984-07,0.218,
1984-08,0.285,
1984-09,0.275,
1984-10,0.305,
1984-11,0.337,
1984-12,0.318,
1985-01,0.284,
1985-02,0.290,
1985-03,0.316,
1985-04,0.429,
1985-05,0.375,
1985-06,0.332,
1985-07,0.298,
1985-08,0.290,
1985-09,0.267,
1985-10,0.279,
1985-11,0.259,
1985-12,0.264,
1986-01,0.240,
1986-02,0.362,
1986-03,0.370,
1986-04,0.399,
1986-05,0.415,
1986-06,0.420,
1986-07,0.407,
1986-08,0.420,
1986-09,0.422,
1986-10,0.458,
1986-11,0.383,
1986-12,0.399,
1987-01,0.369,
1987-02,0.398,
1987-03,0.356,
1987-04,0.345,
1987-05,0.423,
1987-06,0.392,
1987-07,0.387,
1987-08,0.399,
1987-09,0.391,
1987-10,0.416,
1987-11,0.358,
1987-12,0.359,
1988-01,0.345,
1988-02,0.343,
1988-03,0.331,
1988-04,0.314,
1988-05,0.350,
1988-06,0.323,
1988-07,0.335,
1988-08,0.365,
1988-09,0.309,
1988-10,0.281,
1988-11,0.195,
1988-12,0.059,
1989-01,0.039,
1989-02,0.071,
1989-03,0.051,
1989-04,0.038,
1989-05,0.044,
1989-06,0.072,
1989-07,0.111,
1989-08,0.096,
1989-09,0.131,
1989-10,0.159,
1989-11,0.126,
1989-12,0.162,
1990-01,0.114,
1990-02,0.108,
1990-03,0.145,
1990-04,0.134,
1990-05,0.107,
1990-06,0.122,
1990-07,0.125,
1990-08,0.121,
1990-09,0.123,
1990-10,0.114,
1990-11,0.133,
1990-12,0.166,
1991-01,0.172,
1991-02,0.171,
1991-03,0.187,
1991-04,0.177,
1991-05,0.208,
1991-06,0.195,
1991-07,0.214,
1991-08,0.353,
1991-09,0.246,
1991-10,0.333,
1991-11,0.351,
1991-12,0.303,
1992-01,0.291,
1992-02,0.229,
1992-03,0.395,
1992-04,0.368,
1992-05,0.442,
1992-06,0.487,
1992-07,0.286,
1992-08,0.194,
1992-09,0.201,
1992-10,0.168,
1992-11,0.189,
1992-12,0.223,
1993-01,0.217,
1993-02,0.198,
1993-03,0.198,
1993-04,0.268,
1993-05,0.256,
1993-06,0.258,
1993-07,0.269,
1993-08,0.245,
1993-09,0.236,
1993-10,0.219,
1993-11,0.238,
1993-12,0.304,
1994-01,0.323,
1994-02,0.322,
1994-03,0.306,
1994-04,0.338,
1994-05,0.385,
1994-06,0.350,
1994-07,0.345,
1994-08,0.346,
1994-09,0.425,
1994-10,0.414,
1994-11,0.476,
1994-12,0.514,
1995-01,0.379,
1995-02,0.408,
1995-03,0.437,
1995-04,0.267,
1995-05,0.324,
1995-06,0.254,
1995-07,0.370,
1995-08,0.345,
1995-09,0.421,
1995-10,0.347,
1995-11,0.368,
1995-12,0.344,
1996-01,0.329,
1996-02,0.338,
1996-03,0.332,
1996-04,0.352,
1996-05,0.352,
1996-06,0.307,
1996-07,0.269,
1996-08,0.248,
1996-09,0.234,
1996-10,0.274,
1996-11,0.320,
1996-12,0.391,
1997-01,0.416,
1997-02,0.282,
1997-03,0.387,
1997-04,0.314,
1997-05,0.263,
1997-06,0.193,
1997-07,0.198,
1997-08,0.207,
1997-09,0.224,
1997-10,0.210,
1997-11,0.223,
1997-12,0.178,
1998-01,0.152,
1998-02,0.155,
1998-03,0.221,
1998-04,0.365,
1998-05,0.416,
1998-06,0.822,
1998-07,1.079,
1998-08,0.842,
1998-09,0.505,
1998-10,1.000,
1998-11,0.473,
1998-12,0.676,
1999-01,0.821,
1999-02,0.644,
1999-03,0.617,
1999-04,0.817,
1999-05,0.824,
1999-06,0.776,
1999-07,0.693,
1999-08,0.652,
1999-09,0.628,
1999-10,0.676,
1999-11,0.737,
1999-12,0.640,
2000-01,0.684,
2000-02,0.728,
2000-03,0.763,
2000-04,0.757,
2000-05,0.697,
2000-06,1.128,
2000-07,0.891,
2000-08,0.826,
2000-09,1.006,
2000-10,0.951,
2000-11,1.075,
2000-12,1.283,
2001-01,1.226,
2001-02,1.318,
2001-03,1.320,
2001-04,1.197,
2001-05,1.339,
2001-06,1.296,
2001-07,1.269,
2001-08,1.480,
2001-09,1.287,
2001-10,1.185,
2001-11,1.449,
2001-12,1.391,
2002-01,1.286,
2002-02,1.308,
2002-03,1.423,
2002-04,1.298,
2002-05,1.393,
2002-06,2.044,
2002-07,2.401,
2002-08,2.542,
2002-09,2.289,
2002-10,2.281,
2002-11,2.258,
2002-12,2.682,
2003-01,2.333,
2003-02,2.263,
2003-03,2.214,
2003-04,2.164,
2003-05,1.567,
2003-06,1.773,
2003-07,2.033,
2003-08,2.141,
2003-09,2.059,
2003-10,2.069,
2003-11,1.910,
2003-12,1.835,
2004-01,1.615,
2004-02,1.680,
2004-03,1.726,
2004-04,1.776,
2004-05,1.597,
2004-06,1.590,
2004-07,1.475,
2004-08,1.593,
2004-09,1.539,
2004-10,1.455,
2004-11,1.436,
2004-12,1.182,
2005-01,1.620,
2005-02,1.675,
2005-03,1.625,
2005-04,1.584,
2005-05,1.715,
2005-06,1.603,
2005-07,1.662,
2005-08,1.827,
2005-09,1.769,
2005-10,1.694,
2005-11,1.876,
2005-12,1.937,
2006-01,1.792,
2006-02,1.961,
2006-03,2.021,
2006-04,2.111,
2006-05,2.054,
2006-06,1.886,
2006-07,1.847,
2006-08,1.866,
2006-09,1.883,
2006-10,1.981,
