"",BBK01.OEAH64N,BBK01.OEAH64N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:34,
2002-01,16.224,
2002-04,16.311,
2002-07,16.100,
2002-10,15.803,
2003-01,15.328,
2003-04,15.152,
2003-07,14.929,
2003-10,15.205,
2004-01,15.552,
2004-04,15.443,
2004-07,15.419,
2004-10,15.301,
2005-01,15.089,
2005-04,14.800,
2005-07,14.517,
2005-10,14.224,
2006-01,14.049,
2006-04,13.966,
2006-07,14.258,
2006-10,14.688,
2007-01,15.461,
2007-04,16.239,
2007-07,17.084,
2007-10,17.906,
2008-01,18.353,
2008-04,18.882,
2008-07,19.456,
2008-10,20.457,
2009-01,19.701,
2009-04,17.918,
2009-07,16.196,
2009-10,15.254,
2010-01,15.089,
2010-04,15.352,
2010-07,15.400,
2010-10,15.617,
2011-01,16.294,
2011-04,17.372,
2011-07,18.008,
2011-10,18.530,
2012-01,19.008,
2012-04,19.251,
2012-07,19.011,
2012-10,18.344,
2013-01,17.120,
2013-04,15.847,
2013-07,15.421,
2013-10,14.983,
2014-01,14.481,
2014-04,14.069,
2014-07,13.171,
