"",BBFB1.M.N.DE.W1.S1.S1.T.L.FA.O.F4.T._T.N.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.O.F4.T._T.N.N_FLAGS
"",Financial account / Net foreign financial investment in the reporting country / Other investment / Loans  / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:51:59,
1991-01,2501.245,
1991-02,1931.525,
1991-03,1442.121,
1991-04,1190.185,
1991-05,613.985,
1991-06,2941.394,
1991-07,1182.824,
1991-08,813.709,
1991-09,445.088,
1991-10,1247.982,
1991-11,-289.111,
1991-12,186.725,
1992-01,-1875.444,
1992-02,-116.070,
1992-03,-2919.348,
1992-04,-363.446,
1992-05,907.797,
1992-06,463.173,
1992-07,2086.573,
1992-08,782.721,
1992-09,2620.530,
1992-10,1602.438,
1992-11,2182.170,
1992-12,-723.090,
1993-01,2707.818,
1993-02,1323.873,
1993-03,-1263.966,
1993-04,851.348,
1993-05,245.994,
1993-06,-522.329,
1993-07,1119.476,
1993-08,1342.274,
1993-09,-1049.375,
1993-10,1009.625,
1993-11,-1272.849,
1993-12,1524.733,
1994-01,-1013.092,
1994-02,676.082,
1994-03,651.354,
1994-04,-212.901,
1994-05,537.169,
1994-06,-1291.577,
1994-07,-466.318,
1994-08,974.714,
1994-09,-994.810,
1994-10,-1006.047,
1994-11,742.841,
1994-12,922.064,
1995-01,1726.938,
1995-02,1332.112,
1995-03,642.207,
1995-04,1676.635,
1995-05,-463.365,
1995-06,-2156.534,
1995-07,-283.833,
1995-08,-398.011,
1995-09,1502.324,
1995-10,549.323,
1995-11,939.363,
1995-12,3465.011,
1996-01,-837.284,
1996-02,1185.212,
1996-03,-1617.629,
1996-04,1174.345,
1996-05,1026.361,
1996-06,-1527.528,
1996-07,-784.195,
1996-08,920.240,
1996-09,1275.327,
1996-10,665.458,
1996-11,895.463,
1996-12,-288.653,
1997-01,-1477.345,
1997-02,600.109,
1997-03,-160.237,
1997-04,1872.389,
1997-05,1143.693,
1997-06,2460.762,
1997-07,-981.954,
1997-08,-2060.761,
1997-09,-1477.736,
1997-10,2500.918,
1997-11,-494.122,
1997-12,-1194.418,
1998-01,1247.060,
1998-02,858.965,
1998-03,1495.725,
1998-04,752.445,
1998-05,-1637.785,
1998-06,940.134,
1998-07,967.805,
1998-08,-1505.111,
1998-09,2927.643,
1998-10,1624.386,
1998-11,1444.296,
1998-12,-1553.260,
1999-01,-1217.497,
1999-02,-1148.135,
1999-03,2931.018,
1999-04,737.286,
1999-05,-346.018,
1999-06,2326.560,
1999-07,768.843,
1999-08,593.132,
1999-09,-2058.023,
1999-10,5138.462,
1999-11,-4554.888,
1999-12,4744.110,
2000-01,4343.508,
2000-02,9334.291,
2000-03,680.829,
2000-04,-2314.551,
2000-05,574.334,
2000-06,-6658.414,
2000-07,-5580.167,
2000-08,-1401.648,
2000-09,5270.553,
2000-10,-2515.118,
2000-11,-222.241,
2000-12,694.874,
2001-01,3668.233,
2001-02,-295.827,
2001-03,-673.667,
2001-04,5367.153,
2001-05,3294.568,
2001-06,-3567.301,
2001-07,2844.877,
2001-08,-3146.478,
2001-09,-521.068,
2001-10,938.374,
2001-11,966.475,
2001-12,-2858.409,
2002-01,1744.051,
2002-02,3658.765,
2002-03,1435.660,
2002-04,-2003.339,
2002-05,-13.487,
2002-06,-1834.297,
2002-07,388.016,
2002-08,944.818,
2002-09,77.377,
2002-10,565.785,
2002-11,1001.671,
2002-12,-5118.724,
2003-01,3661.445,
2003-02,2740.625,
2003-03,-4001.979,
2003-04,1392.076,
2003-05,-1811.485,
2003-06,-1125.846,
2003-07,1983.904,
2003-08,600.448,
2003-09,-1512.599,
2003-10,-227.743,
2003-11,1340.489,
2003-12,1575.411,
2004-01,5980.641,
2004-02,2931.989,
2004-03,-2024.613,
2004-04,88.360,
2004-05,265.950,
2004-06,-2501.369,
2004-07,-1073.917,
2004-08,-505.179,
2004-09,-1098.148,
2004-10,920.397,
2004-11,-244.012,
2004-12,-1375.909,
2005-01,4853.716,
2005-02,9737.767,
2005-03,-2305.756,
2005-04,-2059.341,
2005-05,473.475,
2005-06,3748.117,
2005-07,-998.460,
2005-08,5585.145,
2005-09,4071.204,
2005-10,2270.150,
2005-11,3795.913,
2005-12,-2528.153,
2006-01,5716.104,
2006-02,5072.409,
2006-03,1708.861,
2006-04,3774.729,
2006-05,-4075.945,
2006-06,10997.830,
2006-07,1881.533,
2006-08,2110.508,
2006-09,4503.429,
2006-10,-1203.751,
2006-11,2269.009,
2006-12,3473.941,
2007-01,7669.500,
2007-02,12113.011,
2007-03,-8699.305,
2007-04,873.502,
2007-05,7010.872,
2007-06,5854.827,
2007-07,-1193.906,
2007-08,4803.754,
2007-09,5485.028,
2007-10,-8298.085,
2007-11,6608.247,
2007-12,-2028.974,
2008-01,5641.156,
2008-02,18136.840,
2008-03,1237.110,
2008-04,3490.359,
2008-05,-4311.519,
2008-06,9759.783,
2008-07,-5072.228,
2008-08,-5798.865,
2008-09,6139.598,
2008-10,10653.732,
2008-11,-5622.795,
2008-12,9658.774,
2009-01,2124.826,
2009-02,6350.856,
2009-03,-5572.395,
2009-04,10555.322,
2009-05,-14927.253,
2009-06,-1638.431,
2009-07,-5825.709,
2009-08,1335.892,
2009-09,-2223.302,
2009-10,-2283.225,
2009-11,-1502.686,
2009-12,6409.146,
2010-01,-13227.419,
2010-02,876.153,
2010-03,-3216.154,
2010-04,1574.431,
2010-05,19832.117,
2010-06,-12396.954,
2010-07,15804.653,
2010-08,-1795.025,
2010-09,-1443.341,
2010-10,75717.580,
2010-11,-13834.907,
2010-12,25738.566,
2011-01,-19329.157,
2011-02,-403.310,
2011-03,1695.037,
2011-04,-681.255,
2011-05,1431.878,
2011-06,2940.990,
2011-07,9644.347,
2011-08,5088.517,
2011-09,14735.590,
2011-10,1678.129,
2011-11,5493.424,
2011-12,10418.295,
2012-01,-5525.626,
2012-02,-19997.744,
2012-03,6429.349,
2012-04,19435.483,
2012-05,7220.182,
2012-06,-7518.093,
2012-07,-2794.079,
2012-08,-22417.070,
2012-09,-2524.205,
2012-10,2973.631,
2012-11,1174.947,
2012-12,-4878.864,
2013-01,-3940.811,
2013-02,408.308,
2013-03,4342.689,
2013-04,13061.390,
2013-05,-6495.541,
2013-06,11682.901,
2013-07,-9265.077,
2013-08,-4436.095,
2013-09,-588.376,
2013-10,-7558.211,
2013-11,-3857.415,
2013-12,-15511.881,
2014-01,7085.490,
2014-02,-11064.762,Provisional value
2014-03,4365.167,Provisional value
