"",BBK01.OUC106,BBK01.OUC106_FLAGS
"",Domestic bank debt securities / with a maturity  of up to and including 2 years / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:49:47,
1993-12,0.070,
1994-01,0.019,
1994-02,0.036,
1994-03,0.009,
1994-04,0.018,
1994-05,0.015,
1994-06,0.025,
1994-07,0.004,
1994-08,0.013,
1994-09,0.017,
1994-10,0.007,
1994-11,0.017,
1994-12,0.035,
1995-01,0.007,
1995-02,0.007,
1995-03,0.016,
1995-04,0.031,
1995-05,0.039,
1995-06,0.006,
1995-07,0.007,
1995-08,0.029,
1995-09,0.114,
1995-10,0.016,
1995-11,0.029,
1995-12,0.017,
1996-01,0.035,
1996-02,0.026,
1996-03,0.034,
1996-04,0.032,
1996-05,0.036,
1996-06,0.410,
1996-07,0.059,
1996-08,0.029,
1996-09,0.040,
1996-10,0.052,
1996-11,0.046,
1996-12,0.060,
1997-01,0.070,
1997-02,0.098,
1997-03,0.075,
1997-04,0.080,
1997-05,0.053,
1997-06,0.078,
1997-07,0.188,
1997-08,0.055,
1997-09,0.161,
1997-10,0.172,
1997-11,0.193,
1997-12,0.221,
1998-01,0.305,
1998-02,0.490,
1998-03,0.647,
1998-04,0.737,
1998-05,0.900,
1998-06,0.973,
1998-07,0.353,
1998-08,0.431,
1998-09,0.351,
1998-10,0.325,
1998-11,0.304,
1998-12,0.470,
1999-01,0.505,
1999-02,0.489,
1999-03,1.011,
1999-04,1.717,
1999-05,2.843,
1999-06,3.194,
1999-07,2.811,
1999-08,3.042,
1999-09,3.157,
1999-10,6.062,
1999-11,7.343,
1999-12,7.277,
2000-01,7.314,
2000-02,7.706,
2000-03,7.470,
2000-04,8.043,
2000-05,7.976,
2000-06,7.806,
2000-07,7.319,
2000-08,6.980,
2000-09,7.008,
2000-10,6.274,
2000-11,6.075,
2000-12,5.866,
2001-01,6.422,
2001-02,6.654,
2001-03,7.791,
2001-04,7.774,
2001-05,7.600,
2001-06,5.338,
2001-07,8.315,
2001-08,7.368,
2001-09,7.475,
2001-10,7.589,
2001-11,7.032,
2001-12,7.100,
2002-01,5.793,
2002-02,6.972,
2002-03,7.153,
2002-04,7.132,
2002-05,6.222,
2002-06,6.436,
2002-07,6.471,
2002-08,7.277,
2002-09,7.092,
2002-10,6.896,
2002-11,8.440,
2002-12,8.975,
2003-01,8.326,
2003-02,7.942,
2003-03,7.966,
2003-04,8.599,
2003-05,8.286,
2003-06,7.847,
2003-07,7.610,
2003-08,7.343,
2003-09,8.773,
2003-10,8.854,
2003-11,8.954,
2003-12,9.223,
2004-01,8.909,
2004-02,9.484,
2004-03,9.378,
2004-04,9.578,
2004-05,9.771,
2004-06,7.046,
2004-07,6.930,
2004-08,6.938,
2004-09,7.492,
2004-10,8.193,
2004-11,8.386,
2004-12,10.485,
2005-01,9.504,
2005-02,9.146,
2005-03,10.164,
2005-04,9.314,
2005-05,9.968,
2005-06,9.823,
2005-07,9.237,
2005-08,8.834,
2005-09,7.819,
2005-10,7.094,
2005-11,6.677,
2005-12,7.173,
2006-01,6.931,
2006-02,7.051,
2006-03,6.920,
2006-04,6.397,
2006-05,6.461,
2006-06,6.915,
2006-07,6.732,
2006-08,5.796,
2006-09,5.905,
2006-10,6.229,
2006-11,6.206,
2006-12,6.450,
2007-01,5.817,
2007-02,6.093,
2007-03,6.006,
2007-04,5.953,
2007-05,5.264,
2007-06,5.345,
2007-07,4.712,
2007-08,5.787,
2007-09,6.183,
2007-10,6.952,
2007-11,7.847,
2007-12,7.654,
2008-01,7.985,
2008-02,8.111,
2008-03,7.986,
2008-04,8.105,
2008-05,8.319,
2008-06,7.473,
2008-07,8.664,
2008-08,8.805,
2008-09,8.004,
2008-10,8.356,
2008-11,9.423,
2008-12,9.096,
2009-01,8.438,
2009-02,7.371,
2009-03,27.417,
2009-04,26.938,
2009-05,26.648,
2009-06,25.579,
2009-07,24.931,
2009-08,23.239,
2009-09,22.288,
2009-10,21.392,
2009-11,21.770,
2009-12,2.611,
2010-01,1.665,
2010-02,1.739,
2010-03,1.979,
2010-04,1.932,
2010-05,2.496,
2010-06,2.203,
2010-07,2.247,
2010-08,1.863,
2010-09,1.692,
2010-10,1.632,
2010-11,1.593,
2010-12,1.584,
2011-01,1.658,
2011-02,1.403,
2011-03,1.263,
2011-04,2.015,
2011-05,2.165,
2011-06,1.958,
2011-07,1.924,
2011-08,2.161,
2011-09,2.062,
2011-10,1.978,
2011-11,1.772,
2011-12,1.734,
2012-01,1.703,
2012-02,1.438,
2012-03,1.268,
2012-04,1.344,
2012-05,0.954,
2012-06,0.796,
2012-07,0.825,
2012-08,0.812,
2012-09,0.744,
2012-10,0.774,
2012-11,0.810,
2012-12,0.842,
2013-01,0.850,
2013-02,0.902,
2013-03,0.863,
2013-04,0.126,
2013-05,0.574,
2013-06,0.551,
2013-07,0.563,
2013-08,0.566,
2013-09,0.552,
2013-10,0.533,
2013-11,0.575,
2013-12,1.025,
2014-01,0.958,
2014-02,0.940,
2014-03,0.945,
2014-04,1.028,
2014-05,1.014,
2014-06,0.973,
2014-07,0.950,
2014-08,0.945,
2014-09,0.950,
2014-10,0.935,
2014-11,0.955,
2014-12,0.940,Provisional value
